,id,origin,destination,distance,hard_cap
0,"e_4,5,7,5","4,5","7,5",3,1
1,"e_23,19,21,20","23,19","21,20",3,1
2,"e_5,24,7,23","5,24","7,23",3,3
3,"e_20,14,21,15","20,14","21,15",2,2
4,"e_21,20,23,19","21,20","23,19",3,3
5,"e_8,23,7,23","8,23","7,23",1,2
6,"e_7,23,5,24","7,23","5,24",3,1
7,"e_7,23,8,23","7,23","8,23",1,2
8,"e_7,5,4,5","7,5","4,5",3,3
9,"e_21,15,20,14","21,15","20,14",2,1
10,"e_4,14,4,12","4,14","4,12",2,3
11,"e_4,12,4,14","4,12","4,14",2,2
12,"e_24,9,7,23","24,9","7,23",31,3
13,"e_4,5,1,11","4,5","1,11",9,1
14,"e_9,19,8,23","9,19","8,23",5,3
15,"e_23,19,4,14","23,19","4,14",24,2
16,"e_1,11,23,19","1,11","23,19",30,2
17,"e_3,22,9,19","3,22","9,19",9,3
18,"e_21,24,5,24","21,24","5,24",16,2
19,"e_5,24,21,20","5,24","21,20",20,1
20,"e_17,1,21,24","17,1","21,24",27,1
21,"e_20,14,21,20","20,14","21,20",7,1
22,"e_21,20,21,24","21,20","21,24",4,1
23,"e_8,23,7,5","8,23","7,5",19,1
24,"e_5,18,21,24","5,18","21,24",22,3
25,"e_7,23,9,19","7,23","9,19",6,2
26,"e_7,5,8,23","7,5","8,23",19,3
27,"e_6,9,7,23","6,9","7,23",15,1
28,"e_21,15,5,18","21,15","5,18",19,3
29,"e_2,3,24,9","2,3","24,9",28,1
30,"e_4,14,2,3","4,14","2,3",13,1
31,"e_4,12,7,5","4,12","7,5",10,2
