,id,origin,destination,distance,hard_cap
0,"e_13,9,15,8","13,9","15,8",3,2
1,"e_15,8,13,9","15,8","13,9",3,1
2,"e_15,8,17,7","15,8","17,7",3,2
3,"e_21,0,22,0","21,0","22,0",1,1
4,"e_17,7,15,8","17,7","15,8",3,1
5,"e_10,0,8,0","10,0","8,0",2,2
6,"e_22,0,21,0","22,0","21,0",1,1
7,"e_1,20,2,20","1,20","2,20",1,1
8,"e_8,0,10,0","8,0","10,0",2,1
9,"e_2,20,1,20","2,20","1,20",1,2
10,"e_13,9,8,15","13,9","8,15",11,2
11,"e_13,9,16,0","13,9","16,0",12,1
12,"e_23,16,10,0","23,16","10,0",29,2
13,"e_23,16,21,0","23,16","21,0",18,2
14,"e_8,11,2,20","8,11","2,20",15,2
15,"e_8,11,0,23","8,11","0,23",20,1
16,"e_15,8,8,11","15,8","8,11",10,2
17,"e_15,8,8,15","15,8","8,15",14,1
18,"e_0,23,16,0","0,23","16,0",39,1
19,"e_0,23,3,9","0,23","3,9",17,2
20,"e_24,24,15,23","24,24","15,23",10,2
21,"e_21,0,24,24","21,0","24,24",27,2
22,"e_21,0,16,0","21,0","16,0",5,2
23,"e_17,7,22,0","17,7","22,0",12,1
24,"e_16,0,10,0","16,0","10,0",6,2
25,"e_15,23,14,19","15,23","14,19",5,1
26,"e_10,0,8,11","10,0","8,11",13,2
27,"e_10,0,15,23","10,0","15,23",28,1
28,"e_22,0,13,13","22,0","13,13",22,2
29,"e_22,0,16,0","22,0","16,0",6,2
30,"e_1,20,16,0","1,20","16,0",35,2
31,"e_13,13,16,0","13,13","16,0",16,1
32,"e_13,13,14,19","13,13","14,19",7,2
33,"e_8,15,13,9","8,15","13,9",11,1
34,"e_3,9,15,23","3,9","15,23",26,1
35,"e_14,5,8,15","14,5","8,15",16,2
36,"e_8,0,13,9","8,0","13,9",14,2
37,"e_2,20,8,0","2,20","8,0",26,1
38,"e_2,20,15,23","2,20","15,23",16,2
39,"e_14,19,23,16","14,19","23,16",12,2
40,"e_14,19,1,20","14,19","1,20",14,2
