,id,demand,origin,destination
0,k_0,1,"3,9","22,0"
1,k_1,1,"24,24","22,0"
2,k_2,1,"23,16","15,8"
3,k_3,1,"13,13","2,20"
4,k_4,1,"1,20","0,23"
5,k_5,1,"14,19","22,0"
6,k_6,1,"0,23","2,20"
7,k_7,1,"10,0","17,7"
8,k_8,1,"21,0","8,11"
9,k_9,1,"21,0","14,19"
10,k_10,1,"22,0","15,23"
11,k_11,1,"3,9","16,0"
12,k_12,1,"13,13","15,8"
13,k_13,1,"1,20","0,23"
14,k_14,1,"22,0","0,23"
15,k_15,1,"23,16","13,13"
16,k_16,1,"21,0","1,20"
17,k_17,1,"24,24","16,0"
18,k_18,1,"3,9","16,0"
19,k_19,1,"8,15","22,0"
20,k_20,1,"15,8","23,16"
21,k_21,1,"8,0","14,19"
22,k_22,1,"16,0","2,20"
23,k_23,1,"10,0","22,0"
24,k_24,1,"8,11","17,7"
25,k_25,1,"14,19","24,24"
26,k_26,1,"3,9","23,16"
27,k_27,1,"15,8","10,0"
28,k_28,1,"8,15","3,9"
29,k_29,1,"13,13","2,20"
30,k_30,1,"15,8","10,0"
31,k_31,1,"2,20","21,0"
32,k_32,1,"15,8","1,20"
33,k_33,1,"2,20","8,11"
34,k_34,1,"17,7","8,0"
35,k_35,1,"14,19","13,13"
36,k_36,1,"15,23","8,11"
37,k_37,1,"10,0","8,15"
38,k_38,1,"1,20","22,0"
39,k_39,1,"1,20","21,0"
40,k_40,1,"24,24","8,11"
41,k_41,1,"16,0","3,9"
42,k_42,1,"17,7","8,0"
43,k_43,1,"17,7","16,0"
44,k_44,1,"8,0","3,9"
45,k_45,1,"1,20","8,11"
46,k_46,1,"24,24","2,20"
47,k_47,1,"10,0","1,20"
48,k_48,1,"8,15","22,0"
49,k_49,1,"23,16","13,13"
50,k_50,1,"15,23","2,20"
51,k_51,1,"10,0","23,16"
52,k_52,1,"15,23","24,24"
53,k_53,1,"13,13","8,11"
54,k_54,1,"15,23","22,0"
55,k_55,1,"13,9","24,24"
56,k_56,1,"1,20","8,11"
57,k_57,1,"15,23","21,0"
58,k_58,1,"21,0","15,8"
59,k_59,1,"14,19","17,7"
60,k_60,1,"8,15","8,11"
61,k_61,1,"23,16","14,19"
62,k_62,1,"13,9","1,20"
63,k_63,1,"8,11","10,0"
64,k_64,1,"0,23","23,16"
65,k_65,1,"0,23","17,7"
66,k_66,1,"16,0","17,7"
67,k_67,1,"22,0","2,20"
68,k_68,1,"14,5","13,13"
69,k_69,1,"1,20","8,11"
70,k_70,1,"13,9","0,23"
71,k_71,1,"16,0","17,7"
72,k_72,1,"14,5","1,20"
73,k_73,1,"0,23","23,16"
74,k_74,1,"2,20","17,7"
75,k_75,1,"16,0","23,16"
76,k_76,1,"15,23","22,0"
77,k_77,1,"17,7","23,16"
78,k_78,1,"1,20","10,0"
79,k_79,1,"24,24","1,20"
80,k_80,1,"22,0","3,9"
81,k_81,1,"10,0","24,24"
82,k_82,1,"24,24","8,11"
83,k_83,1,"8,0","13,13"
84,k_84,1,"8,0","23,16"
85,k_85,1,"15,8","3,9"
86,k_86,1,"3,9","23,16"
87,k_87,1,"14,19","24,24"
88,k_88,1,"14,5","15,8"
89,k_89,1,"23,16","15,8"
90,k_90,1,"10,0","15,8"
91,k_91,1,"21,0","13,9"
92,k_92,1,"8,0","23,16"
93,k_93,1,"2,20","23,16"
94,k_94,1,"21,0","8,0"
95,k_95,1,"16,0","23,16"
96,k_96,1,"14,19","16,0"
97,k_97,1,"15,8","1,20"
98,k_98,1,"8,11","22,0"
99,k_99,1,"15,23","16,0"
100,k_100,1,"22,0","15,23"
101,k_101,1,"15,8","21,0"
102,k_102,1,"8,15","2,20"
103,k_103,1,"8,0","24,24"
104,k_104,1,"24,24","10,0"
105,k_105,1,"21,0","8,11"
106,k_106,1,"24,24","23,16"
107,k_107,1,"15,23","2,20"
108,k_108,1,"17,7","16,0"
109,k_109,1,"21,0","0,23"
110,k_110,1,"22,0","2,20"
111,k_111,1,"15,23","2,20"
