,id,origin,destination
0,k_0,v_11,v_14
1,k_1,v_9,v_13
2,k_2,v_6,v_8
3,k_3,v_6,v_13
4,k_4,v_3,v_12
5,k_5,v_1,v_18
6,k_6,v_11,v_9
7,k_7,v_15,v_8
8,k_8,v_3,v_16
9,k_9,v_11,v_7
10,k_10,v_12,v_7
11,k_11,v_18,v_16
12,k_12,v_3,v_19
13,k_13,v_9,v_7
14,k_14,v_20,v_7
15,k_15,v_13,v_3
16,k_16,v_19,v_9
17,k_17,v_3,v_9
18,k_18,v_6,v_13
19,k_19,v_2,v_17
20,k_20,v_15,v_19
21,k_21,v_19,v_3
22,k_22,v_9,v_11
23,k_23,v_11,v_20
24,k_24,v_15,v_19
25,k_25,v_1,v_13
26,k_26,v_7,v_10
27,k_27,v_4,v_5
28,k_28,v_1,v_16
29,k_29,v_3,v_1
30,k_30,v_18,v_15
31,k_31,v_14,v_15
32,k_32,v_8,v_11
33,k_33,v_1,v_6
34,k_34,v_13,v_7
35,k_35,v_13,v_3
36,k_36,v_1,v_14
37,k_37,v_11,v_14
38,k_38,v_20,v_8
39,k_39,v_6,v_2
40,k_40,v_14,v_19
41,k_41,v_15,v_20
42,k_42,v_11,v_2
43,k_43,v_4,v_1
44,k_44,v_4,v_20
45,k_45,v_10,v_11
46,k_46,v_10,v_11
47,k_47,v_15,v_3
48,k_48,v_20,v_12
49,k_49,v_2,v_1
50,k_50,v_14,v_7
51,k_51,v_19,v_11
52,k_52,v_17,v_8
53,k_53,v_17,v_6
54,k_54,v_1,v_16
55,k_55,v_7,v_13
56,k_56,v_5,v_9
57,k_57,v_4,v_10
58,k_58,v_8,v_19
59,k_59,v_19,v_10
60,k_60,v_14,v_6
61,k_61,v_11,v_14
62,k_62,v_12,v_8
63,k_63,v_17,v_15
64,k_64,v_6,v_10
65,k_65,v_16,v_9
66,k_66,v_18,v_13
67,k_67,v_16,v_17
68,k_68,v_17,v_12
69,k_69,v_11,v_1
70,k_70,v_9,v_10
71,k_71,v_10,v_13
72,k_72,v_5,v_11
73,k_73,v_15,v_7
74,k_74,v_15,v_16
75,k_75,v_9,v_4
76,k_76,v_15,v_3
77,k_77,v_8,v_1
78,k_78,v_15,v_13
79,k_79,v_8,v_18
80,k_80,v_16,v_11
81,k_81,v_10,v_19
82,k_82,v_3,v_20
83,k_83,v_15,v_8
84,k_84,v_6,v_19
85,k_85,v_18,v_9
86,k_86,v_5,v_19
87,k_87,v_4,v_6
88,k_88,v_8,v_7
89,k_89,v_14,v_16
90,k_90,v_1,v_4
91,k_91,v_11,v_4
92,k_92,v_15,v_4
93,k_93,v_11,v_12
94,k_94,v_5,v_10
95,k_95,v_19,v_6
96,k_96,v_5,v_20
97,k_97,v_20,v_1
98,k_98,v_16,v_3
99,k_99,v_5,v_4
100,k_100,v_15,v_13
101,k_101,v_13,v_14
102,k_102,v_2,v_20
103,k_103,v_13,v_1
104,k_104,v_3,v_6
105,k_105,v_6,v_18
106,k_106,v_4,v_13
107,k_107,v_14,v_13
108,k_108,v_16,v_12
109,k_109,v_20,v_19
110,k_110,v_10,v_19
111,k_111,v_12,v_19
112,k_112,v_15,v_14
113,k_113,v_1,v_16
114,k_114,v_11,v_15
115,k_115,v_13,v_16
116,k_116,v_12,v_15
117,k_117,v_17,v_14
118,k_118,v_4,v_2
119,k_119,v_6,v_13
120,k_120,v_8,v_20
121,k_121,v_18,v_10
122,k_122,v_15,v_12
123,k_123,v_16,v_8
124,k_124,v_13,v_10
125,k_125,v_18,v_4
126,k_126,v_7,v_16
127,k_127,v_20,v_6
128,k_128,v_14,v_19
129,k_129,v_13,v_20
130,k_130,v_16,v_8
131,k_131,v_10,v_6
132,k_132,v_18,v_20
133,k_133,v_16,v_8
134,k_134,v_2,v_20
135,k_135,v_7,v_15
136,k_136,v_18,v_10
137,k_137,v_3,v_4
138,k_138,v_19,v_13
139,k_139,v_9,v_19
140,k_140,v_7,v_1
141,k_141,v_6,v_13
142,k_142,v_6,v_10
143,k_143,v_10,v_18
144,k_144,v_18,v_17
145,k_145,v_2,v_20
146,k_146,v_11,v_18
147,k_147,v_20,v_8
148,k_148,v_3,v_13
149,k_149,v_10,v_17
150,k_150,v_7,v_1
151,k_151,v_10,v_16
152,k_152,v_5,v_19
153,k_153,v_17,v_9
154,k_154,v_10,v_16
155,k_155,v_8,v_5
156,k_156,v_2,v_5
157,k_157,v_19,v_8
158,k_158,v_12,v_4
159,k_159,v_15,v_4
160,k_160,v_16,v_17
