,id,origin,destination,distance,arc_cap
0,e_0,v_13,v_4,26,7
1,e_1,v_2,v_11,4,2
2,e_2,v_17,v_3,10,9
3,e_3,v_3,v_15,18,9
4,e_4,v_20,v_13,26,9
5,e_5,v_3,v_4,12,2
6,e_6,v_12,v_5,17,1
7,e_7,v_4,v_1,11,4
8,e_8,v_17,v_13,25,9
9,e_9,v_16,v_6,10,1
10,e_10,v_12,v_20,25,4
11,e_11,v_2,v_7,14,9
12,e_12,v_13,v_5,15,5
13,e_13,v_4,v_13,26,10
14,e_14,v_3,v_7,10,2
15,e_15,v_11,v_5,9,6
16,e_16,v_2,v_5,13,8
17,e_17,v_1,v_15,25,8
18,e_18,v_16,v_17,14,2
19,e_19,v_13,v_11,7,3
20,e_20,v_5,v_13,15,8
21,e_21,v_19,v_6,1,8
22,e_22,v_2,v_1,25,8
23,e_23,v_19,v_8,8,7
24,e_24,v_8,v_12,22,2
25,e_25,v_18,v_16,7,6
26,e_26,v_9,v_14,4,1
27,e_27,v_7,v_16,11,7
28,e_28,v_5,v_11,9,4
29,e_29,v_10,v_20,2,1
30,e_30,v_5,v_1,14,5
31,e_31,v_6,v_5,14,1
32,e_32,v_8,v_2,20,8
33,e_33,v_3,v_8,6,4
34,e_34,v_14,v_4,12,8
35,e_35,v_9,v_15,23,2
36,e_36,v_20,v_12,25,3
37,e_37,v_7,v_15,14,1
38,e_38,v_12,v_11,12,2
39,e_39,v_2,v_8,20,2
40,e_40,v_3,v_13,19,3
41,e_41,v_7,v_2,14,5
42,e_42,v_17,v_9,9,8
43,e_43,v_5,v_12,17,6
44,e_44,v_16,v_9,10,4
45,e_45,v_9,v_18,15,10
46,e_46,v_12,v_8,22,5
47,e_47,v_14,v_12,20,3
48,e_48,v_17,v_10,12,7
49,e_49,v_7,v_1,15,8
50,e_50,v_16,v_2,16,6
51,e_51,v_5,v_6,14,2
52,e_52,v_12,v_19,25,5
53,e_53,v_12,v_16,14,6
54,e_54,v_1,v_4,11,9
55,e_55,v_13,v_19,26,3
56,e_56,v_15,v_6,24,5
57,e_57,v_17,v_19,10,2
58,e_58,v_15,v_3,18,9
59,e_59,v_17,v_16,14,6
60,e_60,v_20,v_10,2,1
61,e_61,v_10,v_16,12,9
62,e_62,v_6,v_1,1,9
63,e_63,v_1,v_9,3,3
64,e_64,v_7,v_4,10,6
65,e_65,v_18,v_6,16,4
66,e_66,v_15,v_2,2,9
67,e_67,v_10,v_6,3,3
68,e_68,v_11,v_8,16,10
69,e_69,v_13,v_17,25,6
70,e_70,v_7,v_13,17,2
71,e_71,v_13,v_14,21,6
72,e_72,v_6,v_7,14,9
73,e_73,v_12,v_14,20,6
74,e_74,v_5,v_10,16,6
75,e_75,v_1,v_10,2,1
76,e_76,v_2,v_6,25,4
77,e_77,v_2,v_18,9,5
78,e_78,v_16,v_5,9,1
79,e_79,v_4,v_6,11,7
80,e_80,v_7,v_14,12,8
81,e_81,v_18,v_5,7,9
82,e_82,v_17,v_1,11,1
83,e_83,v_15,v_17,21,8
84,e_84,v_14,v_13,21,6
85,e_85,v_10,v_14,7,8
86,e_86,v_10,v_13,28,8
87,e_87,v_6,v_11,21,6
88,e_88,v_8,v_18,13,2
89,e_89,v_13,v_20,26,4
90,e_90,v_7,v_3,10,10
91,e_91,v_10,v_2,27,8
92,e_92,v_19,v_7,15,7
93,e_93,v_19,v_14,5,2
94,e_94,v_20,v_18,17,6
95,e_95,v_13,v_16,16,3
96,e_96,v_2,v_12,10,2
97,e_97,v_17,v_7,8,1
98,e_98,v_14,v_11,17,2
99,e_99,v_10,v_15,26,9
