,id,origin,destination
0,k_0,v_2,v_12
1,k_1,v_2,v_6
2,k_2,v_8,v_6
3,k_3,v_18,v_7
4,k_4,v_20,v_17
5,k_5,v_17,v_2
6,k_6,v_11,v_1
7,k_7,v_14,v_13
8,k_8,v_13,v_3
9,k_9,v_5,v_11
10,k_10,v_2,v_12
11,k_11,v_12,v_5
12,k_12,v_15,v_9
13,k_13,v_13,v_17
14,k_14,v_16,v_7
15,k_15,v_3,v_7
16,k_16,v_8,v_7
17,k_17,v_18,v_1
18,k_18,v_12,v_13
19,k_19,v_16,v_10
20,k_20,v_4,v_9
21,k_21,v_4,v_20
22,k_22,v_16,v_12
23,k_23,v_15,v_4
24,k_24,v_20,v_19
25,k_25,v_1,v_17
26,k_26,v_7,v_20
27,k_27,v_14,v_13
28,k_28,v_12,v_17
29,k_29,v_6,v_4
30,k_30,v_8,v_20
31,k_31,v_8,v_2
32,k_32,v_16,v_14
33,k_33,v_7,v_19
34,k_34,v_5,v_7
35,k_35,v_3,v_4
36,k_36,v_7,v_9
37,k_37,v_1,v_2
38,k_38,v_17,v_6
39,k_39,v_7,v_6
40,k_40,v_10,v_19
41,k_41,v_3,v_2
42,k_42,v_5,v_13
43,k_43,v_5,v_3
44,k_44,v_6,v_14
45,k_45,v_12,v_17
46,k_46,v_9,v_15
47,k_47,v_4,v_1
48,k_48,v_18,v_11
49,k_49,v_9,v_18
50,k_50,v_13,v_14
51,k_51,v_20,v_4
52,k_52,v_12,v_15
53,k_53,v_8,v_13
54,k_54,v_18,v_5
55,k_55,v_10,v_4
56,k_56,v_4,v_20
57,k_57,v_12,v_15
58,k_58,v_7,v_20
59,k_59,v_4,v_20
60,k_60,v_4,v_12
61,k_61,v_8,v_16
62,k_62,v_17,v_3
63,k_63,v_3,v_5
64,k_64,v_6,v_4
65,k_65,v_19,v_3
66,k_66,v_7,v_18
67,k_67,v_19,v_5
68,k_68,v_17,v_11
69,k_69,v_16,v_13
70,k_70,v_3,v_17
71,k_71,v_8,v_16
72,k_72,v_10,v_11
73,k_73,v_5,v_8
74,k_74,v_7,v_8
75,k_75,v_20,v_4
76,k_76,v_2,v_14
77,k_77,v_17,v_13
78,k_78,v_14,v_6
79,k_79,v_2,v_16
80,k_80,v_15,v_5
81,k_81,v_12,v_2
82,k_82,v_20,v_19
83,k_83,v_15,v_20
84,k_84,v_12,v_11
85,k_85,v_15,v_6
86,k_86,v_15,v_19
87,k_87,v_13,v_14
88,k_88,v_18,v_17
89,k_89,v_9,v_5
90,k_90,v_6,v_11
91,k_91,v_14,v_10
92,k_92,v_6,v_8
93,k_93,v_20,v_1
94,k_94,v_9,v_17
95,k_95,v_19,v_5
96,k_96,v_5,v_3
97,k_97,v_1,v_5
98,k_98,v_9,v_8
99,k_99,v_17,v_15
100,k_100,v_20,v_19
101,k_101,v_19,v_6
102,k_102,v_6,v_11
103,k_103,v_2,v_16
104,k_104,v_20,v_14
105,k_105,v_1,v_9
106,k_106,v_19,v_2
107,k_107,v_7,v_17
108,k_108,v_4,v_2
109,k_109,v_7,v_19
110,k_110,v_11,v_5
111,k_111,v_8,v_18
112,k_112,v_14,v_15
113,k_113,v_7,v_19
114,k_114,v_1,v_2
115,k_115,v_18,v_6
116,k_116,v_10,v_2
117,k_117,v_6,v_4
118,k_118,v_13,v_11
119,k_119,v_5,v_12
120,k_120,v_4,v_11
121,k_121,v_9,v_12
122,k_122,v_18,v_8
123,k_123,v_6,v_5
124,k_124,v_5,v_10
125,k_125,v_2,v_16
126,k_126,v_19,v_10
127,k_127,v_9,v_14
128,k_128,v_18,v_12
129,k_129,v_17,v_18
130,k_130,v_5,v_19
131,k_131,v_13,v_19
132,k_132,v_3,v_9
133,k_133,v_11,v_15
134,k_134,v_6,v_16
