,id,origin,destination
0,k_0,v_7,v_20
1,k_1,v_17,v_6
2,k_2,v_16,v_11
3,k_3,v_4,v_5
4,k_4,v_8,v_20
5,k_5,v_13,v_14
6,k_6,v_5,v_13
7,k_7,v_20,v_8
8,k_8,v_7,v_6
9,k_9,v_11,v_10
10,k_10,v_14,v_16
11,k_11,v_9,v_16
12,k_12,v_1,v_10
13,k_13,v_17,v_18
14,k_14,v_5,v_18
15,k_15,v_6,v_1
16,k_16,v_1,v_15
17,k_17,v_1,v_20
18,k_18,v_9,v_11
19,k_19,v_1,v_4
20,k_20,v_12,v_15
21,k_21,v_7,v_10
22,k_22,v_2,v_10
23,k_23,v_1,v_8
24,k_24,v_16,v_6
25,k_25,v_18,v_3
26,k_26,v_8,v_4
27,k_27,v_11,v_19
28,k_28,v_6,v_12
29,k_29,v_10,v_14
30,k_30,v_3,v_20
31,k_31,v_11,v_4
32,k_32,v_10,v_6
33,k_33,v_14,v_3
34,k_34,v_1,v_20
35,k_35,v_8,v_17
36,k_36,v_2,v_3
37,k_37,v_5,v_9
38,k_38,v_13,v_17
39,k_39,v_20,v_4
40,k_40,v_5,v_4
41,k_41,v_10,v_20
42,k_42,v_3,v_4
43,k_43,v_4,v_15
44,k_44,v_20,v_10
45,k_45,v_10,v_20
46,k_46,v_6,v_5
47,k_47,v_16,v_19
48,k_48,v_2,v_14
49,k_49,v_9,v_16
