,id,origin,destination
0,k_0,v_7,v_15
1,k_1,v_9,v_1
2,k_2,v_7,v_11
3,k_3,v_7,v_3
4,k_4,v_9,v_19
5,k_5,v_13,v_3
6,k_6,v_19,v_15
7,k_7,v_12,v_14
8,k_8,v_13,v_4
9,k_9,v_17,v_1
10,k_10,v_9,v_12
11,k_11,v_8,v_3
12,k_12,v_19,v_14
13,k_13,v_8,v_11
14,k_14,v_3,v_17
15,k_15,v_13,v_15
16,k_16,v_3,v_13
17,k_17,v_1,v_9
18,k_18,v_1,v_8
19,k_19,v_14,v_13
20,k_20,v_20,v_3
21,k_21,v_10,v_9
22,k_22,v_14,v_15
23,k_23,v_17,v_1
24,k_24,v_1,v_4
25,k_25,v_11,v_6
26,k_26,v_18,v_19
27,k_27,v_10,v_3
28,k_28,v_1,v_10
29,k_29,v_15,v_17
30,k_30,v_9,v_14
31,k_31,v_11,v_4
32,k_32,v_9,v_4
33,k_33,v_4,v_11
34,k_34,v_6,v_13
35,k_35,v_13,v_9
36,k_36,v_2,v_12
37,k_37,v_7,v_4
38,k_38,v_18,v_9
39,k_39,v_1,v_2
40,k_40,v_5,v_14
41,k_41,v_16,v_13
42,k_42,v_7,v_9
43,k_43,v_14,v_12
44,k_44,v_13,v_4
45,k_45,v_8,v_17
46,k_46,v_4,v_5
47,k_47,v_14,v_16
48,k_48,v_8,v_7
49,k_49,v_18,v_2
50,k_50,v_4,v_11
51,k_51,v_18,v_9
52,k_52,v_9,v_8
53,k_53,v_14,v_10
54,k_54,v_8,v_7
55,k_55,v_8,v_17
56,k_56,v_18,v_10
57,k_57,v_15,v_9
58,k_58,v_7,v_11
59,k_59,v_20,v_1
60,k_60,v_3,v_9
61,k_61,v_7,v_19
62,k_62,v_10,v_5
63,k_63,v_16,v_18
64,k_64,v_19,v_6
65,k_65,v_15,v_17
66,k_66,v_10,v_5
67,k_67,v_18,v_7
68,k_68,v_10,v_8
69,k_69,v_14,v_13
70,k_70,v_4,v_13
71,k_71,v_14,v_18
72,k_72,v_14,v_13
73,k_73,v_13,v_12
74,k_74,v_17,v_7
75,k_75,v_11,v_18
76,k_76,v_12,v_2
77,k_77,v_9,v_18
78,k_78,v_7,v_20
79,k_79,v_9,v_4
80,k_80,v_12,v_17
81,k_81,v_7,v_17
82,k_82,v_9,v_17
83,k_83,v_11,v_2
84,k_84,v_2,v_19
85,k_85,v_1,v_3
86,k_86,v_6,v_7
87,k_87,v_20,v_10
88,k_88,v_15,v_11
89,k_89,v_1,v_4
90,k_90,v_11,v_2
91,k_91,v_8,v_9
92,k_92,v_9,v_20
93,k_93,v_4,v_9
94,k_94,v_18,v_16
95,k_95,v_18,v_12
96,k_96,v_2,v_10
97,k_97,v_19,v_4
98,k_98,v_1,v_19
99,k_99,v_10,v_6
100,k_100,v_4,v_8
101,k_101,v_1,v_5
102,k_102,v_5,v_18
103,k_103,v_7,v_5
104,k_104,v_18,v_19
105,k_105,v_18,v_2
106,k_106,v_8,v_12
107,k_107,v_7,v_14
108,k_108,v_10,v_20
109,k_109,v_10,v_17
110,k_110,v_15,v_20
111,k_111,v_9,v_6
112,k_112,v_2,v_20
113,k_113,v_17,v_18
114,k_114,v_16,v_19
115,k_115,v_1,v_10
116,k_116,v_7,v_2
117,k_117,v_16,v_2
118,k_118,v_3,v_15
119,k_119,v_14,v_3
120,k_120,v_2,v_19
121,k_121,v_3,v_5
122,k_122,v_9,v_14
123,k_123,v_19,v_15
124,k_124,v_13,v_7
125,k_125,v_8,v_4
126,k_126,v_19,v_3
127,k_127,v_8,v_16
128,k_128,v_1,v_2
129,k_129,v_11,v_8
130,k_130,v_16,v_2
131,k_131,v_15,v_12
132,k_132,v_7,v_12
133,k_133,v_11,v_2
134,k_134,v_3,v_20
135,k_135,v_14,v_4
136,k_136,v_17,v_19
137,k_137,v_13,v_7
138,k_138,v_20,v_11
139,k_139,v_7,v_20
140,k_140,v_8,v_15
141,k_141,v_19,v_9
142,k_142,v_11,v_3
143,k_143,v_2,v_17
144,k_144,v_10,v_12
145,k_145,v_20,v_7
146,k_146,v_11,v_10
147,k_147,v_5,v_7
148,k_148,v_8,v_1
149,k_149,v_5,v_1
150,k_150,v_16,v_19
151,k_151,v_3,v_4
152,k_152,v_20,v_6
153,k_153,v_16,v_5
154,k_154,v_11,v_4
155,k_155,v_16,v_4
156,k_156,v_6,v_1
157,k_157,v_2,v_12
158,k_158,v_14,v_6
159,k_159,v_19,v_5
160,k_160,v_19,v_18
161,k_161,v_8,v_12
162,k_162,v_14,v_13
163,k_163,v_16,v_19
164,k_164,v_9,v_16
165,k_165,v_3,v_2
166,k_166,v_14,v_12
167,k_167,v_9,v_11
168,k_168,v_12,v_13
169,k_169,v_2,v_1
170,k_170,v_3,v_7
171,k_171,v_13,v_1
172,k_172,v_3,v_6
173,k_173,v_12,v_1
174,k_174,v_9,v_20
175,k_175,v_20,v_5
176,k_176,v_5,v_12
177,k_177,v_3,v_1
178,k_178,v_12,v_17
