,id,origin,destination,distance,arc_cap
0,e_0,v_19,v_9,3,2
1,e_1,v_6,v_13,26,3
2,e_2,v_17,v_19,10,1
3,e_3,v_7,v_18,9,2
4,e_4,v_1,v_9,3,1
5,e_5,v_2,v_10,27,4
6,e_6,v_10,v_6,3,4
7,e_7,v_18,v_11,6,4
8,e_8,v_15,v_3,18,5
9,e_9,v_17,v_4,3,3
10,e_10,v_13,v_10,28,4
11,e_11,v_14,v_6,5,5
12,e_12,v_12,v_1,25,5
13,e_13,v_9,v_14,4,4
14,e_14,v_8,v_2,20,3
15,e_15,v_13,v_12,7,3
16,e_16,v_5,v_15,12,1
17,e_17,v_5,v_3,8,3
18,e_18,v_11,v_9,20,2
19,e_19,v_10,v_15,26,1
20,e_20,v_20,v_17,11,3
21,e_21,v_12,v_6,24,1
22,e_22,v_1,v_13,26,3
23,e_23,v_11,v_19,22,5
24,e_24,v_12,v_11,12,5
25,e_25,v_15,v_4,23,5
26,e_26,v_9,v_7,13,3
27,e_27,v_7,v_20,15,3
28,e_28,v_11,v_4,20,3
29,e_29,v_6,v_7,14,5
30,e_30,v_17,v_18,16,3
31,e_31,v_8,v_9,6,4
32,e_32,v_12,v_18,11,3
33,e_33,v_4,v_10,13,5
34,e_34,v_13,v_1,26,2
35,e_35,v_4,v_3,12,1
36,e_36,v_10,v_5,16,1
37,e_37,v_2,v_14,20,4
38,e_38,v_18,v_15,9,1
39,e_39,v_15,v_9,23,3
40,e_40,v_4,v_6,11,5
41,e_41,v_5,v_8,8,2
42,e_42,v_18,v_9,15,3
43,e_43,v_16,v_17,14,4
44,e_44,v_1,v_3,8,3
45,e_45,v_1,v_17,11,3
46,e_46,v_14,v_20,5,5
47,e_47,v_9,v_4,10,3
48,e_48,v_13,v_20,26,4
49,e_49,v_17,v_10,12,1
