,id,origin,destination
0,k_0,v_5,v_13
1,k_1,v_10,v_16
2,k_2,v_6,v_17
3,k_3,v_19,v_17
4,k_4,v_7,v_17
5,k_5,v_17,v_9
6,k_6,v_18,v_2
7,k_7,v_12,v_15
8,k_8,v_8,v_19
9,k_9,v_7,v_6
10,k_10,v_16,v_20
11,k_11,v_8,v_15
12,k_12,v_18,v_20
13,k_13,v_12,v_1
14,k_14,v_8,v_17
15,k_15,v_13,v_1
16,k_16,v_8,v_15
17,k_17,v_17,v_16
18,k_18,v_7,v_9
19,k_19,v_7,v_14
20,k_20,v_8,v_11
21,k_21,v_19,v_8
22,k_22,v_17,v_16
23,k_23,v_6,v_11
24,k_24,v_12,v_7
25,k_25,v_18,v_20
26,k_26,v_17,v_10
27,k_27,v_10,v_19
28,k_28,v_16,v_18
29,k_29,v_19,v_12
30,k_30,v_11,v_13
31,k_31,v_18,v_13
32,k_32,v_1,v_6
33,k_33,v_11,v_1
34,k_34,v_11,v_17
35,k_35,v_2,v_15
36,k_36,v_17,v_1
37,k_37,v_8,v_10
38,k_38,v_2,v_17
39,k_39,v_2,v_16
40,k_40,v_8,v_12
41,k_41,v_1,v_13
42,k_42,v_3,v_13
43,k_43,v_5,v_18
44,k_44,v_5,v_15
45,k_45,v_13,v_6
46,k_46,v_18,v_13
47,k_47,v_14,v_17
48,k_48,v_15,v_19
49,k_49,v_10,v_3
50,k_50,v_11,v_4
51,k_51,v_14,v_9
52,k_52,v_16,v_12
53,k_53,v_16,v_19
54,k_54,v_20,v_4
55,k_55,v_7,v_1
56,k_56,v_5,v_18
57,k_57,v_2,v_16
58,k_58,v_3,v_9
59,k_59,v_20,v_15
60,k_60,v_5,v_20
61,k_61,v_16,v_9
62,k_62,v_18,v_8
63,k_63,v_4,v_14
64,k_64,v_1,v_10
65,k_65,v_18,v_12
66,k_66,v_8,v_2
67,k_67,v_8,v_18
68,k_68,v_20,v_11
69,k_69,v_8,v_4
70,k_70,v_16,v_3
71,k_71,v_15,v_11
72,k_72,v_14,v_13
73,k_73,v_19,v_2
74,k_74,v_2,v_14
75,k_75,v_5,v_15
76,k_76,v_6,v_4
77,k_77,v_7,v_10
78,k_78,v_4,v_14
79,k_79,v_6,v_16
80,k_80,v_4,v_19
81,k_81,v_3,v_12
82,k_82,v_12,v_7
83,k_83,v_18,v_2
84,k_84,v_16,v_9
85,k_85,v_6,v_12
86,k_86,v_4,v_1
87,k_87,v_4,v_12
88,k_88,v_17,v_19
89,k_89,v_8,v_7
90,k_90,v_18,v_10
91,k_91,v_13,v_3
92,k_92,v_8,v_11
93,k_93,v_15,v_11
94,k_94,v_19,v_1
95,k_95,v_1,v_4
96,k_96,v_8,v_2
97,k_97,v_16,v_2
98,k_98,v_16,v_20
99,k_99,v_20,v_3
100,k_100,v_13,v_16
101,k_101,v_1,v_11
102,k_102,v_8,v_18
103,k_103,v_13,v_12
104,k_104,v_5,v_12
105,k_105,v_18,v_6
106,k_106,v_16,v_20
107,k_107,v_20,v_7
108,k_108,v_6,v_19
109,k_109,v_1,v_6
110,k_110,v_15,v_17
111,k_111,v_2,v_14
112,k_112,v_20,v_17
113,k_113,v_16,v_2
114,k_114,v_14,v_11
115,k_115,v_10,v_3
116,k_116,v_11,v_4
117,k_117,v_15,v_10
118,k_118,v_14,v_16
119,k_119,v_6,v_9
120,k_120,v_20,v_8
121,k_121,v_14,v_6
122,k_122,v_15,v_1
123,k_123,v_14,v_8
124,k_124,v_19,v_3
125,k_125,v_7,v_11
126,k_126,v_11,v_2
127,k_127,v_17,v_1
128,k_128,v_4,v_7
129,k_129,v_1,v_17
130,k_130,v_13,v_11
131,k_131,v_15,v_7
132,k_132,v_8,v_4
133,k_133,v_11,v_8
134,k_134,v_18,v_13
135,k_135,v_1,v_4
136,k_136,v_2,v_4
137,k_137,v_5,v_17
138,k_138,v_3,v_20
139,k_139,v_17,v_9
140,k_140,v_2,v_20
141,k_141,v_3,v_10
142,k_142,v_19,v_3
143,k_143,v_5,v_16
144,k_144,v_14,v_11
145,k_145,v_7,v_16
146,k_146,v_3,v_19
147,k_147,v_18,v_12
148,k_148,v_19,v_17
149,k_149,v_15,v_14
