,id,origin,destination
0,k_0,v_7,v_17
1,k_1,v_11,v_4
2,k_2,v_11,v_2
3,k_3,v_14,v_4
4,k_4,v_17,v_16
5,k_5,v_18,v_15
6,k_6,v_5,v_2
7,k_7,v_3,v_1
8,k_8,v_5,v_12
9,k_9,v_17,v_12
10,k_10,v_3,v_20
11,k_11,v_7,v_6
12,k_12,v_4,v_14
13,k_13,v_18,v_20
14,k_14,v_8,v_5
15,k_15,v_7,v_6
16,k_16,v_19,v_2
17,k_17,v_3,v_18
18,k_18,v_16,v_7
19,k_19,v_18,v_16
20,k_20,v_12,v_19
21,k_21,v_8,v_7
22,k_22,v_14,v_20
23,k_23,v_18,v_7
24,k_24,v_16,v_9
25,k_25,v_11,v_16
26,k_26,v_20,v_8
27,k_27,v_20,v_4
28,k_28,v_20,v_19
29,k_29,v_20,v_13
30,k_30,v_7,v_16
31,k_31,v_16,v_6
32,k_32,v_15,v_11
33,k_33,v_19,v_11
34,k_34,v_20,v_14
35,k_35,v_17,v_4
36,k_36,v_20,v_2
37,k_37,v_2,v_8
38,k_38,v_18,v_12
39,k_39,v_9,v_18
40,k_40,v_19,v_17
41,k_41,v_16,v_11
42,k_42,v_14,v_4
43,k_43,v_17,v_15
44,k_44,v_20,v_19
45,k_45,v_2,v_3
46,k_46,v_5,v_1
47,k_47,v_19,v_2
48,k_48,v_17,v_9
49,k_49,v_2,v_1
50,k_50,v_11,v_9
51,k_51,v_11,v_4
52,k_52,v_19,v_1
53,k_53,v_6,v_15
54,k_54,v_5,v_13
55,k_55,v_17,v_15
56,k_56,v_20,v_4
57,k_57,v_9,v_14
58,k_58,v_2,v_6
59,k_59,v_18,v_14
60,k_60,v_16,v_4
61,k_61,v_9,v_11
62,k_62,v_12,v_20
63,k_63,v_18,v_7
64,k_64,v_18,v_8
65,k_65,v_12,v_1
66,k_66,v_9,v_5
67,k_67,v_7,v_6
68,k_68,v_7,v_9
69,k_69,v_7,v_1
70,k_70,v_11,v_20
71,k_71,v_3,v_1
72,k_72,v_20,v_6
73,k_73,v_15,v_19
74,k_74,v_14,v_17
75,k_75,v_15,v_13
76,k_76,v_16,v_7
77,k_77,v_18,v_9
78,k_78,v_12,v_14
79,k_79,v_6,v_18
80,k_80,v_4,v_7
81,k_81,v_9,v_8
82,k_82,v_12,v_19
83,k_83,v_8,v_18
84,k_84,v_2,v_9
85,k_85,v_15,v_5
86,k_86,v_8,v_20
87,k_87,v_5,v_3
88,k_88,v_20,v_13
89,k_89,v_16,v_5
90,k_90,v_12,v_17
91,k_91,v_16,v_4
92,k_92,v_15,v_20
93,k_93,v_9,v_7
94,k_94,v_5,v_11
95,k_95,v_9,v_13
96,k_96,v_12,v_11
97,k_97,v_15,v_9
98,k_98,v_14,v_16
99,k_99,v_20,v_13
100,k_100,v_20,v_7
101,k_101,v_4,v_11
102,k_102,v_14,v_5
103,k_103,v_15,v_16
104,k_104,v_20,v_2
105,k_105,v_5,v_10
106,k_106,v_4,v_6
107,k_107,v_9,v_16
108,k_108,v_7,v_19
109,k_109,v_11,v_7
110,k_110,v_16,v_3
111,k_111,v_16,v_10
112,k_112,v_15,v_5
113,k_113,v_5,v_12
114,k_114,v_5,v_14
115,k_115,v_16,v_9
116,k_116,v_9,v_6
117,k_117,v_12,v_7
118,k_118,v_8,v_13
119,k_119,v_17,v_15
120,k_120,v_5,v_20
121,k_121,v_14,v_9
122,k_122,v_16,v_11
123,k_123,v_3,v_7
124,k_124,v_11,v_12
125,k_125,v_6,v_20
126,k_126,v_2,v_7
127,k_127,v_16,v_20
128,k_128,v_12,v_14
129,k_129,v_2,v_9
130,k_130,v_3,v_13
131,k_131,v_15,v_17
132,k_132,v_4,v_20
133,k_133,v_5,v_19
134,k_134,v_11,v_18
135,k_135,v_9,v_5
136,k_136,v_17,v_19
137,k_137,v_16,v_5
138,k_138,v_4,v_1
139,k_139,v_17,v_2
140,k_140,v_4,v_20
141,k_141,v_9,v_4
142,k_142,v_8,v_14
143,k_143,v_15,v_4
144,k_144,v_14,v_5
145,k_145,v_5,v_2
146,k_146,v_6,v_5
147,k_147,v_20,v_6
148,k_148,v_17,v_19
149,k_149,v_2,v_15
