,id,origin,destination
0,k_0,v_11,v_10
1,k_1,v_19,v_2
2,k_2,v_11,v_16
3,k_3,v_14,v_6
4,k_4,v_13,v_14
5,k_5,v_12,v_7
6,k_6,v_8,v_20
7,k_7,v_9,v_20
8,k_8,v_8,v_20
9,k_9,v_12,v_2
10,k_10,v_12,v_8
11,k_11,v_14,v_2
12,k_12,v_18,v_6
13,k_13,v_15,v_6
14,k_14,v_3,v_6
15,k_15,v_14,v_19
16,k_16,v_17,v_3
17,k_17,v_20,v_16
18,k_18,v_12,v_7
19,k_19,v_9,v_6
20,k_20,v_8,v_6
21,k_21,v_4,v_7
22,k_22,v_6,v_18
23,k_23,v_18,v_15
24,k_24,v_11,v_5
25,k_25,v_4,v_8
26,k_26,v_8,v_18
27,k_27,v_5,v_13
28,k_28,v_6,v_16
29,k_29,v_8,v_3
30,k_30,v_8,v_18
31,k_31,v_7,v_19
32,k_32,v_13,v_10
33,k_33,v_10,v_8
34,k_34,v_16,v_5
35,k_35,v_14,v_5
36,k_36,v_20,v_19
37,k_37,v_4,v_5
38,k_38,v_6,v_19
39,k_39,v_13,v_18
40,k_40,v_8,v_10
41,k_41,v_10,v_17
42,k_42,v_6,v_15
43,k_43,v_19,v_5
44,k_44,v_5,v_17
45,k_45,v_15,v_10
46,k_46,v_17,v_20
47,k_47,v_15,v_8
48,k_48,v_3,v_14
49,k_49,v_17,v_3
50,k_50,v_4,v_1
51,k_51,v_2,v_19
52,k_52,v_1,v_20
53,k_53,v_13,v_15
54,k_54,v_1,v_8
55,k_55,v_20,v_7
56,k_56,v_7,v_15
57,k_57,v_18,v_8
58,k_58,v_1,v_20
59,k_59,v_4,v_19
60,k_60,v_10,v_14
61,k_61,v_12,v_19
62,k_62,v_3,v_19
63,k_63,v_14,v_5
64,k_64,v_6,v_13
65,k_65,v_9,v_4
66,k_66,v_12,v_17
67,k_67,v_18,v_7
68,k_68,v_16,v_6
69,k_69,v_19,v_7
70,k_70,v_20,v_15
71,k_71,v_18,v_7
72,k_72,v_6,v_18
73,k_73,v_14,v_19
74,k_74,v_7,v_4
75,k_75,v_13,v_4
76,k_76,v_10,v_8
77,k_77,v_5,v_7
78,k_78,v_1,v_16
79,k_79,v_2,v_13
80,k_80,v_11,v_1
81,k_81,v_2,v_15
82,k_82,v_6,v_18
83,k_83,v_9,v_15
84,k_84,v_15,v_11
85,k_85,v_19,v_10
86,k_86,v_10,v_16
87,k_87,v_5,v_18
88,k_88,v_10,v_7
89,k_89,v_11,v_17
90,k_90,v_18,v_19
91,k_91,v_12,v_1
92,k_92,v_5,v_15
93,k_93,v_1,v_15
94,k_94,v_11,v_10
95,k_95,v_17,v_11
96,k_96,v_18,v_17
97,k_97,v_17,v_2
98,k_98,v_18,v_11
99,k_99,v_4,v_11
