,id,origin,destination
0,k_0,v_4,v_12
1,k_1,v_4,v_20
2,k_2,v_18,v_19
3,k_3,v_8,v_14
4,k_4,v_14,v_10
5,k_5,v_16,v_10
6,k_6,v_10,v_5
7,k_7,v_17,v_19
8,k_8,v_11,v_14
9,k_9,v_16,v_12
10,k_10,v_20,v_18
11,k_11,v_18,v_4
12,k_12,v_18,v_6
13,k_13,v_8,v_17
14,k_14,v_13,v_19
15,k_15,v_13,v_4
16,k_16,v_9,v_14
17,k_17,v_20,v_11
18,k_18,v_8,v_15
19,k_19,v_11,v_20
20,k_20,v_10,v_16
21,k_21,v_18,v_5
22,k_22,v_20,v_15
23,k_23,v_1,v_13
24,k_24,v_2,v_3
25,k_25,v_13,v_12
26,k_26,v_17,v_12
27,k_27,v_11,v_4
28,k_28,v_17,v_6
29,k_29,v_15,v_16
30,k_30,v_10,v_3
31,k_31,v_14,v_10
32,k_32,v_14,v_10
33,k_33,v_3,v_15
34,k_34,v_18,v_10
35,k_35,v_9,v_12
36,k_36,v_1,v_11
37,k_37,v_17,v_15
38,k_38,v_8,v_5
39,k_39,v_17,v_11
40,k_40,v_7,v_19
41,k_41,v_2,v_3
42,k_42,v_8,v_19
43,k_43,v_20,v_11
44,k_44,v_2,v_17
45,k_45,v_13,v_2
46,k_46,v_14,v_20
47,k_47,v_9,v_18
48,k_48,v_18,v_20
49,k_49,v_17,v_12
50,k_50,v_10,v_12
51,k_51,v_3,v_12
52,k_52,v_17,v_4
53,k_53,v_9,v_2
54,k_54,v_1,v_11
55,k_55,v_1,v_16
56,k_56,v_10,v_4
57,k_57,v_6,v_15
58,k_58,v_2,v_18
59,k_59,v_14,v_13
60,k_60,v_15,v_5
61,k_61,v_3,v_6
62,k_62,v_13,v_18
63,k_63,v_9,v_17
64,k_64,v_7,v_5
65,k_65,v_9,v_4
66,k_66,v_2,v_20
67,k_67,v_13,v_3
68,k_68,v_1,v_19
69,k_69,v_15,v_5
70,k_70,v_18,v_4
71,k_71,v_11,v_14
72,k_72,v_16,v_3
73,k_73,v_10,v_17
74,k_74,v_13,v_6
75,k_75,v_13,v_2
76,k_76,v_9,v_1
77,k_77,v_6,v_11
78,k_78,v_10,v_4
79,k_79,v_17,v_6
80,k_80,v_9,v_18
81,k_81,v_3,v_14
82,k_82,v_10,v_19
83,k_83,v_6,v_17
84,k_84,v_11,v_2
85,k_85,v_4,v_15
86,k_86,v_18,v_14
87,k_87,v_7,v_16
88,k_88,v_20,v_15
89,k_89,v_18,v_4
90,k_90,v_15,v_10
91,k_91,v_18,v_6
92,k_92,v_10,v_4
93,k_93,v_9,v_6
94,k_94,v_18,v_11
95,k_95,v_4,v_10
96,k_96,v_6,v_13
97,k_97,v_1,v_13
98,k_98,v_9,v_4
99,k_99,v_7,v_17
100,k_100,v_15,v_12
101,k_101,v_13,v_10
102,k_102,v_13,v_12
103,k_103,v_6,v_12
104,k_104,v_10,v_20
105,k_105,v_20,v_5
106,k_106,v_15,v_4
107,k_107,v_9,v_16
108,k_108,v_8,v_14
109,k_109,v_6,v_16
110,k_110,v_17,v_19
111,k_111,v_3,v_14
112,k_112,v_8,v_10
113,k_113,v_9,v_16
114,k_114,v_14,v_6
115,k_115,v_4,v_14
116,k_116,v_14,v_3
117,k_117,v_16,v_18
118,k_118,v_18,v_6
119,k_119,v_15,v_5
120,k_120,v_1,v_15
121,k_121,v_13,v_12
122,k_122,v_6,v_13
123,k_123,v_15,v_11
124,k_124,v_8,v_19
125,k_125,v_20,v_12
126,k_126,v_6,v_3
127,k_127,v_8,v_4
128,k_128,v_7,v_1
129,k_129,v_19,v_5
130,k_130,v_20,v_5
131,k_131,v_17,v_12
132,k_132,v_14,v_20
133,k_133,v_9,v_4
134,k_134,v_6,v_16
135,k_135,v_2,v_11
136,k_136,v_7,v_13
137,k_137,v_13,v_17
138,k_138,v_7,v_19
139,k_139,v_1,v_14
140,k_140,v_17,v_20
141,k_141,v_11,v_4
142,k_142,v_2,v_11
143,k_143,v_17,v_5
144,k_144,v_18,v_20
145,k_145,v_20,v_3
146,k_146,v_4,v_12
147,k_147,v_13,v_16
148,k_148,v_14,v_20
149,k_149,v_8,v_16
