,id,origin,destination
0,k_0,v_14,v_4
1,k_1,v_3,v_19
2,k_2,v_7,v_3
3,k_3,v_15,v_14
4,k_4,v_9,v_13
5,k_5,v_3,v_9
6,k_6,v_19,v_17
7,k_7,v_13,v_9
8,k_8,v_20,v_2
9,k_9,v_16,v_9
10,k_10,v_8,v_20
11,k_11,v_8,v_7
12,k_12,v_1,v_13
13,k_13,v_18,v_9
14,k_14,v_15,v_20
15,k_15,v_13,v_1
16,k_16,v_20,v_10
17,k_17,v_10,v_2
18,k_18,v_13,v_16
19,k_19,v_3,v_16
20,k_20,v_16,v_2
21,k_21,v_4,v_20
22,k_22,v_14,v_1
23,k_23,v_19,v_1
24,k_24,v_9,v_20
25,k_25,v_9,v_10
26,k_26,v_15,v_17
27,k_27,v_5,v_18
28,k_28,v_12,v_14
29,k_29,v_15,v_7
30,k_30,v_1,v_2
31,k_31,v_11,v_14
32,k_32,v_12,v_18
33,k_33,v_16,v_3
34,k_34,v_18,v_19
35,k_35,v_4,v_13
36,k_36,v_2,v_9
37,k_37,v_3,v_20
38,k_38,v_12,v_18
39,k_39,v_7,v_3
40,k_40,v_14,v_1
41,k_41,v_3,v_10
42,k_42,v_19,v_7
43,k_43,v_12,v_18
44,k_44,v_4,v_2
45,k_45,v_20,v_7
46,k_46,v_18,v_13
47,k_47,v_14,v_20
48,k_48,v_9,v_18
49,k_49,v_1,v_13
