,id,origin,destination,distance,arc_cap
0,e_0,v_8,v_15,19,8
1,e_1,v_2,v_13,4,10
2,e_2,v_17,v_4,3,3
3,e_3,v_9,v_13,25,1
4,e_4,v_17,v_2,22,8
5,e_5,v_4,v_5,12,2
6,e_6,v_6,v_18,16,6
7,e_7,v_10,v_2,27,9
8,e_8,v_9,v_20,3,6
9,e_9,v_9,v_7,13,5
10,e_10,v_11,v_2,4,10
11,e_11,v_19,v_13,26,8
12,e_12,v_5,v_4,12,3
13,e_13,v_7,v_10,17,1
14,e_14,v_14,v_17,10,10
15,e_15,v_13,v_11,7,6
16,e_16,v_20,v_15,25,9
17,e_17,v_9,v_5,12,1
18,e_18,v_12,v_17,26,2
19,e_19,v_11,v_9,20,10
20,e_20,v_3,v_10,9,9
21,e_21,v_13,v_8,22,4
22,e_22,v_14,v_5,10,2
23,e_23,v_9,v_17,9,9
24,e_24,v_13,v_14,21,8
25,e_25,v_17,v_5,10,2
26,e_26,v_12,v_5,17,3
27,e_27,v_3,v_4,12,2
28,e_28,v_8,v_19,8,4
29,e_29,v_12,v_8,22,8
30,e_30,v_9,v_10,4,7
31,e_31,v_5,v_1,14,6
32,e_32,v_7,v_13,17,6
33,e_33,v_4,v_9,10,2
34,e_34,v_11,v_5,9,2
35,e_35,v_20,v_2,25,5
36,e_36,v_1,v_9,3,10
37,e_37,v_9,v_11,20,2
38,e_38,v_8,v_9,6,9
39,e_39,v_19,v_6,1,9
40,e_40,v_6,v_14,5,5
41,e_41,v_6,v_12,24,6
42,e_42,v_15,v_3,18,8
43,e_43,v_18,v_2,9,1
44,e_44,v_12,v_19,25,8
45,e_45,v_16,v_19,11,1
46,e_46,v_2,v_15,2,8
47,e_47,v_6,v_15,24,2
48,e_48,v_9,v_8,6,1
49,e_49,v_18,v_5,7,4
50,e_50,v_9,v_4,10,10
51,e_51,v_10,v_1,2,2
52,e_52,v_3,v_7,10,4
53,e_53,v_17,v_16,14,6
54,e_54,v_13,v_15,5,1
55,e_55,v_1,v_12,25,2
56,e_56,v_18,v_12,11,10
57,e_57,v_10,v_17,12,4
58,e_58,v_7,v_6,14,4
59,e_59,v_6,v_17,10,5
60,e_60,v_19,v_5,14,10
61,e_61,v_4,v_16,16,7
62,e_62,v_14,v_10,7,3
63,e_63,v_15,v_10,26,9
64,e_64,v_12,v_15,11,2
65,e_65,v_16,v_1,11,3
66,e_66,v_3,v_17,10,4
67,e_67,v_16,v_3,4,7
68,e_68,v_1,v_17,11,3
69,e_69,v_18,v_20,17,10
70,e_70,v_18,v_6,16,1
71,e_71,v_15,v_12,11,7
72,e_72,v_19,v_9,3,10
73,e_73,v_5,v_18,7,4
74,e_74,v_16,v_4,16,3
75,e_75,v_11,v_10,23,10
76,e_76,v_18,v_11,6,1
77,e_77,v_3,v_16,4,1
78,e_78,v_12,v_1,25,4
79,e_79,v_3,v_8,6,2
80,e_80,v_12,v_13,7,10
81,e_81,v_13,v_4,26,9
82,e_82,v_17,v_20,11,6
83,e_83,v_19,v_8,8,4
84,e_84,v_20,v_11,22,10
85,e_85,v_14,v_7,12,10
86,e_86,v_3,v_14,3,7
87,e_87,v_20,v_16,11,1
88,e_88,v_17,v_1,11,4
89,e_89,v_1,v_20,1,10
90,e_90,v_6,v_10,3,6
91,e_91,v_3,v_20,8,7
92,e_92,v_4,v_13,26,9
93,e_93,v_14,v_8,6,8
94,e_94,v_16,v_10,12,9
95,e_95,v_5,v_16,9,9
96,e_96,v_1,v_4,11,6
97,e_97,v_15,v_7,14,5
98,e_98,v_5,v_10,16,5
99,e_99,v_3,v_19,8,8
100,e_100,v_11,v_17,18,7
101,e_101,v_10,v_8,10,2
102,e_102,v_3,v_18,10,7
103,e_103,v_10,v_6,3,3
104,e_104,v_11,v_1,22,2
105,e_105,v_8,v_3,6,5
106,e_106,v_5,v_3,8,4
107,e_107,v_16,v_20,11,6
108,e_108,v_6,v_9,2,2
109,e_109,v_4,v_20,11,2
110,e_110,v_17,v_6,10,2
111,e_111,v_11,v_16,13,7
112,e_112,v_13,v_9,25,2
113,e_113,v_8,v_11,16,8
114,e_114,v_8,v_18,13,2
115,e_115,v_8,v_7,8,4
116,e_116,v_2,v_1,25,1
117,e_117,v_12,v_20,25,7
118,e_118,v_6,v_11,21,9
119,e_119,v_15,v_19,25,5
120,e_120,v_16,v_5,9,8
121,e_121,v_14,v_19,5,5
122,e_122,v_7,v_3,10,8
123,e_123,v_11,v_18,6,1
124,e_124,v_7,v_19,15,2
125,e_125,v_9,v_2,24,9
126,e_126,v_9,v_15,23,6
127,e_127,v_7,v_20,15,4
