,id,origin,destination,distance,arc_cap
0,e_0,v_9,v_11,20,8
1,e_1,v_17,v_15,21,6
2,e_2,v_2,v_7,14,4
3,e_3,v_7,v_1,15,4
4,e_4,v_15,v_3,18,4
5,e_5,v_7,v_18,9,7
6,e_6,v_14,v_2,20,7
7,e_7,v_16,v_9,10,3
8,e_8,v_8,v_11,16,5
9,e_9,v_3,v_10,9,2
10,e_10,v_18,v_5,7,5
11,e_11,v_10,v_6,3,6
12,e_12,v_15,v_8,19,2
13,e_13,v_13,v_18,10,3
14,e_14,v_11,v_2,4,7
15,e_15,v_14,v_12,20,5
16,e_16,v_16,v_20,11,5
17,e_17,v_4,v_17,3,7
18,e_18,v_4,v_20,11,6
19,e_19,v_14,v_5,10,4
20,e_20,v_3,v_6,7,7
21,e_21,v_20,v_17,11,7
22,e_22,v_14,v_3,3,8
23,e_23,v_17,v_5,10,6
24,e_24,v_2,v_3,18,7
25,e_25,v_11,v_14,17,4
26,e_26,v_1,v_10,2,5
27,e_27,v_16,v_17,14,1
28,e_28,v_16,v_6,10,5
29,e_29,v_20,v_19,1,1
30,e_30,v_13,v_20,26,5
31,e_31,v_7,v_19,15,6
32,e_32,v_19,v_13,26,8
33,e_33,v_18,v_17,16,7
34,e_34,v_11,v_19,22,4
35,e_35,v_11,v_7,11,5
36,e_36,v_4,v_10,13,3
37,e_37,v_14,v_11,17,7
38,e_38,v_13,v_19,26,5
39,e_39,v_8,v_17,5,6
40,e_40,v_13,v_10,28,6
41,e_41,v_15,v_1,25,8
42,e_42,v_12,v_14,20,7
43,e_43,v_6,v_8,7,7
44,e_44,v_3,v_15,18,4
45,e_45,v_1,v_9,3,1
46,e_46,v_2,v_15,2,5
47,e_47,v_19,v_6,1,7
48,e_48,v_19,v_4,11,8
49,e_49,v_8,v_12,22,3
50,e_50,v_4,v_1,11,3
51,e_51,v_8,v_15,19,2
52,e_52,v_16,v_2,16,3
53,e_53,v_19,v_12,25,6
54,e_54,v_12,v_8,22,2
55,e_55,v_5,v_9,12,1
56,e_56,v_18,v_3,10,8
57,e_57,v_14,v_4,12,6
58,e_58,v_13,v_17,25,4
59,e_59,v_1,v_3,8,7
60,e_60,v_14,v_10,7,4
61,e_61,v_1,v_11,22,3
62,e_62,v_13,v_5,15,3
63,e_63,v_15,v_18,9,5
64,e_64,v_5,v_17,10,2
65,e_65,v_12,v_7,19,1
66,e_66,v_3,v_12,18,8
67,e_67,v_10,v_15,26,1
68,e_68,v_13,v_8,22,7
69,e_69,v_11,v_1,22,7
70,e_70,v_18,v_20,17,4
71,e_71,v_6,v_18,16,3
72,e_72,v_17,v_8,5,4
73,e_73,v_17,v_4,3,2
74,e_74,v_17,v_19,10,4
75,e_75,v_13,v_3,19,2
76,e_76,v_15,v_19,25,1
77,e_77,v_9,v_18,15,7
78,e_78,v_10,v_5,16,2
79,e_79,v_2,v_20,25,4
80,e_80,v_13,v_16,16,5
81,e_81,v_1,v_16,11,4
82,e_82,v_5,v_1,14,7
83,e_83,v_8,v_13,22,4
84,e_84,v_1,v_13,26,3
85,e_85,v_13,v_12,7,8
86,e_86,v_17,v_13,25,7
87,e_87,v_16,v_5,9,8
88,e_88,v_5,v_18,7,4
89,e_89,v_6,v_9,2,1
90,e_90,v_9,v_5,12,7
91,e_91,v_15,v_16,16,6
92,e_92,v_12,v_18,11,6
93,e_93,v_6,v_1,1,8
94,e_94,v_20,v_1,1,2
95,e_95,v_17,v_2,22,6
96,e_96,v_20,v_18,17,3
97,e_97,v_2,v_11,4,2
98,e_98,v_6,v_2,25,4
99,e_99,v_3,v_19,8,8
100,e_100,v_16,v_1,11,1
101,e_101,v_15,v_13,5,2
