,id,origin,destination,distance,arc_cap
0,e_0,v_8,v_2,20,4
1,e_1,v_9,v_5,12,2
2,e_2,v_12,v_1,25,4
3,e_3,v_2,v_10,27,4
4,e_4,v_15,v_14,20,3
5,e_5,v_15,v_4,23,1
6,e_6,v_17,v_5,10,1
7,e_7,v_8,v_17,5,1
8,e_8,v_6,v_18,16,4
9,e_9,v_17,v_13,25,3
10,e_10,v_6,v_16,10,2
11,e_11,v_1,v_8,8,3
12,e_12,v_7,v_19,15,3
13,e_13,v_1,v_11,22,1
14,e_14,v_4,v_10,13,3
15,e_15,v_14,v_20,5,3
16,e_16,v_4,v_19,11,1
17,e_17,v_12,v_14,20,2
18,e_18,v_5,v_10,16,3
19,e_19,v_16,v_5,9,2
20,e_20,v_16,v_3,4,4
21,e_21,v_19,v_14,5,3
22,e_22,v_5,v_6,14,4
23,e_23,v_3,v_15,18,2
24,e_24,v_17,v_3,10,1
25,e_25,v_17,v_12,26,4
26,e_26,v_14,v_10,7,2
27,e_27,v_5,v_17,10,2
28,e_28,v_4,v_11,20,3
29,e_29,v_4,v_14,12,4
30,e_30,v_6,v_15,24,4
31,e_31,v_14,v_8,6,3
32,e_32,v_17,v_10,12,1
33,e_33,v_12,v_16,14,2
34,e_34,v_18,v_20,17,1
35,e_35,v_15,v_16,16,1
36,e_36,v_11,v_8,16,3
37,e_37,v_5,v_16,9,3
38,e_38,v_17,v_15,21,1
39,e_39,v_8,v_1,8,1
40,e_40,v_6,v_3,7,2
41,e_41,v_20,v_6,1,2
42,e_42,v_8,v_9,6,3
43,e_43,v_7,v_5,3,4
44,e_44,v_19,v_2,25,4
45,e_45,v_2,v_17,22,2
46,e_46,v_17,v_2,22,4
47,e_47,v_3,v_20,8,4
48,e_48,v_17,v_16,14,2
49,e_49,v_20,v_2,25,2
50,e_50,v_1,v_14,5,3
51,e_51,v_16,v_7,11,4
52,e_52,v_16,v_13,16,1
53,e_53,v_9,v_16,10,2
54,e_54,v_20,v_3,8,2
55,e_55,v_17,v_6,10,1
56,e_56,v_19,v_20,1,3
57,e_57,v_13,v_2,4,1
58,e_58,v_17,v_9,9,4
59,e_59,v_1,v_19,1,2
60,e_60,v_16,v_8,10,4
61,e_61,v_13,v_6,26,1
62,e_62,v_6,v_12,24,2
63,e_63,v_19,v_10,2,4
64,e_64,v_16,v_19,11,1
65,e_65,v_16,v_12,14,1
66,e_66,v_1,v_18,17,3
67,e_67,v_4,v_2,24,2
68,e_68,v_13,v_3,19,2
69,e_69,v_14,v_15,20,1
70,e_70,v_2,v_7,14,3
71,e_71,v_12,v_10,25,2
72,e_72,v_16,v_9,10,2
73,e_73,v_4,v_18,18,3
74,e_74,v_18,v_1,17,1
75,e_75,v_6,v_20,1,4
76,e_76,v_3,v_1,8,4
77,e_77,v_20,v_17,11,1
78,e_78,v_3,v_16,4,4
79,e_79,v_7,v_13,17,3
80,e_80,v_9,v_1,3,1
81,e_81,v_7,v_6,14,3
82,e_82,v_6,v_14,5,1
83,e_83,v_19,v_7,15,1
84,e_84,v_4,v_12,28,4
85,e_85,v_10,v_11,23,4
86,e_86,v_15,v_1,25,3
87,e_87,v_18,v_4,18,1
88,e_88,v_10,v_13,28,3
89,e_89,v_8,v_14,6,4
90,e_90,v_19,v_3,8,2
91,e_91,v_11,v_16,13,4
92,e_92,v_11,v_13,7,3
93,e_93,v_4,v_9,10,4
94,e_94,v_10,v_12,25,2
95,e_95,v_13,v_4,26,4
96,e_96,v_16,v_17,14,4
97,e_97,v_9,v_2,24,3
98,e_98,v_4,v_13,26,2
