,id,origin,destination
0,k_0,v_11,v_20
1,k_1,v_8,v_2
2,k_2,v_14,v_6
3,k_3,v_4,v_11
4,k_4,v_15,v_12
5,k_5,v_18,v_3
6,k_6,v_10,v_20
7,k_7,v_15,v_19
8,k_8,v_1,v_20
9,k_9,v_7,v_20
10,k_10,v_19,v_1
11,k_11,v_6,v_15
12,k_12,v_14,v_5
13,k_13,v_9,v_5
14,k_14,v_17,v_12
15,k_15,v_13,v_20
16,k_16,v_7,v_16
17,k_17,v_13,v_4
18,k_18,v_18,v_1
19,k_19,v_8,v_14
20,k_20,v_15,v_20
21,k_21,v_12,v_1
22,k_22,v_12,v_18
23,k_23,v_8,v_17
24,k_24,v_10,v_16
25,k_25,v_6,v_5
26,k_26,v_17,v_5
27,k_27,v_18,v_13
28,k_28,v_2,v_9
29,k_29,v_16,v_13
30,k_30,v_14,v_9
31,k_31,v_19,v_6
32,k_32,v_19,v_2
33,k_33,v_2,v_4
34,k_34,v_7,v_17
35,k_35,v_20,v_7
36,k_36,v_10,v_5
37,k_37,v_2,v_15
38,k_38,v_18,v_9
39,k_39,v_18,v_17
40,k_40,v_5,v_10
41,k_41,v_13,v_19
42,k_42,v_15,v_8
43,k_43,v_16,v_2
44,k_44,v_6,v_17
45,k_45,v_4,v_20
46,k_46,v_9,v_17
47,k_47,v_9,v_12
48,k_48,v_17,v_15
49,k_49,v_2,v_4
50,k_50,v_15,v_12
51,k_51,v_3,v_15
52,k_52,v_2,v_1
53,k_53,v_2,v_10
54,k_54,v_20,v_11
55,k_55,v_14,v_11
56,k_56,v_5,v_8
57,k_57,v_10,v_1
58,k_58,v_9,v_16
59,k_59,v_17,v_13
60,k_60,v_5,v_10
61,k_61,v_14,v_15
62,k_62,v_18,v_14
63,k_63,v_15,v_17
64,k_64,v_13,v_2
65,k_65,v_7,v_3
66,k_66,v_10,v_17
67,k_67,v_1,v_20
68,k_68,v_20,v_11
69,k_69,v_20,v_19
70,k_70,v_7,v_5
71,k_71,v_11,v_16
72,k_72,v_8,v_14
73,k_73,v_3,v_1
74,k_74,v_14,v_10
75,k_75,v_15,v_5
76,k_76,v_10,v_20
77,k_77,v_19,v_17
78,k_78,v_8,v_1
79,k_79,v_2,v_12
80,k_80,v_5,v_19
81,k_81,v_4,v_5
82,k_82,v_12,v_11
83,k_83,v_2,v_14
84,k_84,v_16,v_14
85,k_85,v_18,v_2
86,k_86,v_13,v_11
87,k_87,v_1,v_4
88,k_88,v_10,v_6
89,k_89,v_1,v_14
90,k_90,v_12,v_10
91,k_91,v_19,v_13
92,k_92,v_9,v_8
93,k_93,v_13,v_11
94,k_94,v_10,v_14
95,k_95,v_5,v_2
96,k_96,v_14,v_3
97,k_97,v_12,v_13
98,k_98,v_16,v_13
99,k_99,v_8,v_7
100,k_100,v_9,v_10
101,k_101,v_9,v_11
102,k_102,v_3,v_1
103,k_103,v_9,v_18
104,k_104,v_20,v_12
105,k_105,v_19,v_18
106,k_106,v_1,v_18
107,k_107,v_3,v_1
108,k_108,v_8,v_19
109,k_109,v_11,v_1
110,k_110,v_2,v_10
111,k_111,v_15,v_12
112,k_112,v_13,v_5
113,k_113,v_20,v_9
114,k_114,v_18,v_4
115,k_115,v_4,v_20
116,k_116,v_9,v_2
117,k_117,v_17,v_4
118,k_118,v_17,v_15
119,k_119,v_9,v_6
120,k_120,v_13,v_14
121,k_121,v_13,v_10
122,k_122,v_14,v_6
123,k_123,v_6,v_19
124,k_124,v_17,v_2
125,k_125,v_2,v_20
126,k_126,v_5,v_4
