,id,origin,destination
0,k_0,v_17,v_7
1,k_1,v_16,v_12
2,k_2,v_7,v_19
3,k_3,v_14,v_13
4,k_4,v_19,v_8
5,k_5,v_4,v_16
6,k_6,v_20,v_10
7,k_7,v_8,v_9
8,k_8,v_7,v_10
9,k_9,v_2,v_8
10,k_10,v_5,v_1
11,k_11,v_2,v_10
12,k_12,v_7,v_20
13,k_13,v_14,v_9
14,k_14,v_15,v_12
15,k_15,v_17,v_12
16,k_16,v_18,v_17
17,k_17,v_8,v_6
18,k_18,v_17,v_6
19,k_19,v_16,v_19
20,k_20,v_1,v_11
21,k_21,v_7,v_2
22,k_22,v_10,v_3
23,k_23,v_9,v_10
24,k_24,v_17,v_1
25,k_25,v_14,v_2
26,k_26,v_10,v_2
27,k_27,v_3,v_6
28,k_28,v_11,v_17
29,k_29,v_8,v_9
30,k_30,v_18,v_4
31,k_31,v_7,v_17
32,k_32,v_13,v_8
33,k_33,v_19,v_20
34,k_34,v_16,v_18
35,k_35,v_11,v_19
36,k_36,v_10,v_19
37,k_37,v_15,v_19
38,k_38,v_8,v_16
39,k_39,v_2,v_6
40,k_40,v_19,v_3
41,k_41,v_12,v_14
42,k_42,v_18,v_19
43,k_43,v_4,v_9
44,k_44,v_17,v_16
45,k_45,v_6,v_9
46,k_46,v_4,v_3
47,k_47,v_6,v_7
48,k_48,v_13,v_6
49,k_49,v_9,v_8
50,k_50,v_3,v_15
51,k_51,v_5,v_4
52,k_52,v_4,v_16
53,k_53,v_7,v_9
54,k_54,v_3,v_12
55,k_55,v_9,v_14
56,k_56,v_3,v_11
57,k_57,v_1,v_6
58,k_58,v_14,v_5
59,k_59,v_10,v_8
60,k_60,v_18,v_9
61,k_61,v_11,v_16
62,k_62,v_16,v_3
63,k_63,v_14,v_20
64,k_64,v_19,v_20
65,k_65,v_4,v_19
66,k_66,v_9,v_17
67,k_67,v_17,v_12
68,k_68,v_4,v_11
69,k_69,v_7,v_14
70,k_70,v_16,v_9
71,k_71,v_18,v_5
72,k_72,v_7,v_18
73,k_73,v_1,v_18
74,k_74,v_17,v_11
75,k_75,v_18,v_4
76,k_76,v_5,v_7
77,k_77,v_13,v_9
78,k_78,v_14,v_11
79,k_79,v_11,v_15
80,k_80,v_13,v_16
81,k_81,v_13,v_7
82,k_82,v_16,v_18
83,k_83,v_13,v_16
84,k_84,v_3,v_7
85,k_85,v_11,v_18
86,k_86,v_7,v_10
87,k_87,v_8,v_17
88,k_88,v_11,v_4
89,k_89,v_10,v_11
90,k_90,v_13,v_6
91,k_91,v_5,v_13
92,k_92,v_7,v_9
93,k_93,v_2,v_13
94,k_94,v_20,v_2
95,k_95,v_13,v_15
96,k_96,v_5,v_16
97,k_97,v_13,v_5
98,k_98,v_9,v_1
99,k_99,v_13,v_15
100,k_100,v_5,v_15
101,k_101,v_20,v_9
