,id,origin,destination
0,k_0,v_7,v_19
1,k_1,v_4,v_9
2,k_2,v_4,v_14
3,k_3,v_7,v_20
4,k_4,v_19,v_7
5,k_5,v_4,v_2
6,k_6,v_15,v_18
7,k_7,v_19,v_5
8,k_8,v_15,v_9
9,k_9,v_9,v_20
10,k_10,v_20,v_4
11,k_11,v_2,v_19
12,k_12,v_13,v_6
13,k_13,v_20,v_9
14,k_14,v_19,v_16
15,k_15,v_8,v_16
16,k_16,v_19,v_14
17,k_17,v_6,v_14
18,k_18,v_19,v_7
19,k_19,v_7,v_11
20,k_20,v_6,v_13
21,k_21,v_12,v_13
22,k_22,v_7,v_3
23,k_23,v_13,v_3
24,k_24,v_16,v_19
25,k_25,v_1,v_13
26,k_26,v_8,v_11
27,k_27,v_2,v_19
28,k_28,v_1,v_8
29,k_29,v_15,v_19
30,k_30,v_12,v_19
31,k_31,v_20,v_8
32,k_32,v_7,v_4
33,k_33,v_19,v_7
34,k_34,v_15,v_13
35,k_35,v_20,v_3
36,k_36,v_8,v_5
37,k_37,v_7,v_3
38,k_38,v_19,v_18
39,k_39,v_1,v_15
40,k_40,v_6,v_13
41,k_41,v_11,v_19
42,k_42,v_17,v_2
43,k_43,v_4,v_13
44,k_44,v_17,v_3
45,k_45,v_8,v_10
46,k_46,v_2,v_14
47,k_47,v_10,v_20
48,k_48,v_9,v_6
49,k_49,v_12,v_9
