,id,origin,destination
0,k_0,v_1,v_16
1,k_1,v_5,v_14
2,k_2,v_6,v_16
3,k_3,v_16,v_17
4,k_4,v_20,v_15
5,k_5,v_20,v_3
6,k_6,v_17,v_19
7,k_7,v_16,v_4
8,k_8,v_8,v_6
9,k_9,v_14,v_7
10,k_10,v_12,v_3
11,k_11,v_17,v_2
12,k_12,v_7,v_17
13,k_13,v_7,v_15
14,k_14,v_18,v_3
15,k_15,v_14,v_19
16,k_16,v_10,v_13
17,k_17,v_5,v_18
18,k_18,v_20,v_9
19,k_19,v_7,v_9
20,k_20,v_10,v_16
21,k_21,v_5,v_13
22,k_22,v_12,v_15
23,k_23,v_13,v_10
24,k_24,v_3,v_4
25,k_25,v_16,v_10
26,k_26,v_3,v_17
27,k_27,v_20,v_3
28,k_28,v_20,v_2
29,k_29,v_8,v_3
30,k_30,v_16,v_6
31,k_31,v_14,v_11
32,k_32,v_3,v_18
33,k_33,v_16,v_15
34,k_34,v_9,v_8
35,k_35,v_9,v_13
36,k_36,v_18,v_4
37,k_37,v_10,v_3
38,k_38,v_15,v_1
39,k_39,v_15,v_1
40,k_40,v_17,v_14
41,k_41,v_5,v_11
42,k_42,v_4,v_12
43,k_43,v_15,v_10
44,k_44,v_4,v_11
45,k_45,v_10,v_15
46,k_46,v_10,v_8
47,k_47,v_4,v_16
48,k_48,v_14,v_4
49,k_49,v_19,v_7
50,k_50,v_6,v_1
51,k_51,v_12,v_10
52,k_52,v_14,v_8
53,k_53,v_8,v_19
54,k_54,v_4,v_13
55,k_55,v_11,v_8
56,k_56,v_2,v_9
57,k_57,v_14,v_18
58,k_58,v_17,v_12
59,k_59,v_4,v_18
60,k_60,v_10,v_4
61,k_61,v_8,v_2
62,k_62,v_5,v_9
63,k_63,v_7,v_6
64,k_64,v_6,v_9
65,k_65,v_4,v_1
66,k_66,v_9,v_3
67,k_67,v_10,v_5
68,k_68,v_12,v_8
69,k_69,v_10,v_16
70,k_70,v_1,v_9
71,k_71,v_8,v_12
72,k_72,v_16,v_12
73,k_73,v_8,v_15
74,k_74,v_8,v_16
75,k_75,v_10,v_6
76,k_76,v_19,v_12
77,k_77,v_3,v_1
78,k_78,v_12,v_11
79,k_79,v_5,v_9
80,k_80,v_1,v_17
81,k_81,v_20,v_15
82,k_82,v_1,v_6
83,k_83,v_1,v_4
84,k_84,v_15,v_1
85,k_85,v_1,v_11
86,k_86,v_17,v_20
87,k_87,v_4,v_8
88,k_88,v_12,v_17
89,k_89,v_14,v_20
90,k_90,v_16,v_3
91,k_91,v_17,v_4
92,k_92,v_17,v_13
93,k_93,v_12,v_7
94,k_94,v_12,v_16
95,k_95,v_2,v_3
96,k_96,v_16,v_13
97,k_97,v_10,v_15
98,k_98,v_14,v_10
99,k_99,v_12,v_4
100,k_100,v_13,v_12
101,k_101,v_2,v_16
102,k_102,v_8,v_2
103,k_103,v_3,v_11
104,k_104,v_16,v_9
105,k_105,v_3,v_18
106,k_106,v_16,v_8
107,k_107,v_8,v_19
