,id,origin,destination
0,k_0,v_19,v_9
1,k_1,v_17,v_15
2,k_2,v_3,v_5
3,k_3,v_16,v_15
4,k_4,v_1,v_8
5,k_5,v_19,v_16
6,k_6,v_2,v_15
7,k_7,v_10,v_20
8,k_8,v_1,v_10
9,k_9,v_19,v_16
10,k_10,v_12,v_2
11,k_11,v_13,v_10
12,k_12,v_14,v_12
13,k_13,v_3,v_8
14,k_14,v_5,v_1
15,k_15,v_13,v_5
16,k_16,v_11,v_4
17,k_17,v_15,v_20
18,k_18,v_6,v_11
19,k_19,v_11,v_17
20,k_20,v_18,v_3
21,k_21,v_6,v_11
22,k_22,v_7,v_12
23,k_23,v_20,v_8
24,k_24,v_15,v_5
25,k_25,v_1,v_18
26,k_26,v_12,v_20
27,k_27,v_20,v_12
28,k_28,v_18,v_14
29,k_29,v_13,v_18
30,k_30,v_10,v_2
31,k_31,v_12,v_16
32,k_32,v_13,v_15
33,k_33,v_10,v_16
34,k_34,v_20,v_16
35,k_35,v_13,v_6
36,k_36,v_9,v_6
37,k_37,v_11,v_3
38,k_38,v_8,v_13
39,k_39,v_13,v_5
40,k_40,v_18,v_17
41,k_41,v_14,v_3
42,k_42,v_17,v_6
43,k_43,v_10,v_17
44,k_44,v_15,v_7
45,k_45,v_13,v_15
46,k_46,v_4,v_17
47,k_47,v_12,v_2
48,k_48,v_1,v_3
49,k_49,v_19,v_15
50,k_50,v_9,v_1
51,k_51,v_19,v_6
52,k_52,v_17,v_13
53,k_53,v_15,v_11
54,k_54,v_18,v_12
55,k_55,v_12,v_19
56,k_56,v_6,v_10
57,k_57,v_17,v_8
58,k_58,v_6,v_17
59,k_59,v_8,v_18
60,k_60,v_5,v_17
61,k_61,v_2,v_15
62,k_62,v_13,v_6
63,k_63,v_14,v_20
64,k_64,v_16,v_2
65,k_65,v_20,v_4
66,k_66,v_9,v_12
67,k_67,v_20,v_10
68,k_68,v_7,v_6
69,k_69,v_19,v_16
70,k_70,v_17,v_11
71,k_71,v_4,v_13
72,k_72,v_14,v_12
73,k_73,v_16,v_9
74,k_74,v_6,v_1
75,k_75,v_13,v_11
76,k_76,v_11,v_5
77,k_77,v_3,v_19
78,k_78,v_20,v_4
79,k_79,v_4,v_16
80,k_80,v_19,v_12
81,k_81,v_11,v_7
82,k_82,v_5,v_16
83,k_83,v_12,v_6
84,k_84,v_8,v_13
85,k_85,v_12,v_4
86,k_86,v_19,v_20
87,k_87,v_14,v_20
88,k_88,v_5,v_15
89,k_89,v_10,v_2
90,k_90,v_5,v_17
91,k_91,v_9,v_10
92,k_92,v_13,v_5
93,k_93,v_13,v_11
94,k_94,v_1,v_3
95,k_95,v_20,v_8
96,k_96,v_12,v_13
97,k_97,v_17,v_20
98,k_98,v_16,v_9
99,k_99,v_19,v_7
100,k_100,v_9,v_15
101,k_101,v_16,v_15
102,k_102,v_19,v_8
103,k_103,v_20,v_10
104,k_104,v_2,v_6
105,k_105,v_9,v_3
106,k_106,v_8,v_18
107,k_107,v_15,v_10
108,k_108,v_6,v_15
109,k_109,v_12,v_3
110,k_110,v_4,v_16
111,k_111,v_3,v_13
112,k_112,v_7,v_6
113,k_113,v_15,v_9
114,k_114,v_12,v_9
115,k_115,v_10,v_9
116,k_116,v_7,v_14
117,k_117,v_1,v_15
118,k_118,v_12,v_15
119,k_119,v_6,v_2
120,k_120,v_18,v_11
121,k_121,v_10,v_20
122,k_122,v_9,v_8
123,k_123,v_5,v_10
124,k_124,v_17,v_18
125,k_125,v_8,v_14
126,k_126,v_19,v_18
127,k_127,v_3,v_5
128,k_128,v_6,v_1
129,k_129,v_14,v_16
130,k_130,v_5,v_6
131,k_131,v_16,v_13
132,k_132,v_2,v_20
133,k_133,v_7,v_6
134,k_134,v_3,v_14
135,k_135,v_13,v_15
136,k_136,v_15,v_2
137,k_137,v_13,v_10
138,k_138,v_13,v_11
139,k_139,v_12,v_5
140,k_140,v_19,v_13
141,k_141,v_4,v_15
142,k_142,v_11,v_10
143,k_143,v_1,v_20
144,k_144,v_8,v_5
145,k_145,v_18,v_6
146,k_146,v_13,v_7
147,k_147,v_7,v_16
148,k_148,v_2,v_6
149,k_149,v_17,v_1
150,k_150,v_8,v_13
151,k_151,v_16,v_2
152,k_152,v_2,v_13
153,k_153,v_4,v_17
154,k_154,v_16,v_4
155,k_155,v_4,v_19
156,k_156,v_13,v_10
157,k_157,v_14,v_20
158,k_158,v_18,v_5
159,k_159,v_7,v_4
160,k_160,v_4,v_15
161,k_161,v_4,v_19
