,id,origin,destination,distance,arc_cap
0,e_0,v_1,v_2,25,3
1,e_1,v_11,v_1,22,1
2,e_2,v_1,v_4,11,1
3,e_3,v_17,v_11,18,1
4,e_4,v_8,v_10,10,3
5,e_5,v_14,v_12,20,3
6,e_6,v_13,v_12,7,1
7,e_7,v_17,v_5,10,3
8,e_8,v_4,v_20,11,3
9,e_9,v_4,v_19,11,3
10,e_10,v_9,v_14,4,2
11,e_11,v_1,v_18,17,1
12,e_12,v_2,v_16,16,2
13,e_13,v_18,v_13,10,2
14,e_14,v_6,v_19,1,3
15,e_15,v_2,v_12,10,1
16,e_16,v_2,v_8,20,2
17,e_17,v_6,v_8,7,1
18,e_18,v_13,v_17,25,1
19,e_19,v_19,v_20,1,2
20,e_20,v_15,v_6,24,2
21,e_21,v_10,v_20,2,2
22,e_22,v_9,v_2,24,2
23,e_23,v_15,v_4,23,2
24,e_24,v_14,v_16,6,1
25,e_25,v_6,v_18,16,2
26,e_26,v_17,v_15,21,1
27,e_27,v_19,v_7,15,1
28,e_28,v_1,v_12,25,3
29,e_29,v_7,v_14,12,1
30,e_30,v_15,v_2,2,2
31,e_31,v_19,v_9,3,1
32,e_32,v_7,v_9,13,1
33,e_33,v_5,v_18,7,3
34,e_34,v_9,v_10,4,2
35,e_35,v_18,v_4,18,2
36,e_36,v_19,v_2,25,2
37,e_37,v_16,v_12,14,3
38,e_38,v_12,v_17,26,2
39,e_39,v_13,v_18,10,2
40,e_40,v_19,v_15,25,3
41,e_41,v_14,v_10,7,1
42,e_42,v_4,v_12,28,2
43,e_43,v_9,v_15,23,1
44,e_44,v_14,v_19,5,3
45,e_45,v_19,v_17,10,3
46,e_46,v_20,v_17,11,1
47,e_47,v_16,v_19,11,3
48,e_48,v_10,v_11,23,1
49,e_49,v_10,v_14,7,2
