,id,origin,destination
0,k_0,v_13,v_1
1,k_1,v_3,v_11
2,k_2,v_7,v_15
3,k_3,v_11,v_19
4,k_4,v_18,v_5
5,k_5,v_5,v_18
6,k_6,v_12,v_3
7,k_7,v_15,v_6
8,k_8,v_12,v_2
9,k_9,v_5,v_20
10,k_10,v_1,v_17
11,k_11,v_10,v_5
12,k_12,v_19,v_16
13,k_13,v_19,v_15
14,k_14,v_13,v_8
15,k_15,v_1,v_12
16,k_16,v_10,v_5
17,k_17,v_5,v_14
18,k_18,v_11,v_18
19,k_19,v_10,v_12
20,k_20,v_18,v_16
21,k_21,v_13,v_20
22,k_22,v_19,v_20
23,k_23,v_16,v_8
24,k_24,v_12,v_17
25,k_25,v_16,v_13
26,k_26,v_16,v_3
27,k_27,v_20,v_10
28,k_28,v_8,v_16
29,k_29,v_18,v_12
30,k_30,v_18,v_5
31,k_31,v_9,v_5
32,k_32,v_12,v_13
33,k_33,v_5,v_13
34,k_34,v_16,v_1
35,k_35,v_15,v_17
36,k_36,v_16,v_14
37,k_37,v_11,v_18
38,k_38,v_8,v_14
39,k_39,v_15,v_13
40,k_40,v_1,v_3
41,k_41,v_15,v_1
42,k_42,v_17,v_14
43,k_43,v_12,v_15
44,k_44,v_8,v_15
45,k_45,v_13,v_18
46,k_46,v_5,v_10
47,k_47,v_16,v_18
48,k_48,v_19,v_15
49,k_49,v_2,v_5
50,k_50,v_11,v_15
51,k_51,v_18,v_2
52,k_52,v_11,v_5
53,k_53,v_13,v_14
54,k_54,v_6,v_13
55,k_55,v_15,v_5
56,k_56,v_9,v_17
57,k_57,v_4,v_5
58,k_58,v_7,v_12
59,k_59,v_6,v_20
60,k_60,v_7,v_5
61,k_61,v_19,v_17
62,k_62,v_18,v_15
63,k_63,v_11,v_6
64,k_64,v_14,v_18
65,k_65,v_18,v_20
66,k_66,v_17,v_4
67,k_67,v_6,v_5
68,k_68,v_13,v_18
69,k_69,v_17,v_5
70,k_70,v_8,v_16
71,k_71,v_18,v_5
72,k_72,v_17,v_8
73,k_73,v_19,v_10
74,k_74,v_7,v_8
75,k_75,v_16,v_8
76,k_76,v_11,v_13
77,k_77,v_18,v_16
78,k_78,v_2,v_19
79,k_79,v_19,v_20
80,k_80,v_4,v_1
81,k_81,v_17,v_10
82,k_82,v_12,v_5
83,k_83,v_18,v_16
84,k_84,v_15,v_2
85,k_85,v_5,v_12
86,k_86,v_10,v_16
87,k_87,v_8,v_5
88,k_88,v_11,v_13
89,k_89,v_4,v_10
90,k_90,v_17,v_18
91,k_91,v_11,v_13
92,k_92,v_6,v_11
93,k_93,v_18,v_12
94,k_94,v_10,v_13
95,k_95,v_18,v_6
96,k_96,v_17,v_18
97,k_97,v_18,v_10
98,k_98,v_6,v_13
99,k_99,v_7,v_3
