,id,origin,destination,distance,arc_cap
0,e_0,v_15,v_12,11,10
1,e_1,v_18,v_19,17,7
2,e_2,v_16,v_10,12,2
3,e_3,v_10,v_17,12,14
4,e_4,v_18,v_11,6,7
5,e_5,v_8,v_2,20,6
6,e_6,v_20,v_14,5,1
7,e_7,v_16,v_4,16,3
8,e_8,v_2,v_5,13,13
9,e_9,v_13,v_16,16,12
10,e_10,v_7,v_19,15,6
11,e_11,v_1,v_7,15,12
12,e_12,v_2,v_14,20,15
13,e_13,v_4,v_18,18,3
14,e_14,v_9,v_4,10,11
15,e_15,v_10,v_13,28,8
16,e_16,v_2,v_6,25,2
17,e_17,v_4,v_19,11,14
18,e_18,v_7,v_1,15,10
19,e_19,v_7,v_4,10,13
20,e_20,v_17,v_13,25,2
21,e_21,v_13,v_12,7,6
22,e_22,v_3,v_6,7,7
23,e_23,v_18,v_4,18,8
24,e_24,v_10,v_4,13,8
25,e_25,v_14,v_15,20,14
26,e_26,v_9,v_1,3,5
27,e_27,v_4,v_17,3,14
28,e_28,v_8,v_6,7,6
29,e_29,v_20,v_11,22,4
30,e_30,v_1,v_18,17,12
31,e_31,v_16,v_2,16,13
32,e_32,v_6,v_19,1,7
33,e_33,v_15,v_17,21,2
34,e_34,v_16,v_18,7,3
35,e_35,v_20,v_17,11,13
36,e_36,v_11,v_4,20,5
37,e_37,v_19,v_5,14,9
38,e_38,v_6,v_14,5,5
39,e_39,v_8,v_5,8,5
40,e_40,v_10,v_12,25,7
41,e_41,v_18,v_10,18,2
42,e_42,v_7,v_6,14,4
43,e_43,v_11,v_3,15,4
44,e_44,v_3,v_17,10,10
45,e_45,v_6,v_20,1,10
46,e_46,v_13,v_11,7,14
47,e_47,v_10,v_19,2,5
48,e_48,v_7,v_10,17,2
49,e_49,v_2,v_11,4,5
