,id,origin,destination,distance,arc_cap
0,e_0,v_14,v_7,12,1
1,e_1,v_7,v_16,11,4
2,e_2,v_9,v_1,3,5
3,e_3,v_1,v_18,17,2
4,e_4,v_3,v_12,18,3
5,e_5,v_1,v_17,11,5
6,e_6,v_5,v_15,12,1
7,e_7,v_19,v_7,15,1
8,e_8,v_3,v_17,10,4
9,e_9,v_7,v_1,15,1
10,e_10,v_17,v_18,16,2
11,e_11,v_15,v_16,16,4
12,e_12,v_11,v_4,20,5
13,e_13,v_7,v_6,14,4
14,e_14,v_4,v_6,11,5
15,e_15,v_11,v_15,3,5
16,e_16,v_2,v_19,25,2
17,e_17,v_16,v_1,11,1
18,e_18,v_8,v_13,22,3
19,e_19,v_13,v_9,25,3
20,e_20,v_20,v_1,1,2
21,e_21,v_15,v_10,26,2
22,e_22,v_8,v_17,5,4
23,e_23,v_20,v_3,8,3
24,e_24,v_5,v_9,12,4
25,e_25,v_9,v_6,2,3
26,e_26,v_17,v_14,10,3
27,e_27,v_10,v_16,12,1
28,e_28,v_16,v_13,16,1
29,e_29,v_13,v_10,28,3
30,e_30,v_19,v_18,17,2
31,e_31,v_2,v_5,13,1
32,e_32,v_5,v_3,8,2
33,e_33,v_16,v_18,7,2
34,e_34,v_8,v_1,8,1
35,e_35,v_17,v_4,3,4
36,e_36,v_6,v_1,1,4
37,e_37,v_1,v_3,8,5
38,e_38,v_19,v_13,26,3
39,e_39,v_10,v_14,7,4
40,e_40,v_14,v_8,6,3
41,e_41,v_1,v_10,2,3
42,e_42,v_14,v_6,5,2
43,e_43,v_19,v_8,8,4
44,e_44,v_16,v_2,16,4
45,e_45,v_10,v_15,26,5
46,e_46,v_16,v_6,10,3
47,e_47,v_7,v_9,13,5
48,e_48,v_2,v_15,2,4
49,e_49,v_6,v_10,3,4
50,e_50,v_13,v_6,26,1
51,e_51,v_9,v_13,25,1
52,e_52,v_10,v_11,23,1
53,e_53,v_18,v_20,17,4
54,e_54,v_10,v_5,16,4
55,e_55,v_5,v_14,10,1
56,e_56,v_11,v_14,17,4
57,e_57,v_19,v_2,25,4
58,e_58,v_9,v_11,20,3
59,e_59,v_15,v_12,11,4
60,e_60,v_11,v_1,22,1
61,e_61,v_5,v_4,12,4
62,e_62,v_17,v_5,10,3
63,e_63,v_7,v_2,14,4
64,e_64,v_12,v_9,24,3
65,e_65,v_13,v_15,5,3
66,e_66,v_18,v_8,13,5
67,e_67,v_19,v_4,11,2
68,e_68,v_18,v_15,9,4
69,e_69,v_14,v_11,17,3
70,e_70,v_19,v_6,1,4
71,e_71,v_4,v_15,23,5
72,e_72,v_8,v_6,7,3
73,e_73,v_13,v_8,22,1
74,e_74,v_12,v_6,24,4
75,e_75,v_13,v_19,26,1
76,e_76,v_20,v_15,25,2
77,e_77,v_5,v_16,9,2
78,e_78,v_16,v_3,4,4
79,e_79,v_1,v_14,5,2
80,e_80,v_3,v_2,18,2
81,e_81,v_15,v_7,14,4
82,e_82,v_12,v_5,17,1
83,e_83,v_2,v_18,9,5
84,e_84,v_5,v_6,14,4
85,e_85,v_10,v_17,12,5
86,e_86,v_2,v_14,20,2
87,e_87,v_8,v_11,16,2
88,e_88,v_1,v_2,25,5
89,e_89,v_13,v_14,21,1
90,e_90,v_1,v_8,8,4
91,e_91,v_19,v_3,8,2
92,e_92,v_13,v_12,7,1
93,e_93,v_11,v_9,20,4
94,e_94,v_12,v_13,7,4
95,e_95,v_14,v_17,10,4
96,e_96,v_15,v_14,20,3
97,e_97,v_14,v_18,12,2
98,e_98,v_16,v_14,6,5
99,e_99,v_18,v_1,17,3
100,e_100,v_18,v_7,9,3
101,e_101,v_5,v_11,9,2
102,e_102,v_10,v_19,2,4
103,e_103,v_5,v_17,10,1
104,e_104,v_19,v_15,25,5
105,e_105,v_17,v_20,11,5
106,e_106,v_20,v_14,5,5
107,e_107,v_11,v_10,23,2
108,e_108,v_7,v_5,3,4
109,e_109,v_12,v_17,26,1
110,e_110,v_16,v_8,10,1
111,e_111,v_9,v_18,15,2
112,e_112,v_9,v_12,24,3
113,e_113,v_2,v_9,24,5
114,e_114,v_4,v_9,10,5
115,e_115,v_2,v_1,25,3
116,e_116,v_11,v_2,4,3
117,e_117,v_20,v_9,3,4
118,e_118,v_9,v_15,23,5
119,e_119,v_16,v_10,12,4
120,e_120,v_8,v_9,6,3
121,e_121,v_13,v_16,16,1
122,e_122,v_19,v_16,11,3
123,e_123,v_6,v_7,14,3
124,e_124,v_17,v_13,25,4
125,e_125,v_3,v_1,8,4
126,e_126,v_1,v_6,1,1
127,e_127,v_2,v_16,16,2
128,e_128,v_14,v_9,4,4
129,e_129,v_3,v_18,10,4
130,e_130,v_1,v_12,25,5
131,e_131,v_7,v_3,10,4
132,e_132,v_13,v_4,26,2
133,e_133,v_16,v_5,9,3
134,e_134,v_3,v_5,8,4
135,e_135,v_10,v_4,13,2
136,e_136,v_13,v_1,26,3
137,e_137,v_12,v_18,11,5
138,e_138,v_13,v_18,10,3
139,e_139,v_9,v_4,10,1
140,e_140,v_6,v_16,10,1
141,e_141,v_19,v_9,3,4
142,e_142,v_10,v_8,10,1
143,e_143,v_3,v_16,4,4
144,e_144,v_11,v_7,11,2
145,e_145,v_14,v_4,12,3
146,e_146,v_12,v_8,22,5
147,e_147,v_14,v_13,21,1
148,e_148,v_8,v_18,13,2
149,e_149,v_11,v_5,9,4
150,e_150,v_9,v_10,4,4
151,e_151,v_3,v_14,3,5
152,e_152,v_18,v_11,6,4
153,e_153,v_20,v_11,22,2
154,e_154,v_9,v_7,13,3
155,e_155,v_10,v_12,25,3
156,e_156,v_6,v_3,7,3
157,e_157,v_10,v_3,9,5
158,e_158,v_3,v_10,9,5
159,e_159,v_4,v_1,11,2
160,e_160,v_16,v_20,11,2
161,e_161,v_2,v_8,20,4
162,e_162,v_20,v_4,11,4
163,e_163,v_6,v_12,24,3
164,e_164,v_13,v_20,26,4
165,e_165,v_8,v_19,8,2
166,e_166,v_17,v_7,8,3
167,e_167,v_16,v_17,14,1
168,e_168,v_8,v_7,8,1
169,e_169,v_4,v_16,16,4
170,e_170,v_12,v_14,20,2
171,e_171,v_20,v_19,1,4
172,e_172,v_5,v_10,16,5
173,e_173,v_4,v_11,20,2
174,e_174,v_6,v_20,1,1
175,e_175,v_19,v_1,1,4
176,e_176,v_5,v_13,15,3
177,e_177,v_10,v_2,27,5
178,e_178,v_17,v_3,10,2
179,e_179,v_6,v_2,25,2
180,e_180,v_11,v_18,6,2
181,e_181,v_11,v_19,22,1
182,e_182,v_14,v_12,20,4
183,e_183,v_1,v_13,26,3
184,e_184,v_3,v_9,6,2
185,e_185,v_4,v_10,13,5
186,e_186,v_7,v_8,8,2
187,e_187,v_17,v_12,26,2
188,e_188,v_18,v_17,16,1
189,e_189,v_11,v_12,12,3
190,e_190,v_5,v_20,14,3
191,e_191,v_2,v_11,4,2
192,e_192,v_12,v_3,18,2
193,e_193,v_18,v_10,18,1
194,e_194,v_20,v_5,14,4
195,e_195,v_5,v_2,13,4
196,e_196,v_14,v_19,5,3
197,e_197,v_4,v_5,12,2
198,e_198,v_6,v_4,11,5
199,e_199,v_15,v_19,25,2
