,id,origin,destination,distance,arc_cap
0,e_0,v_14,v_5,10,7
1,e_1,v_8,v_13,22,4
2,e_2,v_12,v_2,10,2
3,e_3,v_6,v_13,26,1
4,e_4,v_14,v_16,6,4
5,e_5,v_7,v_6,14,5
6,e_6,v_16,v_12,14,3
7,e_7,v_20,v_11,22,4
8,e_8,v_5,v_6,14,3
9,e_9,v_11,v_8,16,7
10,e_10,v_3,v_7,10,2
11,e_11,v_18,v_7,9,1
12,e_12,v_20,v_17,11,2
13,e_13,v_3,v_15,18,7
14,e_14,v_15,v_20,25,1
15,e_15,v_9,v_5,12,4
16,e_16,v_6,v_16,10,5
17,e_17,v_13,v_19,26,5
18,e_18,v_7,v_4,10,3
19,e_19,v_13,v_12,7,5
20,e_20,v_4,v_14,12,6
21,e_21,v_20,v_2,25,4
22,e_22,v_17,v_3,10,1
23,e_23,v_3,v_2,18,7
24,e_24,v_8,v_19,8,1
25,e_25,v_5,v_4,12,4
26,e_26,v_14,v_4,12,5
27,e_27,v_16,v_4,16,2
28,e_28,v_20,v_16,11,7
29,e_29,v_8,v_16,10,4
30,e_30,v_14,v_7,12,1
31,e_31,v_9,v_7,13,6
32,e_32,v_7,v_15,14,5
33,e_33,v_17,v_13,25,2
34,e_34,v_5,v_2,13,1
35,e_35,v_18,v_13,10,3
36,e_36,v_2,v_4,24,4
37,e_37,v_4,v_19,11,7
38,e_38,v_2,v_8,20,7
39,e_39,v_20,v_13,26,4
40,e_40,v_14,v_17,10,7
41,e_41,v_16,v_17,14,3
42,e_42,v_4,v_13,26,4
43,e_43,v_10,v_2,27,1
44,e_44,v_20,v_6,1,3
45,e_45,v_18,v_9,15,4
46,e_46,v_6,v_11,21,4
47,e_47,v_11,v_16,13,3
48,e_48,v_2,v_17,22,1
49,e_49,v_1,v_9,3,5
50,e_50,v_8,v_7,8,5
51,e_51,v_15,v_10,26,7
52,e_52,v_4,v_18,18,5
53,e_53,v_5,v_9,12,2
54,e_54,v_12,v_16,14,6
55,e_55,v_11,v_9,20,4
56,e_56,v_6,v_8,7,1
57,e_57,v_16,v_10,12,3
58,e_58,v_14,v_2,20,7
