,id,origin,destination
0,k_0,v_9,v_14
1,k_1,v_13,v_17
2,k_2,v_20,v_12
3,k_3,v_18,v_4
4,k_4,v_14,v_16
5,k_5,v_16,v_6
6,k_6,v_5,v_8
7,k_7,v_5,v_13
8,k_8,v_4,v_7
9,k_9,v_7,v_2
10,k_10,v_18,v_11
11,k_11,v_12,v_3
12,k_12,v_9,v_7
13,k_13,v_19,v_20
14,k_14,v_18,v_13
15,k_15,v_5,v_18
16,k_16,v_8,v_19
17,k_17,v_15,v_14
18,k_18,v_3,v_10
19,k_19,v_13,v_4
20,k_20,v_13,v_3
21,k_21,v_10,v_16
22,k_22,v_20,v_14
23,k_23,v_1,v_10
24,k_24,v_12,v_18
25,k_25,v_1,v_2
26,k_26,v_17,v_8
27,k_27,v_1,v_15
28,k_28,v_2,v_18
29,k_29,v_15,v_13
30,k_30,v_6,v_17
31,k_31,v_18,v_16
32,k_32,v_20,v_1
33,k_33,v_2,v_12
34,k_34,v_7,v_12
35,k_35,v_2,v_5
36,k_36,v_18,v_16
37,k_37,v_19,v_13
38,k_38,v_4,v_8
39,k_39,v_15,v_13
40,k_40,v_12,v_19
41,k_41,v_2,v_10
42,k_42,v_3,v_5
43,k_43,v_13,v_10
44,k_44,v_9,v_6
45,k_45,v_5,v_4
46,k_46,v_4,v_14
47,k_47,v_7,v_12
48,k_48,v_12,v_5
49,k_49,v_7,v_6
50,k_50,v_19,v_4
51,k_51,v_15,v_10
52,k_52,v_19,v_17
53,k_53,v_12,v_7
54,k_54,v_1,v_19
55,k_55,v_1,v_11
56,k_56,v_7,v_1
57,k_57,v_16,v_15
58,k_58,v_3,v_5
59,k_59,v_15,v_3
60,k_60,v_3,v_14
61,k_61,v_15,v_3
62,k_62,v_10,v_17
63,k_63,v_8,v_19
64,k_64,v_3,v_2
65,k_65,v_6,v_20
66,k_66,v_10,v_15
67,k_67,v_2,v_15
68,k_68,v_14,v_12
69,k_69,v_20,v_10
70,k_70,v_7,v_20
71,k_71,v_6,v_10
72,k_72,v_18,v_20
73,k_73,v_3,v_5
74,k_74,v_15,v_16
75,k_75,v_1,v_18
76,k_76,v_11,v_18
77,k_77,v_19,v_16
78,k_78,v_9,v_3
79,k_79,v_18,v_10
80,k_80,v_4,v_13
81,k_81,v_1,v_11
82,k_82,v_17,v_14
83,k_83,v_7,v_20
84,k_84,v_8,v_6
85,k_85,v_13,v_14
86,k_86,v_8,v_20
87,k_87,v_3,v_5
88,k_88,v_1,v_19
89,k_89,v_15,v_8
90,k_90,v_16,v_14
91,k_91,v_7,v_4
92,k_92,v_12,v_4
93,k_93,v_19,v_7
94,k_94,v_2,v_17
95,k_95,v_12,v_7
96,k_96,v_3,v_2
97,k_97,v_14,v_16
98,k_98,v_2,v_10
99,k_99,v_8,v_15
