,id,origin,destination
0,k_0,v_12,v_6
1,k_1,v_3,v_17
2,k_2,v_8,v_1
3,k_3,v_16,v_5
4,k_4,v_9,v_14
5,k_5,v_6,v_18
6,k_6,v_8,v_9
7,k_7,v_9,v_2
8,k_8,v_15,v_17
9,k_9,v_12,v_20
10,k_10,v_20,v_15
11,k_11,v_19,v_8
12,k_12,v_4,v_10
13,k_13,v_20,v_15
14,k_14,v_6,v_3
15,k_15,v_3,v_6
16,k_16,v_1,v_8
17,k_17,v_1,v_12
18,k_18,v_12,v_18
19,k_19,v_8,v_19
20,k_20,v_3,v_16
21,k_21,v_16,v_6
22,k_22,v_18,v_2
23,k_23,v_4,v_6
24,k_24,v_10,v_2
25,k_25,v_3,v_9
26,k_26,v_5,v_17
27,k_27,v_13,v_19
28,k_28,v_4,v_14
29,k_29,v_1,v_13
30,k_30,v_3,v_4
31,k_31,v_4,v_7
32,k_32,v_2,v_15
33,k_33,v_7,v_19
34,k_34,v_13,v_14
35,k_35,v_14,v_16
36,k_36,v_12,v_14
37,k_37,v_1,v_12
38,k_38,v_1,v_18
39,k_39,v_15,v_2
40,k_40,v_7,v_3
41,k_41,v_8,v_13
42,k_42,v_18,v_20
43,k_43,v_10,v_6
44,k_44,v_20,v_8
45,k_45,v_13,v_20
46,k_46,v_15,v_1
47,k_47,v_17,v_14
48,k_48,v_12,v_1
49,k_49,v_2,v_4
50,k_50,v_14,v_9
51,k_51,v_13,v_2
52,k_52,v_17,v_4
53,k_53,v_20,v_11
54,k_54,v_6,v_11
55,k_55,v_1,v_20
56,k_56,v_19,v_8
57,k_57,v_14,v_13
58,k_58,v_9,v_10
59,k_59,v_18,v_7
60,k_60,v_11,v_5
61,k_61,v_7,v_4
62,k_62,v_5,v_8
63,k_63,v_20,v_15
64,k_64,v_2,v_6
65,k_65,v_17,v_11
66,k_66,v_8,v_2
67,k_67,v_14,v_4
68,k_68,v_2,v_13
69,k_69,v_5,v_18
70,k_70,v_7,v_1
71,k_71,v_19,v_14
72,k_72,v_17,v_18
73,k_73,v_18,v_14
74,k_74,v_12,v_1
75,k_75,v_2,v_19
76,k_76,v_8,v_13
77,k_77,v_3,v_16
78,k_78,v_11,v_9
79,k_79,v_1,v_2
80,k_80,v_14,v_20
81,k_81,v_13,v_18
82,k_82,v_13,v_10
83,k_83,v_4,v_7
84,k_84,v_14,v_4
85,k_85,v_16,v_14
86,k_86,v_18,v_4
87,k_87,v_20,v_18
88,k_88,v_4,v_15
89,k_89,v_5,v_2
90,k_90,v_10,v_8
91,k_91,v_16,v_2
92,k_92,v_15,v_8
93,k_93,v_19,v_13
94,k_94,v_15,v_17
95,k_95,v_12,v_11
96,k_96,v_8,v_9
97,k_97,v_9,v_17
98,k_98,v_20,v_6
99,k_99,v_9,v_13
100,k_100,v_20,v_8
101,k_101,v_3,v_11
102,k_102,v_11,v_15
103,k_103,v_3,v_20
104,k_104,v_19,v_14
105,k_105,v_12,v_6
106,k_106,v_17,v_6
107,k_107,v_15,v_4
108,k_108,v_15,v_7
109,k_109,v_18,v_1
110,k_110,v_6,v_14
111,k_111,v_9,v_17
112,k_112,v_13,v_11
113,k_113,v_17,v_15
114,k_114,v_16,v_4
115,k_115,v_15,v_2
116,k_116,v_6,v_10
117,k_117,v_5,v_10
118,k_118,v_16,v_15
119,k_119,v_3,v_8
120,k_120,v_14,v_19
121,k_121,v_20,v_8
122,k_122,v_10,v_13
123,k_123,v_17,v_19
124,k_124,v_19,v_16
125,k_125,v_10,v_1
126,k_126,v_3,v_13
127,k_127,v_19,v_2
128,k_128,v_11,v_3
129,k_129,v_5,v_7
130,k_130,v_3,v_14
131,k_131,v_16,v_15
132,k_132,v_13,v_9
133,k_133,v_12,v_7
134,k_134,v_2,v_4
135,k_135,v_14,v_17
136,k_136,v_1,v_10
137,k_137,v_19,v_18
138,k_138,v_6,v_13
139,k_139,v_10,v_4
140,k_140,v_1,v_2
141,k_141,v_14,v_16
142,k_142,v_15,v_1
143,k_143,v_11,v_18
144,k_144,v_18,v_14
145,k_145,v_18,v_19
146,k_146,v_16,v_5
147,k_147,v_17,v_13
148,k_148,v_10,v_20
149,k_149,v_14,v_1
