,id,origin,destination,distance,arc_cap
0,e_0,v_17,v_15,21,2
1,e_1,v_8,v_18,13,4
2,e_2,v_19,v_8,8,4
3,e_3,v_10,v_2,27,1
4,e_4,v_12,v_15,11,2
5,e_5,v_1,v_4,11,2
6,e_6,v_7,v_19,15,5
7,e_7,v_9,v_7,13,1
8,e_8,v_16,v_19,11,5
9,e_9,v_20,v_7,15,1
10,e_10,v_20,v_5,14,5
11,e_11,v_14,v_3,3,2
12,e_12,v_15,v_7,14,5
13,e_13,v_15,v_9,23,3
14,e_14,v_2,v_3,18,3
15,e_15,v_20,v_19,1,5
16,e_16,v_11,v_14,17,4
17,e_17,v_2,v_16,16,3
18,e_18,v_9,v_20,3,5
19,e_19,v_19,v_6,1,3
20,e_20,v_14,v_18,12,3
21,e_21,v_6,v_15,24,2
22,e_22,v_15,v_8,19,3
23,e_23,v_13,v_10,28,4
24,e_24,v_19,v_14,5,5
25,e_25,v_9,v_3,6,3
26,e_26,v_8,v_13,22,2
27,e_27,v_17,v_6,10,1
28,e_28,v_1,v_16,11,2
29,e_29,v_11,v_20,22,4
30,e_30,v_17,v_11,18,5
31,e_31,v_2,v_4,24,5
32,e_32,v_8,v_10,10,1
33,e_33,v_7,v_13,17,3
34,e_34,v_5,v_3,8,1
35,e_35,v_17,v_9,9,5
36,e_36,v_4,v_19,11,3
37,e_37,v_11,v_3,15,5
38,e_38,v_1,v_18,17,1
39,e_39,v_14,v_11,17,3
40,e_40,v_7,v_15,14,2
41,e_41,v_4,v_8,7,2
42,e_42,v_14,v_15,20,4
43,e_43,v_18,v_4,18,1
44,e_44,v_1,v_13,26,3
45,e_45,v_4,v_9,10,3
46,e_46,v_9,v_15,23,3
47,e_47,v_13,v_3,19,1
48,e_48,v_8,v_4,7,5
49,e_49,v_17,v_7,8,1
