,id,origin,destination,distance,arc_cap
0,e_0,v_13,v_7,17,5
1,e_1,v_2,v_3,18,1
2,e_2,v_16,v_1,11,3
3,e_3,v_15,v_4,23,1
4,e_4,v_9,v_10,4,3
5,e_5,v_2,v_17,22,5
6,e_6,v_14,v_1,5,4
7,e_7,v_20,v_7,15,4
8,e_8,v_16,v_18,7,3
9,e_9,v_13,v_20,26,5
10,e_10,v_1,v_13,26,1
11,e_11,v_2,v_18,9,2
12,e_12,v_10,v_12,25,1
13,e_13,v_12,v_13,7,5
14,e_14,v_2,v_1,25,5
15,e_15,v_10,v_19,2,5
16,e_16,v_11,v_2,4,5
17,e_17,v_10,v_4,13,4
18,e_18,v_17,v_9,9,5
19,e_19,v_18,v_19,17,1
20,e_20,v_9,v_6,2,5
21,e_21,v_12,v_4,28,3
22,e_22,v_16,v_5,9,2
23,e_23,v_19,v_10,2,2
24,e_24,v_3,v_20,8,2
25,e_25,v_18,v_12,11,2
26,e_26,v_19,v_11,22,4
27,e_27,v_7,v_16,11,1
28,e_28,v_12,v_18,11,5
29,e_29,v_5,v_7,3,1
30,e_30,v_4,v_17,3,3
31,e_31,v_18,v_1,17,4
32,e_32,v_8,v_3,6,2
33,e_33,v_18,v_6,16,2
34,e_34,v_8,v_2,20,4
35,e_35,v_9,v_19,3,3
36,e_36,v_12,v_19,25,5
37,e_37,v_3,v_19,8,5
38,e_38,v_19,v_18,17,4
39,e_39,v_9,v_7,13,3
40,e_40,v_14,v_15,20,2
41,e_41,v_20,v_3,8,5
42,e_42,v_20,v_2,25,2
43,e_43,v_15,v_16,16,2
44,e_44,v_17,v_13,25,2
45,e_45,v_9,v_2,24,5
46,e_46,v_19,v_14,5,5
47,e_47,v_2,v_20,25,2
48,e_48,v_11,v_16,13,4
49,e_49,v_19,v_15,25,4
50,e_50,v_12,v_6,24,4
51,e_51,v_3,v_2,18,2
52,e_52,v_17,v_16,14,3
53,e_53,v_13,v_17,25,1
54,e_54,v_3,v_5,8,3
55,e_55,v_8,v_7,8,3
56,e_56,v_1,v_5,14,3
57,e_57,v_13,v_2,4,1
58,e_58,v_3,v_15,18,5
59,e_59,v_1,v_3,8,5
60,e_60,v_1,v_10,2,4
61,e_61,v_8,v_14,6,3
62,e_62,v_10,v_9,4,5
63,e_63,v_6,v_3,7,4
64,e_64,v_6,v_7,14,1
65,e_65,v_3,v_18,10,5
66,e_66,v_6,v_8,7,1
67,e_67,v_1,v_18,17,3
68,e_68,v_17,v_12,26,1
69,e_69,v_5,v_11,9,2
70,e_70,v_2,v_15,2,2
71,e_71,v_11,v_20,22,3
72,e_72,v_19,v_17,10,3
73,e_73,v_17,v_19,10,1
74,e_74,v_19,v_16,11,5
75,e_75,v_2,v_4,24,4
76,e_76,v_10,v_15,26,4
77,e_77,v_15,v_20,25,4
78,e_78,v_6,v_15,24,3
79,e_79,v_3,v_10,9,3
80,e_80,v_13,v_14,21,3
81,e_81,v_19,v_3,8,3
82,e_82,v_17,v_15,21,3
83,e_83,v_16,v_14,6,2
84,e_84,v_20,v_17,11,5
85,e_85,v_3,v_6,7,4
86,e_86,v_15,v_1,25,5
87,e_87,v_17,v_2,22,3
88,e_88,v_5,v_8,8,2
89,e_89,v_6,v_13,26,2
90,e_90,v_4,v_13,26,1
91,e_91,v_16,v_7,11,5
92,e_92,v_15,v_17,21,3
93,e_93,v_1,v_17,11,4
94,e_94,v_10,v_11,23,1
95,e_95,v_3,v_4,12,5
96,e_96,v_11,v_18,6,1
97,e_97,v_7,v_2,14,5
98,e_98,v_10,v_6,3,5
99,e_99,v_18,v_20,17,2
