,id,origin,destination
0,k_0,v_2,v_5
1,k_1,v_7,v_20
2,k_2,v_2,v_19
3,k_3,v_11,v_10
4,k_4,v_2,v_8
5,k_5,v_13,v_1
6,k_6,v_4,v_3
7,k_7,v_20,v_9
8,k_8,v_11,v_7
9,k_9,v_2,v_1
10,k_10,v_14,v_7
11,k_11,v_1,v_5
12,k_12,v_18,v_2
13,k_13,v_13,v_18
14,k_14,v_17,v_12
15,k_15,v_20,v_7
16,k_16,v_2,v_12
17,k_17,v_1,v_5
18,k_18,v_20,v_5
19,k_19,v_20,v_19
20,k_20,v_7,v_16
21,k_21,v_15,v_14
22,k_22,v_1,v_4
23,k_23,v_3,v_15
24,k_24,v_16,v_9
25,k_25,v_10,v_13
26,k_26,v_10,v_12
27,k_27,v_14,v_13
28,k_28,v_1,v_9
29,k_29,v_9,v_12
30,k_30,v_5,v_10
31,k_31,v_4,v_1
32,k_32,v_14,v_20
33,k_33,v_15,v_7
34,k_34,v_6,v_14
35,k_35,v_14,v_12
36,k_36,v_12,v_15
37,k_37,v_8,v_1
38,k_38,v_14,v_4
39,k_39,v_10,v_12
40,k_40,v_14,v_9
41,k_41,v_14,v_20
42,k_42,v_14,v_20
43,k_43,v_3,v_16
44,k_44,v_19,v_9
45,k_45,v_9,v_16
46,k_46,v_3,v_15
47,k_47,v_11,v_13
48,k_48,v_18,v_19
49,k_49,v_11,v_1
50,k_50,v_9,v_13
51,k_51,v_19,v_9
52,k_52,v_8,v_10
53,k_53,v_20,v_5
54,k_54,v_20,v_5
55,k_55,v_17,v_7
56,k_56,v_14,v_18
57,k_57,v_8,v_20
58,k_58,v_9,v_1
59,k_59,v_9,v_13
60,k_60,v_5,v_2
61,k_61,v_2,v_12
62,k_62,v_2,v_4
63,k_63,v_10,v_14
64,k_64,v_20,v_5
65,k_65,v_19,v_5
66,k_66,v_7,v_3
67,k_67,v_12,v_17
68,k_68,v_10,v_8
69,k_69,v_10,v_12
70,k_70,v_10,v_5
71,k_71,v_13,v_10
72,k_72,v_1,v_7
73,k_73,v_12,v_6
74,k_74,v_18,v_20
75,k_75,v_1,v_9
76,k_76,v_16,v_18
77,k_77,v_12,v_2
78,k_78,v_2,v_20
79,k_79,v_19,v_10
80,k_80,v_12,v_3
81,k_81,v_19,v_15
82,k_82,v_10,v_8
83,k_83,v_17,v_7
84,k_84,v_3,v_6
85,k_85,v_13,v_19
86,k_86,v_1,v_5
87,k_87,v_7,v_17
88,k_88,v_4,v_13
89,k_89,v_9,v_14
90,k_90,v_2,v_17
91,k_91,v_18,v_13
92,k_92,v_13,v_5
93,k_93,v_6,v_19
94,k_94,v_6,v_1
95,k_95,v_19,v_20
96,k_96,v_10,v_17
97,k_97,v_16,v_10
98,k_98,v_12,v_14
99,k_99,v_5,v_15
100,k_100,v_14,v_1
101,k_101,v_3,v_9
102,k_102,v_7,v_16
103,k_103,v_20,v_11
104,k_104,v_13,v_12
105,k_105,v_5,v_13
106,k_106,v_10,v_16
107,k_107,v_5,v_4
108,k_108,v_7,v_1
109,k_109,v_8,v_11
110,k_110,v_19,v_4
111,k_111,v_14,v_3
112,k_112,v_9,v_16
113,k_113,v_12,v_18
114,k_114,v_20,v_17
115,k_115,v_20,v_5
116,k_116,v_20,v_19
117,k_117,v_17,v_18
118,k_118,v_2,v_19
119,k_119,v_1,v_5
120,k_120,v_15,v_9
121,k_121,v_11,v_5
122,k_122,v_4,v_14
123,k_123,v_6,v_20
124,k_124,v_17,v_12
125,k_125,v_9,v_16
126,k_126,v_20,v_8
127,k_127,v_13,v_15
128,k_128,v_17,v_10
129,k_129,v_5,v_12
130,k_130,v_20,v_15
131,k_131,v_6,v_2
132,k_132,v_5,v_12
133,k_133,v_20,v_19
134,k_134,v_20,v_6
135,k_135,v_16,v_1
136,k_136,v_13,v_17
137,k_137,v_8,v_4
138,k_138,v_17,v_5
139,k_139,v_9,v_10
140,k_140,v_20,v_3
141,k_141,v_2,v_11
142,k_142,v_8,v_13
143,k_143,v_6,v_12
144,k_144,v_16,v_12
145,k_145,v_5,v_11
146,k_146,v_5,v_11
147,k_147,v_2,v_9
148,k_148,v_11,v_8
149,k_149,v_2,v_1
