,id,origin,destination,distance,hard_cap
0,e_0,v_8,v_10,10,2
1,e_1,v_8,v_5,8,3
2,e_2,v_19,v_14,5,5
3,e_3,v_13,v_15,5,3
4,e_4,v_12,v_4,28,1
5,e_5,v_15,v_4,23,2
6,e_6,v_6,v_13,26,3
7,e_7,v_11,v_3,15,5
8,e_8,v_19,v_12,25,1
9,e_9,v_12,v_19,25,1
10,e_10,v_8,v_6,7,4
11,e_11,v_17,v_14,10,2
12,e_12,v_2,v_12,10,2
13,e_13,v_4,v_20,11,3
14,e_14,v_18,v_7,9,5
15,e_15,v_19,v_6,1,5
16,e_16,v_17,v_20,11,5
17,e_17,v_6,v_11,21,5
18,e_18,v_20,v_9,3,3
19,e_19,v_14,v_16,6,4
20,e_20,v_4,v_14,12,3
21,e_21,v_4,v_9,10,2
22,e_22,v_15,v_19,25,4
23,e_23,v_6,v_8,7,1
24,e_24,v_11,v_20,22,2
25,e_25,v_1,v_9,3,4
26,e_26,v_11,v_18,6,5
27,e_27,v_1,v_12,25,3
28,e_28,v_5,v_2,13,4
29,e_29,v_16,v_18,7,4
30,e_30,v_13,v_19,26,3
31,e_31,v_8,v_12,22,3
32,e_32,v_2,v_16,16,1
33,e_33,v_16,v_11,13,2
34,e_34,v_4,v_2,24,1
35,e_35,v_3,v_15,18,3
36,e_36,v_5,v_4,12,5
37,e_37,v_5,v_12,17,1
38,e_38,v_8,v_3,6,1
39,e_39,v_15,v_14,20,4
40,e_40,v_20,v_18,17,3
41,e_41,v_19,v_7,15,1
42,e_42,v_18,v_4,18,2
43,e_43,v_11,v_6,21,4
44,e_44,v_18,v_16,7,4
45,e_45,v_10,v_7,17,1
46,e_46,v_17,v_15,21,3
47,e_47,v_6,v_7,14,4
48,e_48,v_12,v_7,19,5
49,e_49,v_6,v_1,1,2
50,e_50,v_9,v_12,24,5
51,e_51,v_16,v_12,14,4
52,e_52,v_12,v_6,24,1
53,e_53,v_9,v_1,3,4
54,e_54,v_4,v_8,7,2
55,e_55,v_15,v_17,21,5
56,e_56,v_16,v_3,4,5
57,e_57,v_14,v_20,5,2
58,e_58,v_3,v_11,15,3
59,e_59,v_10,v_12,25,5
