,id,origin,destination,distance,hard_cap
0,"e_3,1,2,2","3,1","2,2",2,1
1,"e_18,15,18,17","18,15","18,17",2,1
2,"e_18,15,20,14","18,15","20,14",3,2
3,"e_10,18,12,18","10,18","12,18",2,3
4,"e_14,21,14,23","14,21","14,23",2,3
5,"e_12,18,10,18","12,18","10,18",2,2
6,"e_12,18,13,17","12,18","13,17",2,2
7,"e_18,17,18,15","18,17","18,15",2,2
8,"e_20,14,18,15","20,14","18,15",3,3
9,"e_2,2,3,1","2,2","3,1",2,3
10,"e_13,17,12,18","13,17","12,18",2,2
11,"e_14,23,14,21","14,23","14,21",2,3
12,"e_3,1,18,17","3,1","18,17",31,1
13,"e_18,15,0,16","18,15","0,16",19,2
14,"e_18,15,14,21","18,15","14,21",10,3
15,"e_7,5,18,15","7,5","18,15",21,3
16,"e_20,21,2,2","20,21","2,2",37,2
17,"e_0,16,3,1","0,16","3,1",18,3
18,"e_10,18,12,13","10,18","12,13",7,2
19,"e_14,21,12,13","14,21","12,13",10,2
20,"e_12,18,18,15","12,18","18,15",9,1
21,"e_12,13,10,18","12,13","10,18",7,2
22,"e_12,13,14,21","12,13","14,21",10,2
23,"e_15,8,12,13","15,8","12,13",8,2
24,"e_15,8,10,18","15,8","10,18",15,1
25,"e_16,0,10,18","16,0","10,18",24,3
26,"e_4,18,18,17","4,18","18,17",15,2
27,"e_18,17,20,14","18,17","20,14",5,1
28,"e_18,17,2,14","18,17","2,14",19,2
29,"e_20,14,20,21","20,14","20,21",7,3
30,"e_2,2,13,17","2,2","13,17",26,1
31,"e_13,17,7,24","13,17","7,24",13,1
32,"e_7,24,4,18","7,24","4,18",9,2
33,"e_12,1,7,5","12,1","7,5",9,1
34,"e_14,23,15,8","14,23","15,8",16,2
35,"e_2,14,20,21","2,14","20,21",25,2
