,id,demand,origin,destination
0,k_0,1,"12,18","16,1"
1,k_1,1,"20,3","12,21"
2,k_2,1,"20,3","4,4"
3,k_3,1,"20,13","10,3"
4,k_4,1,"8,0","20,13"
5,k_5,1,"16,1","16,10"
6,k_6,1,"19,14","15,2"
7,k_7,1,"16,10","10,3"
8,k_8,1,"20,3","24,24"
9,k_9,1,"16,10","9,6"
10,k_10,1,"13,19","4,2"
11,k_11,1,"4,2","10,3"
12,k_12,1,"15,2","16,10"
13,k_13,1,"16,1","13,11"
14,k_14,1,"15,2","16,10"
15,k_15,1,"7,10","13,19"
16,k_16,1,"15,2","11,20"
17,k_17,1,"8,0","24,24"
18,k_18,1,"13,11","12,18"
19,k_19,1,"9,6","4,4"
20,k_20,1,"16,1","19,14"
21,k_21,1,"13,19","20,3"
22,k_22,1,"16,1","9,6"
23,k_23,1,"12,18","20,13"
24,k_24,1,"19,14","15,2"
25,k_25,1,"24,24","16,1"
26,k_26,1,"10,3","12,18"
27,k_27,1,"15,2","11,20"
28,k_28,1,"5,16","10,3"
29,k_29,1,"16,10","7,10"
30,k_30,1,"5,16","4,4"
31,k_31,1,"4,4","19,14"
32,k_32,1,"16,1","11,20"
33,k_33,1,"20,3","19,14"
34,k_34,1,"13,11","10,3"
35,k_35,1,"7,10","13,19"
36,k_36,1,"2,9","12,21"
37,k_37,1,"11,20","24,24"
38,k_38,1,"12,21","19,14"
39,k_39,1,"24,24","13,11"
40,k_40,1,"4,2","15,2"
41,k_41,1,"10,3","12,21"
42,k_42,1,"10,3","4,4"
43,k_43,1,"9,6","4,2"
44,k_44,1,"16,1","16,10"
45,k_45,1,"12,21","13,11"
46,k_46,1,"20,13","4,2"
47,k_47,1,"20,3","11,20"
48,k_48,1,"11,20","16,1"
49,k_49,1,"4,2","13,11"
50,k_50,1,"20,13","10,3"
51,k_51,1,"24,24","20,3"
52,k_52,1,"4,4","24,24"
53,k_53,1,"12,21","16,1"
54,k_54,1,"12,21","13,11"
55,k_55,1,"13,19","16,10"
56,k_56,1,"20,13","4,4"
57,k_57,1,"8,0","13,19"
58,k_58,1,"13,11","9,6"
59,k_59,1,"19,14","11,20"
60,k_60,1,"19,14","11,20"
61,k_61,1,"5,16","19,14"
62,k_62,1,"12,21","20,13"
63,k_63,1,"16,1","12,21"
64,k_64,1,"9,6","13,19"
65,k_65,1,"8,0","4,2"
66,k_66,1,"16,1","9,6"
67,k_67,1,"12,18","20,13"
68,k_68,1,"11,20","4,4"
69,k_69,1,"13,19","16,10"
70,k_70,1,"11,20","20,3"
71,k_71,1,"11,20","16,1"
72,k_72,1,"19,14","10,3"
73,k_73,1,"13,19","20,3"
74,k_74,1,"12,21","13,11"
75,k_75,1,"15,2","24,24"
76,k_76,1,"20,3","10,3"
77,k_77,1,"15,2","9,6"
78,k_78,1,"13,11","12,18"
79,k_79,1,"8,0","13,19"
80,k_80,1,"4,2","15,2"
81,k_81,1,"7,10","16,10"
82,k_82,1,"16,1","13,19"
83,k_83,1,"11,20","16,1"
84,k_84,1,"11,20","13,11"
85,k_85,1,"16,1","13,19"
86,k_86,1,"19,14","20,3"
87,k_87,1,"16,1","24,24"
88,k_88,1,"16,10","11,20"
89,k_89,1,"5,16","9,6"
90,k_90,1,"9,6","4,4"
91,k_91,1,"10,3","20,13"
92,k_92,1,"9,6","20,13"
93,k_93,1,"20,13","15,2"
94,k_94,1,"2,9","19,14"
95,k_95,1,"13,19","10,3"
96,k_96,1,"5,16","19,14"
97,k_97,1,"7,10","20,3"
98,k_98,1,"24,24","16,10"
99,k_99,1,"16,10","4,4"
100,k_100,1,"9,6","12,21"
101,k_101,1,"4,2","15,2"
102,k_102,1,"12,18","19,14"
103,k_103,1,"5,16","9,6"
104,k_104,1,"16,1","4,2"
105,k_105,1,"20,3","13,11"
106,k_106,1,"2,9","12,18"
107,k_107,1,"10,3","4,4"
108,k_108,1,"4,2","15,2"
109,k_109,1,"2,9","10,3"
110,k_110,1,"7,10","20,3"
111,k_111,1,"24,24","16,10"
112,k_112,1,"19,14","11,20"
113,k_113,1,"12,18","20,3"
114,k_114,1,"9,6","13,19"
115,k_115,1,"16,10","13,19"
116,k_116,1,"16,1","19,14"
117,k_117,1,"4,4","12,21"
118,k_118,1,"24,24","20,13"
119,k_119,1,"12,18","4,4"
120,k_120,1,"4,4","19,14"
121,k_121,1,"2,9","9,6"
122,k_122,1,"19,14","10,3"
123,k_123,1,"12,21","13,11"
124,k_124,1,"16,1","13,11"
125,k_125,1,"24,24","15,2"
126,k_126,1,"16,10","11,20"
127,k_127,1,"5,16","11,20"
128,k_128,1,"11,20","4,4"
129,k_129,1,"2,9","4,4"
130,k_130,1,"9,6","4,2"
131,k_131,1,"11,20","4,4"
132,k_132,1,"16,1","7,10"
133,k_133,1,"16,10","12,21"
134,k_134,1,"24,24","7,10"
135,k_135,1,"12,21","24,24"
136,k_136,1,"7,10","19,14"
137,k_137,1,"16,10","11,20"
138,k_138,1,"4,2","13,19"
139,k_139,1,"4,4","11,20"
140,k_140,1,"8,0","24,24"
141,k_141,1,"12,21","13,11"
142,k_142,1,"5,16","12,21"
143,k_143,1,"5,16","4,4"
144,k_144,1,"2,9","13,19"
145,k_145,1,"16,10","15,2"
146,k_146,1,"20,13","15,2"
147,k_147,1,"7,10","13,11"
148,k_148,1,"11,20","4,2"
149,k_149,1,"5,16","20,13"
150,k_150,1,"12,21","20,13"
151,k_151,1,"12,18","13,11"
152,k_152,1,"20,3","10,3"
153,k_153,1,"19,14","4,2"
154,k_154,1,"8,0","13,19"
155,k_155,1,"24,24","13,11"
156,k_156,1,"11,20","13,11"
157,k_157,1,"12,18","24,24"
158,k_158,1,"10,3","12,18"
159,k_159,1,"4,2","24,24"
160,k_160,1,"16,1","19,14"
161,k_161,1,"15,2","16,10"
162,k_162,1,"20,3","12,18"
163,k_163,1,"15,2","13,11"
164,k_164,1,"13,11","10,3"
165,k_165,1,"19,14","4,4"
166,k_166,1,"12,21","19,14"
167,k_167,1,"12,21","20,3"
168,k_168,1,"20,3","24,24"
169,k_169,1,"19,14","12,21"
170,k_170,1,"13,19","4,2"
171,k_171,1,"4,4","13,19"
172,k_172,1,"11,20","16,1"
173,k_173,1,"5,16","12,21"
174,k_174,1,"9,6","19,14"
175,k_175,1,"7,10","20,3"
176,k_176,1,"24,24","13,11"
177,k_177,1,"5,16","9,6"
178,k_178,1,"9,6","4,2"
179,k_179,1,"12,21","4,2"
180,k_180,1,"16,1","10,3"
181,k_181,1,"2,9","24,24"
182,k_182,1,"20,13","13,11"
183,k_183,1,"8,0","4,4"
184,k_184,1,"13,11","19,14"
185,k_185,1,"7,10","13,11"
186,k_186,1,"15,2","13,19"
187,k_187,1,"19,14","12,21"
188,k_188,1,"16,1","13,11"
189,k_189,1,"7,10","13,19"
190,k_190,1,"4,2","24,24"
191,k_191,1,"4,4","13,19"
192,k_192,1,"12,21","4,4"
193,k_193,1,"5,16","19,14"
194,k_194,1,"16,1","7,10"
195,k_195,1,"15,2","13,19"
