,id,origin,destination,distance,hard_cap
0,"e_5,20,3,20","5,20","3,20",2,3
1,"e_4,9,1,9","4,9","1,9",3,1
2,"e_14,15,16,16","14,15","16,16",3,1
3,"e_14,15,13,14","14,15","13,14",2,4
4,"e_24,9,21,9","24,9","21,9",3,1
5,"e_16,16,14,15","16,16","14,15",3,1
6,"e_13,14,14,15","13,14","14,15",2,4
7,"e_3,20,5,20","3,20","5,20",2,1
8,"e_3,20,2,18","3,20","2,18",3,3
9,"e_21,9,24,9","21,9","24,9",3,1
10,"e_1,9,4,9","1,9","4,9",3,2
11,"e_2,18,3,20","2,18","3,20",3,4
12,"e_13,22,1,2","13,22","1,2",32,4
13,"e_5,20,13,22","5,20","13,22",10,4
14,"e_5,15,1,2","5,15","1,2",17,2
15,"e_4,9,5,15","4,9","5,15",7,1
16,"e_9,16,14,15","9,16","14,15",6,3
17,"e_14,15,15,5","14,15","15,5",11,2
18,"e_13,10,15,20","13,10","15,20",12,1
19,"e_24,9,5,20","24,9","5,20",30,2
20,"e_16,16,13,14","16,16","13,14",5,2
21,"e_13,14,21,9","13,14","21,9",13,2
22,"e_3,20,1,2","3,20","1,2",20,4
23,"e_7,11,1,2","7,11","1,2",15,4
24,"e_1,2,22,6","1,2","22,6",25,3
25,"e_15,20,13,22","15,20","13,22",4,2
26,"e_15,5,16,16","15,5","16,16",12,4
27,"e_21,9,14,15","21,9","14,15",13,1
28,"e_22,6,1,9","22,6","1,9",24,4
29,"e_19,18,4,9","19,18","4,9",24,2
30,"e_1,9,14,15","1,9","14,15",19,1
31,"e_2,18,5,20","2,18","5,20",5,4
