,id,demand,origin,destination
0,k_0,1,"1,2","16,16"
1,k_1,1,"4,9","2,18"
2,k_2,1,"15,5","24,9"
3,k_3,1,"1,2","4,9"
4,k_4,1,"1,9","22,6"
5,k_5,1,"13,14","13,22"
6,k_6,1,"16,16","3,20"
7,k_7,1,"4,9","5,20"
8,k_8,1,"16,16","22,6"
9,k_9,1,"19,18","13,22"
10,k_10,1,"15,20","13,14"
11,k_11,1,"9,16","3,20"
12,k_12,1,"13,22","4,9"
13,k_13,1,"5,15","13,14"
14,k_14,1,"4,9","5,20"
15,k_15,1,"1,9","3,20"
16,k_16,1,"2,18","15,5"
17,k_17,1,"4,9","2,18"
18,k_18,1,"14,15","13,22"
19,k_19,1,"14,15","22,6"
20,k_20,1,"13,14","13,22"
21,k_21,1,"3,20","5,15"
22,k_22,1,"15,20","14,15"
23,k_23,1,"5,15","15,5"
24,k_24,1,"5,20","22,6"
25,k_25,1,"13,22","13,14"
26,k_26,1,"13,10","14,15"
27,k_27,1,"14,15","22,6"
28,k_28,1,"3,20","21,9"
29,k_29,1,"5,20","1,9"
30,k_30,1,"2,18","15,5"
31,k_31,1,"13,14","2,18"
32,k_32,1,"15,5","21,9"
33,k_33,1,"13,10","16,16"
34,k_34,1,"7,11","13,14"
35,k_35,1,"13,10","1,2"
36,k_36,1,"7,11","4,9"
37,k_37,1,"1,9","2,18"
38,k_38,1,"1,9","13,22"
39,k_39,1,"19,18","2,18"
40,k_40,1,"7,11","5,15"
41,k_41,1,"2,18","21,9"
42,k_42,1,"15,5","22,6"
43,k_43,1,"19,18","5,20"
44,k_44,1,"24,9","22,6"
45,k_45,1,"13,14","1,2"
46,k_46,1,"14,15","13,22"
47,k_47,1,"22,6","15,5"
48,k_48,1,"13,14","2,18"
49,k_49,1,"2,18","21,9"
50,k_50,1,"15,20","16,16"
51,k_51,1,"4,9","13,14"
52,k_52,1,"3,20","5,15"
53,k_53,1,"19,18","22,6"
54,k_54,1,"15,5","21,9"
55,k_55,1,"1,2","4,9"
56,k_56,1,"2,18","21,9"
57,k_57,1,"15,5","3,20"
58,k_58,1,"24,9","16,16"
59,k_59,1,"15,5","1,2"
60,k_60,1,"14,15","22,6"
61,k_61,1,"19,18","22,6"
62,k_62,1,"13,10","22,6"
63,k_63,1,"13,22","5,15"
64,k_64,1,"22,6","13,14"
65,k_65,1,"16,16","24,9"
66,k_66,1,"7,11","16,16"
67,k_67,1,"5,20","16,16"
68,k_68,1,"9,16","21,9"
69,k_69,1,"21,9","5,15"
70,k_70,1,"13,14","4,9"
71,k_71,1,"22,6","13,14"
72,k_72,1,"9,16","24,9"
73,k_73,1,"15,5","2,18"
74,k_74,1,"7,11","14,15"
75,k_75,1,"9,16","2,18"
76,k_76,1,"3,20","16,16"
77,k_77,1,"4,9","13,22"
78,k_78,1,"4,9","24,9"
79,k_79,1,"19,18","2,18"
80,k_80,1,"2,18","1,9"
81,k_81,1,"5,15","13,14"
82,k_82,1,"5,20","5,15"
83,k_83,1,"1,9","24,9"
84,k_84,1,"15,20","24,9"
85,k_85,1,"2,18","22,6"
86,k_86,1,"15,5","21,9"
87,k_87,1,"5,20","22,6"
88,k_88,1,"14,15","2,18"
89,k_89,1,"15,5","3,20"
90,k_90,1,"2,18","14,15"
91,k_91,1,"3,20","5,15"
92,k_92,1,"24,9","5,15"
93,k_93,1,"24,9","22,6"
94,k_94,1,"15,5","1,2"
95,k_95,1,"24,9","1,2"
96,k_96,1,"15,20","22,6"
97,k_97,1,"7,11","15,5"
98,k_98,1,"24,9","1,9"
99,k_99,1,"1,2","5,20"
100,k_100,1,"7,11","15,5"
101,k_101,1,"2,18","4,9"
102,k_102,1,"15,20","4,9"
103,k_103,1,"13,22","4,9"
104,k_104,1,"14,15","1,2"
105,k_105,1,"15,20","5,15"
106,k_106,1,"22,6","5,15"
107,k_107,1,"1,2","16,16"
108,k_108,1,"5,15","24,9"
109,k_109,1,"9,16","2,18"
110,k_110,1,"24,9","2,18"
111,k_111,1,"9,16","2,18"
112,k_112,1,"13,10","4,9"
113,k_113,1,"21,9","4,9"
114,k_114,1,"16,16","3,20"
115,k_115,1,"4,9","15,5"
116,k_116,1,"13,22","5,15"
117,k_117,1,"13,22","24,9"
118,k_118,1,"1,9","1,2"
119,k_119,1,"15,20","13,14"
120,k_120,1,"5,20","13,14"
121,k_121,1,"22,6","24,9"
122,k_122,1,"19,18","14,15"
123,k_123,1,"15,20","5,15"
124,k_124,1,"5,20","16,16"
125,k_125,1,"5,20","14,15"
126,k_126,1,"5,20","24,9"
127,k_127,1,"15,20","13,14"
128,k_128,1,"21,9","5,15"
129,k_129,1,"1,2","24,9"
130,k_130,1,"21,9","4,9"
131,k_131,1,"22,6","5,15"
132,k_132,1,"4,9","16,16"
133,k_133,1,"2,18","14,15"
134,k_134,1,"19,18","2,18"
135,k_135,1,"3,20","4,9"
136,k_136,1,"14,15","4,9"
137,k_137,1,"1,9","22,6"
138,k_138,1,"3,20","1,9"
139,k_139,1,"19,18","3,20"
140,k_140,1,"5,20","14,15"
141,k_141,1,"1,9","24,9"
142,k_142,1,"13,14","5,20"
143,k_143,1,"5,20","22,6"
144,k_144,1,"13,22","24,9"
145,k_145,1,"15,5","3,20"
146,k_146,1,"1,9","1,2"
147,k_147,1,"15,20","22,6"
148,k_148,1,"2,18","1,9"
149,k_149,1,"3,20","15,5"
150,k_150,1,"4,9","2,18"
151,k_151,1,"5,20","14,15"
152,k_152,1,"21,9","22,6"
153,k_153,1,"2,18","14,15"
154,k_154,1,"15,5","5,20"
155,k_155,1,"13,14","5,20"
156,k_156,1,"1,2","21,9"
157,k_157,1,"9,16","3,20"
158,k_158,1,"2,18","13,14"
159,k_159,1,"13,22","1,9"
160,k_160,1,"13,22","16,16"
161,k_161,1,"13,22","21,9"
162,k_162,1,"1,2","3,20"
163,k_163,1,"4,9","2,18"
164,k_164,1,"15,5","3,20"
165,k_165,1,"1,9","13,22"
166,k_166,1,"5,15","1,9"
167,k_167,1,"1,9","3,20"
168,k_168,1,"13,22","1,9"
169,k_169,1,"1,9","24,9"
170,k_170,1,"4,9","24,9"
171,k_171,1,"13,14","4,9"
172,k_172,1,"24,9","22,6"
173,k_173,1,"9,16","24,9"
174,k_174,1,"13,22","1,9"
175,k_175,1,"13,10","16,16"
176,k_176,1,"9,16","2,18"
177,k_177,1,"13,14","13,22"
178,k_178,1,"21,9","13,22"
179,k_179,1,"2,18","13,14"
180,k_180,1,"3,20","1,9"
181,k_181,1,"9,16","24,9"
182,k_182,1,"15,5","13,22"
183,k_183,1,"2,18","16,16"
184,k_184,1,"13,22","13,14"
185,k_185,1,"5,15","1,9"
186,k_186,1,"24,9","13,14"
187,k_187,1,"4,9","16,16"
188,k_188,1,"16,16","3,20"
189,k_189,1,"9,16","24,9"
190,k_190,1,"22,6","21,9"
191,k_191,1,"13,10","14,15"
192,k_192,1,"1,9","13,22"
193,k_193,1,"1,9","2,18"
194,k_194,1,"4,9","2,18"
195,k_195,1,"22,6","1,2"
196,k_196,1,"21,9","1,9"
197,k_197,1,"5,20","15,5"
198,k_198,1,"13,10","1,9"
199,k_199,1,"16,16","5,20"
