,id,demand,origin,destination
0,k_0,1,"18,8","11,14"
1,k_1,1,"17,10","10,16"
2,k_2,1,"3,5","0,16"
3,k_3,1,"17,10","10,16"
4,k_4,1,"17,1","2,21"
5,k_5,1,"0,16","6,24"
6,k_6,1,"18,24","11,8"
7,k_7,1,"3,5","17,10"
8,k_8,1,"12,5","11,8"
9,k_9,1,"18,24","11,14"
10,k_10,1,"21,23","17,10"
11,k_11,1,"18,8","11,0"
12,k_12,1,"18,24","18,8"
13,k_13,1,"5,6","12,5"
14,k_14,1,"0,16","6,24"
15,k_15,1,"3,5","10,16"
16,k_16,1,"2,21","11,0"
17,k_17,1,"18,24","18,8"
18,k_18,1,"23,17","11,14"
19,k_19,1,"6,24","11,8"
20,k_20,1,"9,4","10,16"
21,k_21,1,"3,5","2,21"
22,k_22,1,"23,14","11,14"
23,k_23,1,"12,5","2,21"
24,k_24,1,"9,4","10,16"
25,k_25,1,"3,5","2,21"
26,k_26,1,"11,0","2,21"
27,k_27,1,"23,14","0,16"
28,k_28,1,"22,9","12,5"
29,k_29,1,"23,14","11,14"
30,k_30,1,"3,5","18,8"
31,k_31,1,"21,23","12,5"
32,k_32,1,"2,21","6,24"
33,k_33,1,"9,4","17,10"
34,k_34,1,"22,9","2,21"
35,k_35,1,"22,9","2,21"
36,k_36,1,"6,24","0,16"
37,k_37,1,"8,13","11,14"
38,k_38,1,"17,1","17,10"
39,k_39,1,"10,16","0,16"
40,k_40,1,"23,14","11,8"
41,k_41,1,"21,23","11,14"
42,k_42,1,"21,23","12,5"
43,k_43,1,"10,16","12,5"
44,k_44,1,"23,17","11,14"
45,k_45,1,"17,1","2,21"
46,k_46,1,"21,23","2,21"
47,k_47,1,"8,13","12,5"
48,k_48,1,"10,16","0,16"
49,k_49,1,"10,16","11,8"
50,k_50,1,"17,1","0,16"
51,k_51,1,"0,16","17,10"
52,k_52,1,"0,16","17,10"
53,k_53,1,"6,24","0,16"
54,k_54,1,"22,9","2,21"
55,k_55,1,"11,14","0,16"
56,k_56,1,"2,21","18,8"
57,k_57,1,"17,1","12,5"
58,k_58,1,"21,23","11,0"
59,k_59,1,"18,24","11,8"
60,k_60,1,"0,16","17,10"
61,k_61,1,"11,14","11,8"
62,k_62,1,"11,8","10,16"
63,k_63,1,"2,21","11,14"
64,k_64,1,"21,23","17,10"
65,k_65,1,"23,17","10,16"
66,k_66,1,"17,10","17,1"
67,k_67,1,"3,5","17,10"
68,k_68,1,"11,14","17,10"
69,k_69,1,"21,23","6,24"
70,k_70,1,"5,6","17,10"
71,k_71,1,"18,24","11,8"
72,k_72,1,"6,24","2,21"
73,k_73,1,"21,23","11,0"
74,k_74,1,"21,23","0,16"
75,k_75,1,"11,8","18,8"
76,k_76,1,"17,1","0,16"
77,k_77,1,"17,10","11,0"
78,k_78,1,"3,5","10,16"
79,k_79,1,"17,1","6,24"
80,k_80,1,"9,4","2,21"
81,k_81,1,"5,6","17,10"
82,k_82,1,"11,8","0,16"
83,k_83,1,"10,16","0,16"
84,k_84,1,"12,5","18,8"
85,k_85,1,"11,0","10,16"
86,k_86,1,"11,0","0,16"
87,k_87,1,"10,16","12,5"
88,k_88,1,"9,4","11,0"
89,k_89,1,"2,21","6,24"
90,k_90,1,"0,16","11,0"
91,k_91,1,"10,16","11,8"
92,k_92,1,"21,23","0,16"
93,k_93,1,"23,14","12,5"
94,k_94,1,"17,10","11,0"
95,k_95,1,"3,5","17,10"
96,k_96,1,"0,16","2,21"
97,k_97,1,"0,16","11,0"
98,k_98,1,"23,17","10,16"
99,k_99,1,"17,1","17,10"
100,k_100,1,"11,8","17,10"
101,k_101,1,"22,9","11,0"
102,k_102,1,"5,6","18,8"
103,k_103,1,"6,24","2,21"
104,k_104,1,"22,9","2,21"
105,k_105,1,"17,1","12,5"
106,k_106,1,"23,17","6,24"
107,k_107,1,"8,13","10,16"
108,k_108,1,"17,1","11,0"
109,k_109,1,"6,24","2,21"
110,k_110,1,"23,14","0,16"
111,k_111,1,"2,21","11,14"
112,k_112,1,"11,0","0,16"
113,k_113,1,"11,14","2,21"
114,k_114,1,"11,8","2,21"
115,k_115,1,"23,14","11,0"
116,k_116,1,"0,16","11,0"
117,k_117,1,"21,23","11,0"
118,k_118,1,"11,14","2,21"
119,k_119,1,"12,5","0,16"
120,k_120,1,"6,24","0,16"
121,k_121,1,"11,8","2,21"
122,k_122,1,"22,9","11,14"
123,k_123,1,"2,21","11,8"
124,k_124,1,"6,24","0,16"
125,k_125,1,"6,24","2,21"
126,k_126,1,"23,14","10,16"
127,k_127,1,"17,10","0,16"
128,k_128,1,"21,23","10,16"
129,k_129,1,"18,8","10,16"
130,k_130,1,"17,10","0,16"
131,k_131,1,"12,5","17,10"
132,k_132,1,"11,0","10,16"
133,k_133,1,"17,1","12,5"
134,k_134,1,"3,5","2,21"
135,k_135,1,"22,9","17,10"
136,k_136,1,"6,24","12,5"
137,k_137,1,"12,5","17,10"
138,k_138,1,"0,16","12,5"
139,k_139,1,"11,8","10,16"
140,k_140,1,"17,10","10,16"
141,k_141,1,"9,4","6,24"
142,k_142,1,"12,5","18,8"
143,k_143,1,"17,1","6,24"
144,k_144,1,"21,23","12,5"
145,k_145,1,"9,4","6,24"
146,k_146,1,"11,14","17,10"
147,k_147,1,"21,23","2,21"
148,k_148,1,"18,8","11,0"
149,k_149,1,"11,0","10,16"
150,k_150,1,"22,9","11,8"
151,k_151,1,"8,13","0,16"
152,k_152,1,"17,10","11,0"
153,k_153,1,"2,21","12,5"
154,k_154,1,"22,9","11,0"
155,k_155,1,"18,24","6,24"
156,k_156,1,"11,0","6,24"
157,k_157,1,"2,21","11,14"
158,k_158,1,"6,24","2,21"
159,k_159,1,"23,17","6,24"
160,k_160,1,"9,4","11,0"
161,k_161,1,"23,14","12,5"
162,k_162,1,"2,21","11,0"
163,k_163,1,"2,21","12,5"
164,k_164,1,"3,5","2,21"
165,k_165,1,"23,14","17,1"
166,k_166,1,"17,1","17,10"
167,k_167,1,"17,10","0,16"
168,k_168,1,"6,24","11,8"
169,k_169,1,"5,6","12,5"
170,k_170,1,"5,6","0,16"
171,k_171,1,"11,8","17,10"
172,k_172,1,"2,21","17,10"
173,k_173,1,"18,8","11,14"
174,k_174,1,"2,21","17,10"
175,k_175,1,"21,23","11,14"
176,k_176,1,"17,10","11,0"
177,k_177,1,"18,8","10,16"
178,k_178,1,"8,13","11,8"
179,k_179,1,"17,10","10,16"
180,k_180,1,"17,10","0,16"
181,k_181,1,"6,24","12,5"
182,k_182,1,"0,16","11,0"
183,k_183,1,"2,21","11,0"
184,k_184,1,"17,1","2,21"
185,k_185,1,"22,9","17,10"
186,k_186,1,"5,6","6,24"
187,k_187,1,"3,5","17,10"
188,k_188,1,"5,6","23,17"
189,k_189,1,"3,5","2,21"
190,k_190,1,"9,4","6,24"
191,k_191,1,"9,4","11,0"
192,k_192,1,"11,0","6,24"
193,k_193,1,"8,13","10,16"
194,k_194,1,"11,14","2,21"
195,k_195,1,"21,23","12,5"
196,k_196,1,"2,21","12,5"
197,k_197,1,"2,21","12,5"
198,k_198,1,"2,21","6,24"
199,k_199,1,"11,8","10,16"
