,id,origin,destination,distance,hard_cap
0,e_0,v_6,v_14,5,2
1,e_1,v_17,v_19,10,4
2,e_2,v_14,v_11,17,3
3,e_3,v_19,v_20,1,1
4,e_4,v_20,v_14,5,4
5,e_5,v_10,v_6,3,5
6,e_6,v_3,v_16,4,2
7,e_7,v_10,v_17,12,2
8,e_8,v_19,v_9,3,5
9,e_9,v_2,v_5,13,4
10,e_10,v_18,v_13,10,2
11,e_11,v_19,v_10,2,5
12,e_12,v_17,v_12,26,2
13,e_13,v_20,v_7,15,1
14,e_14,v_11,v_8,16,1
15,e_15,v_14,v_3,3,2
16,e_16,v_10,v_9,4,4
17,e_17,v_11,v_18,6,1
18,e_18,v_11,v_12,12,1
19,e_19,v_13,v_18,10,5
20,e_20,v_5,v_17,10,1
21,e_21,v_13,v_5,15,3
22,e_22,v_3,v_2,18,4
23,e_23,v_16,v_3,4,4
24,e_24,v_11,v_6,21,1
25,e_25,v_19,v_14,5,4
26,e_26,v_17,v_20,11,5
27,e_27,v_2,v_7,14,5
28,e_28,v_8,v_7,8,4
29,e_29,v_6,v_4,11,4
30,e_30,v_9,v_7,13,1
31,e_31,v_14,v_19,5,5
32,e_32,v_14,v_20,5,3
33,e_33,v_20,v_2,25,3
34,e_34,v_3,v_13,19,2
35,e_35,v_4,v_12,28,4
36,e_36,v_18,v_3,10,1
37,e_37,v_17,v_10,12,5
38,e_38,v_19,v_1,1,1
39,e_39,v_20,v_12,25,5
40,e_40,v_20,v_13,26,4
41,e_41,v_15,v_16,16,3
42,e_42,v_12,v_16,14,4
43,e_43,v_18,v_17,16,5
44,e_44,v_17,v_9,9,1
