,id,origin,destination,distance,hard_cap
0,"e_15,18,16,19","15,18","16,19",2,3
1,"e_6,13,4,14","6,13","4,14",3,2
2,"e_4,14,6,13","4,14","6,13",3,5
3,"e_4,14,3,12","4,14","3,12",3,5
4,"e_16,19,15,18","16,19","15,18",2,3
5,"e_23,10,22,8","23,10","22,8",3,1
6,"e_22,8,23,10","22,8","23,10",3,1
7,"e_4,10,3,10","4,10","3,10",1,4
8,"e_4,10,3,12","4,10","3,12",3,2
9,"e_2,12,3,10","2,12","3,10",3,5
10,"e_2,12,3,12","2,12","3,12",1,5
11,"e_11,9,12,7","11,9","12,7",3,3
12,"e_3,10,4,10","3,10","4,10",1,2
13,"e_3,10,2,12","3,10","2,12",3,5
14,"e_3,10,3,12","3,10","3,12",2,4
15,"e_12,7,11,9","12,7","11,9",3,1
16,"e_3,12,4,14","3,12","4,14",3,4
17,"e_3,12,4,10","3,12","4,10",3,3
18,"e_3,12,2,12","3,12","2,12",1,5
19,"e_3,12,3,10","3,12","3,10",2,2
20,"e_15,18,20,11","15,18","20,11",12,3
21,"e_15,18,13,1","15,18","13,1",19,3
22,"e_6,13,5,24","6,13","5,24",12,5
23,"e_6,13,10,19","6,13","10,19",10,5
24,"e_4,14,15,18","4,14","15,18",15,3
25,"e_23,24,20,11","23,24","20,11",16,2
26,"e_8,22,16,19","8,22","16,19",11,3
27,"e_8,22,6,13","8,22","6,13",11,1
28,"e_16,19,22,8","16,19","22,8",17,4
29,"e_16,19,20,11","16,19","20,11",12,2
30,"e_10,19,4,14","10,19","4,14",11,3
31,"e_5,24,11,9","5,24","11,9",21,3
32,"e_5,24,23,10","5,24","23,10",32,1
33,"e_23,10,6,13","23,10","6,13",20,3
34,"e_20,11,3,10","20,11","3,10",18,1
35,"e_13,1,2,12","13,1","2,12",22,4
36,"e_22,8,16,8","22,8","16,8",6,3
37,"e_4,10,2,12","4,10","2,12",4,4
38,"e_4,10,23,10","4,10","23,10",19,3
39,"e_2,12,5,24","2,12","5,24",15,2
40,"e_2,12,23,15","2,12","23,15",24,5
41,"e_11,9,4,14","11,9","4,14",12,2
42,"e_3,10,12,7","3,10","12,7",12,1
43,"e_3,10,10,19","3,10","10,19",16,2
44,"e_12,7,13,1","12,7","13,1",7,5
45,"e_12,7,3,10","12,7","3,10",12,1
46,"e_23,15,4,14","23,15","4,14",20,4
47,"e_23,15,22,8","23,15","22,8",8,3
48,"e_3,12,8,22","3,12","8,22",15,3
49,"e_3,12,22,8","3,12","22,8",23,1
50,"e_16,8,3,12","16,8","3,12",17,5
