,id,origin,destination,distance,hard_cap
0,e_0,v_17,v_5,10,2
1,e_1,v_8,v_12,22,2
2,e_2,v_20,v_5,14,2
3,e_3,v_16,v_20,11,5
4,e_4,v_10,v_8,10,2
5,e_5,v_6,v_9,2,2
6,e_6,v_18,v_5,7,4
7,e_7,v_4,v_12,28,5
8,e_8,v_18,v_4,18,4
9,e_9,v_15,v_9,23,2
10,e_10,v_16,v_1,11,5
11,e_11,v_6,v_8,7,3
12,e_12,v_17,v_7,8,1
13,e_13,v_14,v_4,12,4
14,e_14,v_8,v_7,8,3
15,e_15,v_1,v_14,5,5
16,e_16,v_17,v_2,22,4
17,e_17,v_16,v_3,4,4
18,e_18,v_10,v_1,2,1
19,e_19,v_17,v_6,10,3
20,e_20,v_7,v_15,14,3
21,e_21,v_17,v_15,21,4
22,e_22,v_20,v_8,8,2
23,e_23,v_12,v_2,10,4
24,e_24,v_8,v_15,19,3
25,e_25,v_8,v_16,10,1
26,e_26,v_8,v_10,10,1
27,e_27,v_1,v_20,1,4
28,e_28,v_11,v_4,20,1
29,e_29,v_6,v_19,1,2
30,e_30,v_1,v_11,22,4
31,e_31,v_16,v_9,10,2
32,e_32,v_8,v_1,8,3
33,e_33,v_6,v_2,25,1
34,e_34,v_14,v_13,21,1
35,e_35,v_15,v_3,18,3
36,e_36,v_19,v_18,17,1
37,e_37,v_20,v_2,25,3
38,e_38,v_10,v_13,28,4
39,e_39,v_4,v_19,11,1
40,e_40,v_5,v_8,8,4
41,e_41,v_11,v_3,15,3
42,e_42,v_15,v_4,23,3
43,e_43,v_5,v_20,14,1
44,e_44,v_2,v_10,27,4
