,id,demand,origin,destination
0,k_0,1,"4,15","17,24"
1,k_1,1,"8,7","3,8"
2,k_2,1,"13,2","18,24"
3,k_3,1,"3,8","18,24"
4,k_4,1,"8,7","10,17"
5,k_5,1,"18,13","17,24"
6,k_6,1,"16,20","13,2"
7,k_7,1,"3,8","0,5"
8,k_8,1,"0,5","3,8"
9,k_9,1,"10,10","13,0"
10,k_10,1,"18,14","7,13"
11,k_11,1,"7,13","10,10"
12,k_12,1,"10,10","18,13"
13,k_13,1,"13,2","3,15"
14,k_14,1,"20,22","10,10"
15,k_15,1,"17,24","7,13"
16,k_16,1,"3,15","10,10"
17,k_17,1,"10,10","17,24"
18,k_18,1,"8,7","1,16"
19,k_19,1,"17,24","3,8"
20,k_20,1,"3,15","13,2"
21,k_21,1,"13,2","4,15"
22,k_22,1,"3,15","17,24"
23,k_23,1,"4,15","0,5"
24,k_24,1,"10,17","18,24"
25,k_25,1,"10,10","20,22"
26,k_26,1,"3,15","16,20"
27,k_27,1,"7,13","1,0"
28,k_28,1,"3,15","8,7"
29,k_29,1,"4,15","13,2"
30,k_30,1,"10,17","20,22"
31,k_31,1,"18,14","0,5"
32,k_32,1,"7,13","1,0"
33,k_33,1,"18,14","13,0"
34,k_34,1,"14,5","8,7"
35,k_35,1,"17,24","18,13"
36,k_36,1,"3,15","13,0"
37,k_37,1,"18,19","3,15"
38,k_38,1,"17,24","3,8"
39,k_39,1,"18,14","20,22"
40,k_40,1,"16,20","18,14"
41,k_41,1,"1,0","18,13"
42,k_42,1,"14,5","8,7"
43,k_43,1,"3,8","10,17"
44,k_44,1,"13,2","4,15"
45,k_45,1,"18,14","3,15"
46,k_46,1,"18,13","18,19"
47,k_47,1,"3,8","18,14"
48,k_48,1,"20,22","3,15"
49,k_49,1,"16,20","13,2"
50,k_50,1,"8,7","1,16"
51,k_51,1,"14,5","1,0"
52,k_52,1,"8,7","7,13"
53,k_53,1,"20,22","10,17"
54,k_54,1,"20,22","1,0"
55,k_55,1,"8,7","1,16"
56,k_56,1,"18,19","18,13"
57,k_57,1,"17,24","13,0"
58,k_58,1,"10,10","17,24"
59,k_59,1,"18,14","16,20"
60,k_60,1,"1,16","18,24"
61,k_61,1,"20,22","10,10"
62,k_62,1,"3,8","8,7"
63,k_63,1,"3,15","10,10"
64,k_64,1,"18,24","3,8"
65,k_65,1,"7,13","18,14"
66,k_66,1,"1,0","10,17"
67,k_67,1,"13,0","7,13"
68,k_68,1,"18,13","16,20"
69,k_69,1,"18,24","4,15"
70,k_70,1,"14,5","8,7"
71,k_71,1,"10,10","18,24"
72,k_72,1,"20,22","7,13"
73,k_73,1,"13,2","3,8"
74,k_74,1,"3,15","13,0"
75,k_75,1,"4,15","18,19"
76,k_76,1,"18,19","1,0"
77,k_77,1,"16,20","18,13"
78,k_78,1,"13,2","1,0"
79,k_79,1,"17,24","10,10"
80,k_80,1,"18,14","13,0"
81,k_81,1,"3,15","18,24"
82,k_82,1,"0,5","17,24"
83,k_83,1,"3,15","16,20"
84,k_84,1,"16,20","18,24"
85,k_85,1,"1,16","20,22"
86,k_86,1,"18,24","18,13"
87,k_87,1,"4,15","18,24"
88,k_88,1,"3,15","18,13"
89,k_89,1,"18,13","17,24"
90,k_90,1,"20,22","3,8"
91,k_91,1,"13,2","4,15"
92,k_92,1,"18,24","4,15"
93,k_93,1,"14,5","8,7"
94,k_94,1,"1,0","1,16"
95,k_95,1,"18,19","10,10"
96,k_96,1,"18,13","3,15"
97,k_97,1,"10,10","4,15"
98,k_98,1,"18,13","20,22"
99,k_99,1,"18,14","16,20"
100,k_100,1,"16,20","18,24"
101,k_101,1,"13,2","1,16"
102,k_102,1,"3,15","18,24"
103,k_103,1,"17,24","0,5"
104,k_104,1,"3,15","18,24"
105,k_105,1,"17,24","14,5"
106,k_106,1,"10,17","10,10"
107,k_107,1,"16,20","4,15"
108,k_108,1,"3,8","18,24"
109,k_109,1,"20,22","7,13"
110,k_110,1,"10,10","18,13"
111,k_111,1,"16,20","18,24"
112,k_112,1,"1,16","18,14"
113,k_113,1,"18,14","3,15"
114,k_114,1,"3,8","10,17"
115,k_115,1,"18,13","20,22"
116,k_116,1,"18,19","10,10"
117,k_117,1,"4,15","7,13"
118,k_118,1,"18,14","18,19"
119,k_119,1,"8,7","7,13"
120,k_120,1,"10,17","20,22"
121,k_121,1,"3,15","13,0"
122,k_122,1,"18,13","18,19"
123,k_123,1,"18,24","13,0"
124,k_124,1,"3,8","3,15"
125,k_125,1,"18,13","3,8"
126,k_126,1,"18,24","18,19"
127,k_127,1,"3,8","18,24"
128,k_128,1,"7,13","16,20"
129,k_129,1,"1,16","10,10"
130,k_130,1,"3,8","10,17"
131,k_131,1,"20,22","10,17"
132,k_132,1,"17,24","3,8"
