,id,origin,destination,distance,hard_cap
0,"e_18,24,17,24","18,24","17,24",1,1
1,"e_16,20,18,19","16,20","18,19",3,4
2,"e_13,0,13,2","13,0","13,2",2,3
3,"e_18,13,18,14","18,13","18,14",1,2
4,"e_18,19,16,20","18,19","16,20",3,5
5,"e_18,14,18,13","18,14","18,13",1,4
6,"e_17,24,18,24","17,24","18,24",1,5
7,"e_3,15,4,15","3,15","4,15",1,1
8,"e_3,15,1,16","3,15","1,16",3,5
9,"e_4,15,3,15","4,15","3,15",1,3
10,"e_1,16,3,15","1,16","3,15",3,1
11,"e_13,2,13,0","13,2","13,0",2,1
12,"e_8,7,13,2","8,7","13,2",10,5
13,"e_8,7,18,14","8,7","18,14",17,1
14,"e_18,24,1,16","18,24","1,16",25,1
15,"e_18,24,20,22","18,24","20,22",4,2
16,"e_16,20,20,22","16,20","20,22",6,5
17,"e_16,20,1,16","16,20","1,16",19,4
18,"e_13,0,10,17","13,0","10,17",20,4
19,"e_14,5,7,13","14,5","7,13",15,2
20,"e_20,22,16,20","20,22","16,20",6,2
21,"e_20,22,8,7","20,22","8,7",27,2
22,"e_1,0,17,24","1,0","17,24",40,1
23,"e_18,13,10,17","18,13","10,17",12,2
24,"e_18,13,13,2","18,13","13,2",16,4
25,"e_18,19,14,5","18,19","14,5",18,1
26,"e_18,14,10,10","18,14","10,10",12,3
27,"e_17,24,3,15","17,24","3,15",23,3
28,"e_0,5,3,15","0,5","3,15",13,2
29,"e_7,13,13,0","7,13","13,0",19,1
30,"e_7,13,1,16","7,13","1,16",9,5
31,"e_10,10,1,16","10,10","1,16",15,5
32,"e_10,10,3,8","10,10","3,8",9,2
33,"e_3,8,7,13","3,8","7,13",9,3
34,"e_3,15,10,17","3,15","10,17",9,4
35,"e_10,17,3,8","10,17","3,8",16,2
36,"e_10,17,1,0","10,17","1,0",26,3
37,"e_4,15,10,17","4,15","10,17",8,1
38,"e_1,16,0,5","1,16","0,5",12,4
39,"e_1,16,10,17","1,16","10,17",10,4
40,"e_13,2,8,7","13,2","8,7",10,2
