,id,origin,destination,distance,hard_cap
0,"e_20,16,17,16","20,16","17,16",3,1
1,"e_20,16,20,18","20,16","20,18",2,1
2,"e_20,16,16,16","20,16","16,16",4,1
3,"e_10,8,9,8","10,8","9,8",1,4
4,"e_9,3,11,2","9,3","11,2",3,5
5,"e_4,4,3,1","4,4","3,1",4,2
6,"e_4,4,2,3","4,4","2,3",3,3
7,"e_3,1,4,4","3,1","4,4",4,4
8,"e_3,1,2,3","3,1","2,3",3,1
9,"e_3,19,5,21","3,19","5,21",4,4
10,"e_17,16,20,16","17,16","20,16",3,3
11,"e_17,16,16,16","17,16","16,16",1,5
12,"e_11,2,9,3","11,2","9,3",3,4
13,"e_20,18,20,16","20,18","20,16",2,1
14,"e_5,21,3,19","5,21","3,19",4,5
15,"e_2,3,4,4","2,3","4,4",3,5
16,"e_2,3,3,1","2,3","3,1",3,1
17,"e_9,8,10,8","9,8","10,8",1,4
18,"e_16,16,20,16","16,16","20,16",4,2
19,"e_16,16,17,16","16,16","17,16",1,3
20,"e_20,4,2,3","20,4","2,3",19,3
21,"e_20,16,9,8","20,16","9,8",19,3
22,"e_10,8,22,7","10,8","22,7",13,2
23,"e_9,3,19,23","9,3","19,23",30,5
24,"e_4,4,17,16","4,4","17,16",25,5
25,"e_20,10,5,21","20,10","5,21",26,4
26,"e_3,1,20,4","3,1","20,4",20,3
27,"e_3,19,19,23","3,19","19,23",20,4
28,"e_15,22,17,16","15,22","17,16",8,4
29,"e_19,23,15,22","19,23","15,22",5,5
30,"e_17,16,10,8","17,16","10,8",15,1
31,"e_16,7,20,4","16,7","20,4",7,1
32,"e_11,2,3,19","11,2","3,19",25,5
33,"e_20,18,16,7","20,18","16,7",15,3
34,"e_5,21,4,4","5,21","4,4",18,1
35,"e_22,7,20,18","22,7","20,18",13,3
36,"e_2,3,20,18","2,3","20,18",33,1
37,"e_9,8,16,16","9,8","16,16",15,1
38,"e_16,16,5,21","16,16","5,21",16,4
