,id,origin,destination,distance,hard_cap
0,e_0,v_11,v_5,9,3
1,e_1,v_20,v_7,15,1
2,e_2,v_15,v_3,18,3
3,e_3,v_15,v_18,9,3
4,e_4,v_13,v_5,15,2
5,e_5,v_12,v_5,17,1
6,e_6,v_10,v_2,27,2
7,e_7,v_6,v_20,1,1
8,e_8,v_12,v_2,10,3
9,e_9,v_7,v_15,14,3
10,e_10,v_15,v_17,21,2
11,e_11,v_10,v_12,25,2
12,e_12,v_17,v_20,11,1
13,e_13,v_6,v_4,11,3
14,e_14,v_1,v_19,1,2
15,e_15,v_11,v_7,11,1
16,e_16,v_20,v_15,25,2
17,e_17,v_11,v_12,12,3
18,e_18,v_13,v_10,28,2
19,e_19,v_1,v_5,14,1
20,e_20,v_19,v_3,8,3
21,e_21,v_15,v_6,24,2
22,e_22,v_8,v_1,8,1
23,e_23,v_18,v_3,10,3
24,e_24,v_18,v_12,11,1
25,e_25,v_19,v_8,8,3
26,e_26,v_2,v_16,16,2
27,e_27,v_18,v_10,18,1
28,e_28,v_6,v_7,14,1
29,e_29,v_10,v_17,12,1
30,e_30,v_19,v_20,1,3
31,e_31,v_1,v_3,8,3
32,e_32,v_3,v_2,18,2
33,e_33,v_7,v_16,11,3
34,e_34,v_9,v_5,12,3
35,e_35,v_11,v_15,3,2
36,e_36,v_20,v_11,22,2
37,e_37,v_7,v_6,14,2
38,e_38,v_2,v_18,9,1
39,e_39,v_18,v_14,12,1
40,e_40,v_12,v_15,11,3
41,e_41,v_17,v_12,26,1
42,e_42,v_11,v_6,21,3
43,e_43,v_20,v_17,11,1
44,e_44,v_17,v_13,25,3
