,id,origin,destination,distance,hard_cap
0,e_0,v_7,v_3,10,2
1,e_1,v_17,v_13,25,3
2,e_2,v_8,v_15,19,2
3,e_3,v_15,v_6,24,2
4,e_4,v_8,v_19,8,3
5,e_5,v_16,v_7,11,1
6,e_6,v_8,v_10,10,1
7,e_7,v_12,v_19,25,1
8,e_8,v_20,v_18,17,3
9,e_9,v_4,v_15,23,1
10,e_10,v_9,v_12,24,1
11,e_11,v_19,v_5,14,1
12,e_12,v_16,v_11,13,3
13,e_13,v_8,v_6,7,3
14,e_14,v_6,v_16,10,3
15,e_15,v_19,v_15,25,1
16,e_16,v_3,v_18,10,3
17,e_17,v_9,v_11,20,2
18,e_18,v_16,v_6,10,1
19,e_19,v_13,v_7,17,2
20,e_20,v_8,v_7,8,2
21,e_21,v_1,v_16,11,2
22,e_22,v_20,v_12,25,1
23,e_23,v_12,v_3,18,1
24,e_24,v_16,v_17,14,3
25,e_25,v_1,v_5,14,1
26,e_26,v_2,v_20,25,1
27,e_27,v_17,v_14,10,1
28,e_28,v_8,v_1,8,1
29,e_29,v_3,v_4,12,1
30,e_30,v_11,v_18,6,3
31,e_31,v_15,v_16,16,1
32,e_32,v_4,v_11,20,2
33,e_33,v_8,v_5,8,3
34,e_34,v_11,v_12,12,3
35,e_35,v_8,v_20,8,1
36,e_36,v_2,v_17,22,2
37,e_37,v_4,v_13,26,2
38,e_38,v_11,v_10,23,1
39,e_39,v_14,v_15,20,1
40,e_40,v_15,v_17,21,1
41,e_41,v_12,v_2,10,1
42,e_42,v_5,v_10,16,2
43,e_43,v_2,v_8,20,3
44,e_44,v_10,v_20,2,1
45,e_45,v_17,v_12,26,2
46,e_46,v_20,v_2,25,3
47,e_47,v_10,v_8,10,1
48,e_48,v_3,v_11,15,1
49,e_49,v_15,v_2,2,3
50,e_50,v_5,v_3,8,2
51,e_51,v_14,v_12,20,3
52,e_52,v_18,v_15,9,1
53,e_53,v_13,v_20,26,3
54,e_54,v_12,v_7,19,1
55,e_55,v_5,v_17,10,2
56,e_56,v_15,v_12,11,3
57,e_57,v_2,v_19,25,3
58,e_58,v_16,v_9,10,3
59,e_59,v_12,v_13,7,2
