,id,demand,origin,destination
0,k_0,1,"18,1","19,21"
1,k_1,1,"21,19","14,22"
2,k_2,1,"17,1","13,6"
3,k_3,1,"8,0","17,19"
4,k_4,1,"19,17","3,11"
5,k_5,1,"19,21","23,10"
6,k_6,1,"8,0","19,21"
7,k_7,1,"19,17","18,1"
8,k_8,1,"6,6","17,19"
9,k_9,1,"16,10","13,6"
10,k_10,1,"14,22","23,10"
11,k_11,1,"18,1","21,19"
12,k_12,1,"22,21","14,1"
13,k_13,1,"0,1","19,21"
14,k_14,1,"6,6","19,21"
15,k_15,1,"13,6","14,1"
16,k_16,1,"22,21","17,1"
17,k_17,1,"22,21","18,1"
18,k_18,1,"13,6","22,21"
19,k_19,1,"19,17","18,1"
20,k_20,1,"8,0","19,21"
21,k_21,1,"6,18","16,10"
22,k_22,1,"16,10","17,1"
23,k_23,1,"22,21","18,1"
24,k_24,1,"18,1","19,21"
25,k_25,1,"6,18","22,21"
26,k_26,1,"13,6","19,17"
27,k_27,1,"13,6","16,10"
28,k_28,1,"19,21","14,22"
29,k_29,1,"6,18","18,1"
30,k_30,1,"6,6","16,10"
31,k_31,1,"14,1","16,10"
32,k_32,1,"6,18","16,10"
33,k_33,1,"22,21","23,10"
34,k_34,1,"17,19","16,10"
35,k_35,1,"19,21","17,1"
36,k_36,1,"8,0","17,1"
37,k_37,1,"3,11","0,1"
38,k_38,1,"8,0","16,10"
39,k_39,1,"17,1","23,10"
40,k_40,1,"22,21","18,1"
41,k_41,1,"8,0","19,17"
42,k_42,1,"18,1","13,6"
43,k_43,1,"17,19","16,10"
44,k_44,1,"14,1","23,10"
45,k_45,1,"19,17","16,10"
46,k_46,1,"18,1","21,19"
47,k_47,1,"14,1","13,6"
48,k_48,1,"3,11","14,1"
49,k_49,1,"17,1","19,21"
50,k_50,1,"14,1","22,21"
51,k_51,1,"13,6","17,19"
52,k_52,1,"8,0","17,19"
53,k_53,1,"21,19","17,1"
54,k_54,1,"3,11","21,19"
55,k_55,1,"17,19","16,10"
56,k_56,1,"22,21","23,10"
57,k_57,1,"22,21","17,1"
58,k_58,1,"13,6","21,19"
59,k_59,1,"0,1","19,21"
60,k_60,1,"22,21","17,1"
61,k_61,1,"17,1","13,6"
62,k_62,1,"18,1","13,6"
63,k_63,1,"19,21","3,11"
64,k_64,1,"16,10","19,17"
65,k_65,1,"14,22","13,6"
66,k_66,1,"17,1","22,21"
67,k_67,1,"3,11","19,17"
68,k_68,1,"0,1","22,21"
69,k_69,1,"19,21","23,10"
70,k_70,1,"17,1","21,19"
71,k_71,1,"14,22","18,1"
72,k_72,1,"17,19","17,1"
73,k_73,1,"17,19","14,22"
74,k_74,1,"6,6","23,10"
75,k_75,1,"19,17","16,10"
76,k_76,1,"16,10","22,21"
77,k_77,1,"17,1","14,22"
78,k_78,1,"0,1","17,19"
79,k_79,1,"16,10","19,17"
80,k_80,1,"16,10","17,19"
81,k_81,1,"19,17","14,1"
