,id,origin,destination,distance,hard_cap
0,"e_22,21,21,19","22,21","21,19",3,1
1,"e_22,21,19,21","22,21","19,21",3,2
2,"e_14,1,17,1","14,1","17,1",3,2
3,"e_21,19,22,21","21,19","22,21",3,2
4,"e_19,21,22,21","19,21","22,21",3,5
5,"e_18,1,17,1","18,1","17,1",1,2
6,"e_17,1,14,1","17,1","14,1",3,3
7,"e_17,1,18,1","17,1","18,1",1,5
8,"e_9,11,19,17","9,11","19,17",16,3
9,"e_22,21,13,6","22,21","13,6",24,3
10,"e_22,21,17,19","22,21","17,19",7,2
11,"e_19,17,17,19","19,17","17,19",4,1
12,"e_0,1,17,1","0,1","17,1",17,4
13,"e_14,1,19,17","14,1","19,17",21,4
14,"e_14,22,21,19","14,22","21,19",10,4
15,"e_14,22,19,21","14,22","19,21",6,3
16,"e_21,19,3,11","21,19","3,11",26,3
17,"e_23,10,17,1","23,10","17,1",15,3
18,"e_23,10,16,10","23,10","16,10",7,2
19,"e_13,6,3,11","13,6","3,11",15,3
20,"e_19,21,19,17","19,21","19,17",4,4
21,"e_18,1,16,10","18,1","16,10",11,2
22,"e_6,6,8,0","6,6","8,0",8,3
23,"e_16,10,14,22","16,10","14,22",14,5
24,"e_16,10,3,11","16,10","3,11",14,5
25,"e_8,0,6,18","8,0","6,18",20,4
26,"e_17,19,13,6","17,19","13,6",17,1
27,"e_17,1,0,1","17,1","0,1",17,5
28,"e_3,11,23,10","3,11","23,10",21,5
29,"e_6,18,14,22","6,18","14,22",12,4
30,"e_6,18,3,11","6,18","3,11",10,3
