,id,origin,destination,distance,hard_cap
0,e_0,v_10,v_13,28,2
1,e_1,v_7,v_8,8,2
2,e_2,v_15,v_5,12,1
3,e_3,v_1,v_7,15,3
4,e_4,v_2,v_13,4,3
5,e_5,v_9,v_18,15,4
6,e_6,v_18,v_2,9,2
7,e_7,v_20,v_17,11,2
8,e_8,v_10,v_12,25,2
9,e_9,v_8,v_4,7,2
10,e_10,v_9,v_15,23,2
11,e_11,v_3,v_10,9,1
12,e_12,v_14,v_12,20,4
13,e_13,v_7,v_2,14,1
14,e_14,v_1,v_14,5,2
15,e_15,v_3,v_8,6,3
16,e_16,v_8,v_6,7,2
17,e_17,v_3,v_17,10,3
18,e_18,v_4,v_13,26,3
19,e_19,v_1,v_11,22,3
20,e_20,v_18,v_11,6,1
21,e_21,v_19,v_11,22,3
22,e_22,v_3,v_18,10,2
23,e_23,v_17,v_10,12,1
24,e_24,v_19,v_16,11,3
25,e_25,v_11,v_9,20,4
26,e_26,v_5,v_20,14,2
27,e_27,v_9,v_12,24,1
28,e_28,v_5,v_18,7,2
29,e_29,v_20,v_19,1,1
