,id,origin,destination,distance,hard_cap
0,e_0,v_2,v_13,4,6
1,e_1,v_4,v_10,13,4
2,e_2,v_19,v_17,10,3
3,e_3,v_17,v_14,10,6
4,e_4,v_9,v_14,4,6
5,e_5,v_18,v_9,15,2
6,e_6,v_10,v_19,2,3
7,e_7,v_3,v_2,18,4
8,e_8,v_4,v_17,3,4
9,e_9,v_4,v_18,18,3
10,e_10,v_16,v_3,4,2
11,e_11,v_4,v_13,26,3
12,e_12,v_12,v_2,10,1
13,e_13,v_11,v_6,21,5
14,e_14,v_8,v_10,10,4
15,e_15,v_20,v_17,11,3
16,e_16,v_2,v_15,2,3
17,e_17,v_12,v_18,11,1
18,e_18,v_7,v_11,11,6
19,e_19,v_11,v_5,9,3
20,e_20,v_19,v_16,11,3
21,e_21,v_12,v_4,28,3
22,e_22,v_2,v_11,4,6
23,e_23,v_1,v_5,14,3
24,e_24,v_4,v_1,11,3
25,e_25,v_14,v_5,10,6
26,e_26,v_11,v_8,16,6
27,e_27,v_17,v_6,10,1
28,e_28,v_15,v_1,25,3
29,e_29,v_15,v_8,19,6
