,id,origin,destination,distance,hard_cap
0,e_0,v_5,v_3,8,2
1,e_1,v_20,v_15,25,2
2,e_2,v_15,v_18,9,2
3,e_3,v_15,v_1,25,2
4,e_4,v_14,v_10,7,2
5,e_5,v_4,v_17,3,2
6,e_6,v_13,v_9,25,2
7,e_7,v_19,v_10,2,2
8,e_8,v_11,v_5,9,2
9,e_9,v_5,v_14,10,1
10,e_10,v_1,v_11,22,2
11,e_11,v_4,v_9,10,2
12,e_12,v_17,v_15,21,1
13,e_13,v_16,v_9,10,1
14,e_14,v_1,v_10,2,1
15,e_15,v_12,v_19,25,1
16,e_16,v_6,v_15,24,2
17,e_17,v_16,v_14,6,1
18,e_18,v_7,v_2,14,1
19,e_19,v_11,v_14,17,1
20,e_20,v_5,v_18,7,1
21,e_21,v_19,v_4,11,2
22,e_22,v_11,v_8,16,1
23,e_23,v_4,v_12,28,2
24,e_24,v_5,v_17,10,2
25,e_25,v_10,v_8,10,2
26,e_26,v_13,v_4,26,2
27,e_27,v_10,v_12,25,1
28,e_28,v_12,v_9,24,2
29,e_29,v_3,v_7,10,1
30,e_30,v_2,v_3,18,1
31,e_31,v_6,v_7,14,1
32,e_32,v_3,v_6,7,2
33,e_33,v_2,v_18,9,1
34,e_34,v_5,v_12,17,1
35,e_35,v_13,v_8,22,1
36,e_36,v_7,v_14,12,1
37,e_37,v_13,v_10,28,2
38,e_38,v_9,v_8,6,1
39,e_39,v_18,v_8,13,2
40,e_40,v_12,v_11,12,2
41,e_41,v_3,v_14,3,1
42,e_42,v_16,v_20,11,2
43,e_43,v_9,v_19,3,2
44,e_44,v_10,v_9,4,2
45,e_45,v_17,v_7,8,1
46,e_46,v_8,v_5,8,2
47,e_47,v_14,v_17,10,2
48,e_48,v_11,v_6,21,1
49,e_49,v_10,v_6,3,1
50,e_50,v_20,v_14,5,1
51,e_51,v_14,v_11,17,2
52,e_52,v_17,v_2,22,2
53,e_53,v_15,v_3,18,2
54,e_54,v_8,v_4,7,2
55,e_55,v_2,v_1,25,1
56,e_56,v_9,v_5,12,1
57,e_57,v_6,v_1,1,1
58,e_58,v_6,v_8,7,1
59,e_59,v_16,v_11,13,1
