,id,origin,destination,distance,hard_cap
0,e_0,v_2,v_11,4,1
1,e_1,v_3,v_18,10,1
2,e_2,v_15,v_5,12,4
3,e_3,v_4,v_1,11,5
4,e_4,v_14,v_17,10,1
5,e_5,v_17,v_15,21,5
6,e_6,v_18,v_10,18,5
7,e_7,v_7,v_5,3,3
8,e_8,v_16,v_6,10,5
9,e_9,v_12,v_20,25,2
10,e_10,v_19,v_16,11,1
11,e_11,v_8,v_5,8,1
12,e_12,v_2,v_9,24,5
13,e_13,v_9,v_1,3,3
14,e_14,v_13,v_7,17,3
15,e_15,v_18,v_5,7,3
16,e_16,v_12,v_5,17,3
17,e_17,v_14,v_20,5,1
18,e_18,v_17,v_8,5,1
19,e_19,v_16,v_14,6,3
20,e_20,v_6,v_8,7,2
21,e_21,v_20,v_4,11,3
22,e_22,v_19,v_13,26,3
23,e_23,v_4,v_19,11,2
24,e_24,v_11,v_4,20,4
25,e_25,v_13,v_18,10,1
26,e_26,v_15,v_9,23,1
27,e_27,v_7,v_20,15,5
28,e_28,v_2,v_18,9,5
29,e_29,v_8,v_10,10,2
30,e_30,v_17,v_2,22,4
31,e_31,v_11,v_9,20,2
32,e_32,v_10,v_19,2,5
33,e_33,v_19,v_14,5,2
34,e_34,v_13,v_5,15,5
35,e_35,v_15,v_17,21,2
36,e_36,v_16,v_4,16,3
37,e_37,v_16,v_10,12,3
38,e_38,v_8,v_14,6,5
39,e_39,v_7,v_16,11,3
40,e_40,v_1,v_10,2,1
41,e_41,v_2,v_8,20,4
42,e_42,v_3,v_13,19,5
43,e_43,v_5,v_4,12,2
44,e_44,v_12,v_19,25,5
45,e_45,v_2,v_3,18,5
46,e_46,v_4,v_11,20,3
47,e_47,v_19,v_8,8,5
48,e_48,v_15,v_2,2,4
49,e_49,v_3,v_17,10,2
50,e_50,v_9,v_2,24,4
51,e_51,v_17,v_5,10,1
52,e_52,v_10,v_8,10,3
53,e_53,v_5,v_17,10,3
54,e_54,v_7,v_1,15,3
55,e_55,v_9,v_19,3,3
56,e_56,v_11,v_20,22,1
57,e_57,v_13,v_20,26,5
58,e_58,v_9,v_3,6,1
59,e_59,v_5,v_18,7,1
