,id,origin,destination,distance,hard_cap
0,e_0,v_13,v_5,15,2
1,e_1,v_15,v_7,14,5
2,e_2,v_9,v_10,4,1
3,e_3,v_19,v_12,25,5
4,e_4,v_7,v_18,9,4
5,e_5,v_20,v_12,25,2
6,e_6,v_17,v_20,11,4
7,e_7,v_18,v_8,13,4
8,e_8,v_5,v_1,14,2
9,e_9,v_16,v_9,10,3
10,e_10,v_20,v_14,5,4
11,e_11,v_2,v_18,9,1
12,e_12,v_12,v_5,17,5
13,e_13,v_9,v_20,3,2
14,e_14,v_18,v_19,17,5
15,e_15,v_16,v_20,11,5
16,e_16,v_10,v_19,2,2
17,e_17,v_16,v_2,16,5
18,e_18,v_10,v_3,9,1
19,e_19,v_19,v_2,25,2
20,e_20,v_8,v_7,8,4
21,e_21,v_4,v_8,7,5
22,e_22,v_18,v_13,10,5
23,e_23,v_18,v_3,10,2
24,e_24,v_2,v_8,20,5
25,e_25,v_12,v_9,24,2
26,e_26,v_2,v_3,18,5
27,e_27,v_12,v_17,26,4
28,e_28,v_1,v_11,22,3
29,e_29,v_18,v_17,16,1
30,e_30,v_17,v_18,16,4
31,e_31,v_10,v_1,2,1
32,e_32,v_10,v_13,28,3
33,e_33,v_10,v_7,17,1
34,e_34,v_1,v_18,17,4
35,e_35,v_17,v_19,10,1
36,e_36,v_19,v_10,2,2
37,e_37,v_11,v_10,23,5
38,e_38,v_16,v_3,4,1
39,e_39,v_16,v_17,14,1
40,e_40,v_11,v_12,12,3
41,e_41,v_1,v_5,14,1
42,e_42,v_13,v_16,16,4
43,e_43,v_3,v_20,8,4
44,e_44,v_20,v_1,1,1
