,id,origin,destination,distance,hard_cap
0,e_0,v_17,v_12,26,2
1,e_1,v_3,v_8,6,5
2,e_2,v_5,v_20,14,4
3,e_3,v_9,v_10,4,6
4,e_4,v_1,v_2,25,3
5,e_5,v_15,v_19,25,4
6,e_6,v_5,v_19,14,3
7,e_7,v_12,v_1,25,2
8,e_8,v_18,v_8,13,6
9,e_9,v_12,v_7,19,1
10,e_10,v_9,v_7,13,6
11,e_11,v_3,v_20,8,5
12,e_12,v_1,v_3,8,5
13,e_13,v_15,v_4,23,3
14,e_14,v_5,v_7,3,2
15,e_15,v_5,v_1,14,4
16,e_16,v_11,v_2,4,4
17,e_17,v_20,v_17,11,2
18,e_18,v_19,v_8,8,7
19,e_19,v_9,v_15,23,5
20,e_20,v_6,v_17,10,7
21,e_21,v_12,v_17,26,1
22,e_22,v_14,v_8,6,6
23,e_23,v_4,v_3,12,6
24,e_24,v_14,v_12,20,3
25,e_25,v_15,v_5,12,1
26,e_26,v_11,v_9,20,3
27,e_27,v_3,v_14,3,1
28,e_28,v_20,v_14,5,4
29,e_29,v_16,v_3,4,2
