,id,origin,destination,distance,hard_cap
0,"e_21,7,24,6","21,7","24,6",4,3
1,"e_15,9,15,12","15,9","15,12",3,2
2,"e_15,9,17,10","15,9","17,10",3,2
3,"e_15,12,15,9","15,12","15,9",3,1
4,"e_15,12,17,10","15,12","17,10",4,3
5,"e_15,12,13,13","15,12","13,13",3,4
6,"e_17,10,15,9","17,10","15,9",3,1
7,"e_17,10,15,12","17,10","15,12",4,2
8,"e_19,4,17,3","19,4","17,3",3,1
9,"e_6,21,7,20","6,21","7,20",2,2
10,"e_6,21,8,23","6,21","8,23",4,1
11,"e_8,6,10,8","8,6","10,8",4,4
12,"e_13,13,15,12","13,13","15,12",3,2
13,"e_7,20,6,21","7,20","6,21",2,4
14,"e_7,20,8,23","7,20","8,23",4,4
15,"e_17,3,19,4","17,3","19,4",3,4
16,"e_13,19,15,20","13,19","15,20",3,4
17,"e_8,23,6,21","8,23","6,21",4,3
18,"e_8,23,7,20","8,23","7,20",4,3
19,"e_24,6,21,7","24,6","21,7",4,2
20,"e_15,20,13,19","15,20","13,19",3,1
21,"e_10,8,8,6","10,8","8,6",4,3
22,"e_21,7,15,12","21,7","15,12",11,1
23,"e_15,9,10,8","15,9","10,8",6,2
24,"e_1,1,15,20","1,1","15,20",33,3
25,"e_15,12,3,6","15,12","3,6",18,3
26,"e_17,10,17,23","17,10","17,23",13,3
27,"e_9,17,13,13","9,17","13,13",8,2
28,"e_17,23,6,21","17,23","6,21",13,1
29,"e_19,4,15,9","19,4","15,9",9,3
30,"e_6,21,1,9","6,21","1,9",17,3
31,"e_3,6,6,21","3,6","6,21",18,3
32,"e_8,6,17,10","8,6","17,10",13,3
33,"e_13,13,6,21","13,13","6,21",15,2
34,"e_7,20,1,9","7,20","1,9",17,1
35,"e_17,3,24,6","17,3","24,6",10,3
36,"e_1,9,6,21","1,9","6,21",17,3
37,"e_13,19,15,9","13,19","15,9",12,1
38,"e_8,23,10,8","8,23","10,8",17,2
39,"e_24,6,19,4","24,6","19,4",7,4
40,"e_15,20,15,9","15,20","15,9",11,3
41,"e_10,8,1,1","10,8","1,1",16,1
