,id,origin,destination,distance,hard_cap
0,"e_16,3,15,3","16,3","15,3",1,3
1,"e_10,3,9,1","10,3","9,1",3,1
2,"e_10,3,9,6","10,3","9,6",4,2
3,"e_15,3,16,3","15,3","16,3",1,1
4,"e_9,1,10,3","9,1","10,3",3,3
5,"e_20,6,20,8","20,6","20,8",2,1
6,"e_23,20,20,19","23,20","20,19",4,2
7,"e_20,13,20,16","20,13","20,16",3,2
8,"e_20,13,20,17","20,13","20,17",4,2
9,"e_15,24,17,24","15,24","17,24",2,1
10,"e_3,24,5,24","3,24","5,24",2,3
11,"e_0,0,1,2","0,0","1,2",3,1
12,"e_20,16,20,13","20,16","20,13",3,3
13,"e_20,16,20,19","20,16","20,19",3,1
14,"e_20,16,20,17","20,16","20,17",1,1
15,"e_1,2,0,0","1,2","0,0",3,3
16,"e_9,6,10,3","9,6","10,3",4,2
17,"e_20,19,23,20","20,19","23,20",4,2
18,"e_20,19,20,16","20,19","20,16",3,1
19,"e_20,19,20,17","20,19","20,17",2,2
20,"e_20,17,20,13","20,17","20,13",4,2
21,"e_20,17,20,16","20,17","20,16",1,1
22,"e_20,17,20,19","20,17","20,19",2,1
23,"e_20,8,20,6","20,8","20,6",2,3
24,"e_17,24,15,24","17,24","15,24",2,1
25,"e_5,24,3,24","5,24","3,24",2,3
26,"e_16,3,9,6","16,3","9,6",10,3
27,"e_10,3,16,3","10,3","16,3",6,2
28,"e_15,3,23,20","15,3","23,20",25,3
29,"e_15,3,20,19","15,3","20,19",21,2
30,"e_9,1,3,24","9,1","3,24",29,3
31,"e_20,6,15,24","20,6","15,24",23,3
32,"e_20,6,9,6","20,6","9,6",11,1
33,"e_23,20,5,24","23,20","5,24",22,1
34,"e_20,13,15,24","20,13","15,24",16,3
35,"e_6,15,15,3","6,15","15,3",21,3
36,"e_6,15,1,2","6,15","1,2",18,2
37,"e_15,24,6,15","15,24","6,15",18,2
38,"e_3,24,6,15","3,24","6,15",12,1
39,"e_0,0,15,24","0,0","15,24",39,1
40,"e_20,16,17,24","20,16","17,24",11,2
41,"e_20,16,20,6","20,16","20,6",10,1
42,"e_1,2,16,11","1,2","16,11",24,1
43,"e_9,6,20,16","9,6","20,16",21,3
44,"e_20,19,20,13","20,19","20,13",6,2
45,"e_20,19,3,24","20,19","3,24",22,2
46,"e_20,17,0,0","20,17","0,0",37,3
47,"e_20,17,16,3","20,17","16,3",18,1
48,"e_20,8,15,3","20,8","15,3",10,2
49,"e_17,24,6,15","17,24","6,15",20,2
50,"e_16,11,10,3","16,11","10,3",14,2
51,"e_5,24,20,16","5,24","20,16",23,2
52,"e_5,24,1,2","5,24","1,2",26,2
