,id,origin,destination,distance,hard_cap
0,"e_8,11,8,9","8,11","8,9",2,4
1,"e_2,16,0,17","2,16","0,17",3,4
2,"e_0,17,2,16","0,17","2,16",3,5
3,"e_10,4,10,3","10,4","10,3",1,4
4,"e_10,4,9,4","10,4","9,4",1,5
5,"e_13,7,14,7","13,7","14,7",1,1
6,"e_8,9,8,11","8,9","8,11",2,1
7,"e_18,9,17,7","18,9","17,7",3,5
8,"e_14,7,13,7","14,7","13,7",1,4
9,"e_14,7,17,7","14,7","17,7",3,5
10,"e_17,7,18,9","17,7","18,9",3,3
11,"e_17,7,14,7","17,7","14,7",3,2
12,"e_10,3,10,4","10,3","10,4",1,1
13,"e_10,3,9,4","10,3","9,4",2,1
14,"e_9,4,10,4","9,4","10,4",1,2
15,"e_9,4,10,3","9,4","10,3",2,2
16,"e_12,10,10,3","12,10","10,3",9,5
17,"e_8,11,0,17","8,11","0,17",14,4
18,"e_2,16,0,7","2,16","0,7",11,5
19,"e_0,17,4,7","0,17","4,7",14,1
20,"e_10,4,9,15","10,4","9,15",12,4
21,"e_0,7,9,15","0,7","9,15",17,5
22,"e_13,7,9,4","13,7","9,4",7,1
23,"e_4,19,8,11","4,19","8,11",12,5
24,"e_20,11,18,9","20,11","18,9",4,5
25,"e_8,9,17,7","8,9","17,7",11,5
26,"e_13,17,14,21","13,17","14,21",5,1
27,"e_14,21,13,17","14,21","13,17",5,2
28,"e_18,9,12,10","18,9","12,10",7,2
29,"e_9,15,2,16","9,15","2,16",8,4
30,"e_14,7,0,7","14,7","0,7",14,5
31,"e_3,11,4,7","3,11","4,7",5,5
32,"e_17,7,12,10","17,7","12,10",8,3
33,"e_10,3,13,17","10,3","13,17",17,4
34,"e_4,7,10,4","4,7","10,4",9,5
35,"e_9,4,12,10","9,4","12,10",9,1
