,id,demand,origin,destination
0,k_0,1,"8,11","14,7"
1,k_1,1,"2,16","12,10"
2,k_2,1,"13,7","18,9"
3,k_3,1,"4,7","12,10"
4,k_4,1,"3,11","9,4"
5,k_5,1,"9,4","0,7"
6,k_6,1,"0,17","13,17"
7,k_7,1,"10,4","14,21"
8,k_8,1,"8,9","10,4"
9,k_9,1,"8,9","13,17"
10,k_10,1,"13,7","13,17"
11,k_11,1,"0,7","4,7"
12,k_12,1,"17,7","9,15"
13,k_13,1,"14,7","13,17"
14,k_14,1,"0,17","9,4"
15,k_15,1,"12,10","0,7"
16,k_16,1,"0,17","9,15"
17,k_17,1,"10,4","0,7"
18,k_18,1,"13,7","0,17"
19,k_19,1,"18,9","9,15"
20,k_20,1,"4,19","18,9"
21,k_21,1,"9,4","0,7"
22,k_22,1,"13,7","9,15"
23,k_23,1,"3,11","2,16"
24,k_24,1,"17,7","10,3"
25,k_25,1,"12,10","2,16"
26,k_26,1,"9,15","9,4"
27,k_27,1,"13,7","0,17"
28,k_28,1,"2,16","10,3"
29,k_29,1,"10,3","2,16"
30,k_30,1,"8,9","9,4"
31,k_31,1,"20,11","14,21"
32,k_32,1,"10,3","4,7"
33,k_33,1,"20,11","10,4"
34,k_34,1,"3,11","2,16"
35,k_35,1,"18,9","9,15"
36,k_36,1,"13,7","9,15"
37,k_37,1,"8,11","14,7"
38,k_38,1,"17,7","14,21"
39,k_39,1,"8,11","10,4"
40,k_40,1,"0,17","13,17"
41,k_41,1,"4,19","13,7"
42,k_42,1,"9,15","10,3"
43,k_43,1,"14,7","2,16"
44,k_44,1,"4,19","10,4"
45,k_45,1,"8,11","13,17"
46,k_46,1,"17,7","13,17"
47,k_47,1,"0,17","9,4"
48,k_48,1,"20,11","0,17"
49,k_49,1,"17,7","13,17"
50,k_50,1,"10,4","4,7"
51,k_51,1,"8,9","13,17"
52,k_52,1,"17,7","10,3"
53,k_53,1,"2,16","10,3"
54,k_54,1,"0,17","10,3"
55,k_55,1,"4,19","14,7"
56,k_56,1,"14,7","9,15"
57,k_57,1,"10,3","0,7"
58,k_58,1,"20,11","14,21"
59,k_59,1,"8,11","10,3"
60,k_60,1,"4,19","2,16"
61,k_61,1,"20,11","0,7"
62,k_62,1,"4,19","10,3"
63,k_63,1,"17,7","2,16"
64,k_64,1,"12,10","2,16"
65,k_65,1,"8,11","13,7"
66,k_66,1,"0,7","0,17"
67,k_67,1,"9,15","9,4"
68,k_68,1,"9,4","14,21"
69,k_69,1,"4,19","14,7"
70,k_70,1,"20,11","13,7"
71,k_71,1,"9,4","0,17"
72,k_72,1,"20,11","13,7"
73,k_73,1,"18,9","0,17"
74,k_74,1,"13,7","9,15"
75,k_75,1,"13,7","12,10"
76,k_76,1,"13,7","18,9"
77,k_77,1,"10,3","0,17"
78,k_78,1,"4,19","14,7"
79,k_79,1,"17,7","9,15"
80,k_80,1,"10,4","4,7"
81,k_81,1,"8,11","18,9"
82,k_82,1,"2,16","12,10"
83,k_83,1,"8,9","13,7"
84,k_84,1,"8,9","0,7"
85,k_85,1,"0,17","12,10"
86,k_86,1,"4,7","13,17"
87,k_87,1,"20,11","9,4"
88,k_88,1,"9,4","0,17"
89,k_89,1,"4,19","0,7"
90,k_90,1,"13,7","2,16"
91,k_91,1,"3,11","9,15"
92,k_92,1,"4,19","13,7"
93,k_93,1,"4,19","0,7"
94,k_94,1,"10,4","0,17"
95,k_95,1,"20,11","10,4"
96,k_96,1,"4,19","2,16"
97,k_97,1,"20,11","14,21"
98,k_98,1,"8,11","9,4"
99,k_99,1,"18,9","0,7"
100,k_100,1,"0,17","10,3"
101,k_101,1,"4,19","14,7"
102,k_102,1,"9,15","10,4"
103,k_103,1,"4,19","10,3"
104,k_104,1,"14,7","2,16"
105,k_105,1,"18,9","9,15"
106,k_106,1,"4,19","4,7"
107,k_107,1,"3,11","9,15"
108,k_108,1,"13,7","12,10"
109,k_109,1,"12,10","0,17"
110,k_110,1,"18,9","9,15"
111,k_111,1,"17,7","13,17"
112,k_112,1,"0,17","9,15"
113,k_113,1,"14,7","13,17"
114,k_114,1,"14,7","2,16"
115,k_115,1,"4,7","13,17"
116,k_116,1,"20,11","14,7"
117,k_117,1,"12,10","14,21"
118,k_118,1,"9,15","9,4"
119,k_119,1,"20,11","14,7"
120,k_120,1,"8,11","13,17"
121,k_121,1,"10,3","2,16"
122,k_122,1,"14,7","2,16"
123,k_123,1,"10,3","4,7"
124,k_124,1,"17,7","10,3"
125,k_125,1,"20,11","0,7"
126,k_126,1,"3,11","12,10"
127,k_127,1,"18,9","9,4"
128,k_128,1,"14,7","14,21"
129,k_129,1,"4,19","14,7"
130,k_130,1,"20,11","0,17"
131,k_131,1,"17,7","2,16"
132,k_132,1,"3,11","9,15"
133,k_133,1,"13,7","12,10"
134,k_134,1,"18,9","14,21"
135,k_135,1,"4,19","18,9"
136,k_136,1,"18,9","10,4"
137,k_137,1,"8,11","14,7"
138,k_138,1,"9,4","0,17"
139,k_139,1,"0,17","13,17"
140,k_140,1,"8,11","10,3"
141,k_141,1,"8,9","4,7"
142,k_142,1,"4,19","0,7"
143,k_143,1,"4,19","17,7"
144,k_144,1,"17,7","2,16"
145,k_145,1,"3,11","10,3"
146,k_146,1,"20,11","9,4"
147,k_147,1,"4,19","10,3"
148,k_148,1,"3,11","13,17"
149,k_149,1,"12,10","14,21"
150,k_150,1,"4,19","10,4"
151,k_151,1,"3,11","9,4"
152,k_152,1,"9,15","12,10"
153,k_153,1,"4,7","0,7"
154,k_154,1,"8,9","9,15"
155,k_155,1,"9,4","2,16"
156,k_156,1,"8,9","4,7"
157,k_157,1,"10,4","0,7"
158,k_158,1,"3,11","9,4"
159,k_159,1,"20,11","0,17"
160,k_160,1,"20,11","13,7"
161,k_161,1,"17,7","2,16"
162,k_162,1,"8,11","12,10"
163,k_163,1,"10,4","0,7"
164,k_164,1,"18,9","10,4"
165,k_165,1,"3,11","9,15"
166,k_166,1,"18,9","10,4"
167,k_167,1,"8,11","13,17"
168,k_168,1,"2,16","13,17"
169,k_169,1,"9,4","0,17"
170,k_170,1,"12,10","0,7"
171,k_171,1,"13,7","2,16"
172,k_172,1,"20,11","14,21"
173,k_173,1,"14,7","9,15"
174,k_174,1,"10,4","4,7"
175,k_175,1,"0,17","9,15"
176,k_176,1,"8,9","10,3"
177,k_177,1,"0,17","12,10"
178,k_178,1,"13,7","2,16"
179,k_179,1,"10,3","4,7"
180,k_180,1,"4,19","12,10"
181,k_181,1,"4,19","13,7"
182,k_182,1,"12,10","0,17"
183,k_183,1,"4,19","0,7"
184,k_184,1,"4,7","13,17"
185,k_185,1,"2,16","13,17"
186,k_186,1,"0,17","10,3"
187,k_187,1,"12,10","0,7"
188,k_188,1,"8,11","13,17"
189,k_189,1,"20,11","0,17"
190,k_190,1,"20,11","9,15"
191,k_191,1,"18,9","13,7"
192,k_192,1,"13,7","18,9"
193,k_193,1,"8,9","10,4"
194,k_194,1,"4,19","17,7"
195,k_195,1,"12,10","14,21"
196,k_196,1,"9,15","10,4"
197,k_197,1,"8,11","13,7"
198,k_198,1,"14,7","14,21"
199,k_199,1,"4,7","0,7"
200,k_200,1,"8,9","4,7"
201,k_201,1,"10,4","14,21"
202,k_202,1,"18,9","9,4"
203,k_203,1,"4,7","13,17"
204,k_204,1,"20,11","10,4"
205,k_205,1,"0,17","9,4"
206,k_206,1,"17,7","9,15"
207,k_207,1,"4,19","4,7"
208,k_208,1,"18,9","0,17"
209,k_209,1,"17,7","9,15"
210,k_210,1,"18,9","13,7"
211,k_211,1,"8,11","9,4"
212,k_212,1,"20,11","13,17"
213,k_213,1,"20,11","9,4"
214,k_214,1,"0,7","0,17"
215,k_215,1,"13,7","2,16"
216,k_216,1,"4,19","10,4"
217,k_217,1,"17,7","9,15"
218,k_218,1,"20,11","10,4"
219,k_219,1,"20,11","2,16"
220,k_220,1,"20,11","14,7"
221,k_221,1,"2,16","9,4"
222,k_222,1,"0,17","10,3"
223,k_223,1,"20,11","13,7"
224,k_224,1,"8,11","14,7"
225,k_225,1,"18,9","9,4"
226,k_226,1,"10,4","0,7"
227,k_227,1,"10,4","0,17"
228,k_228,1,"0,17","13,17"
229,k_229,1,"3,11","9,15"
230,k_230,1,"20,11","14,7"
231,k_231,1,"14,7","10,4"
232,k_232,1,"0,7","0,17"
233,k_233,1,"14,7","14,21"
234,k_234,1,"4,19","12,10"
235,k_235,1,"10,3","0,17"
236,k_236,1,"4,7","12,10"
237,k_237,1,"13,7","14,21"
238,k_238,1,"0,17","9,4"
239,k_239,1,"14,7","0,17"
240,k_240,1,"3,11","12,10"
241,k_241,1,"20,11","0,17"
242,k_242,1,"3,11","9,4"
243,k_243,1,"18,9","2,16"
244,k_244,1,"17,7","10,3"
245,k_245,1,"12,10","0,17"
246,k_246,1,"4,7","0,7"
247,k_247,1,"8,9","0,7"
248,k_248,1,"14,7","10,4"
249,k_249,1,"20,11","0,17"
