,id,origin,destination,distance,hard_cap
0,e_0,v_18,v_6,16,6
1,e_1,v_13,v_7,17,4
2,e_2,v_8,v_16,10,6
3,e_3,v_2,v_1,25,1
4,e_4,v_20,v_16,11,1
5,e_5,v_16,v_11,13,1
6,e_6,v_7,v_5,3,8
7,e_7,v_18,v_16,7,4
8,e_8,v_12,v_19,25,8
9,e_9,v_16,v_20,11,8
10,e_10,v_3,v_9,6,6
11,e_11,v_15,v_16,16,6
12,e_12,v_13,v_9,25,8
13,e_13,v_17,v_12,26,8
14,e_14,v_5,v_16,9,6
15,e_15,v_2,v_12,10,5
16,e_16,v_1,v_7,15,8
17,e_17,v_15,v_7,14,1
18,e_18,v_1,v_20,1,3
19,e_19,v_17,v_4,3,6
20,e_20,v_20,v_2,25,3
21,e_21,v_9,v_13,25,2
22,e_22,v_20,v_10,2,8
23,e_23,v_5,v_12,17,7
24,e_24,v_14,v_17,10,8
25,e_25,v_13,v_8,22,3
26,e_26,v_11,v_6,21,3
27,e_27,v_13,v_6,26,6
28,e_28,v_1,v_8,8,1
29,e_29,v_15,v_18,9,6
