,id,origin,destination,distance,hard_cap
0,e_0,v_4,v_11,20,2
1,e_1,v_11,v_4,20,2
2,e_2,v_16,v_19,11,2
3,e_3,v_2,v_9,24,3
4,e_4,v_3,v_4,12,1
5,e_5,v_14,v_18,12,2
6,e_6,v_12,v_16,14,3
7,e_7,v_9,v_4,10,3
8,e_8,v_15,v_9,23,2
9,e_9,v_10,v_3,9,2
10,e_10,v_2,v_20,25,3
11,e_11,v_9,v_12,24,2
12,e_12,v_20,v_19,1,3
13,e_13,v_5,v_17,10,3
14,e_14,v_12,v_7,19,3
15,e_15,v_9,v_18,15,2
16,e_16,v_10,v_20,2,1
17,e_17,v_7,v_10,17,1
18,e_18,v_7,v_1,15,3
19,e_19,v_3,v_11,15,1
20,e_20,v_19,v_18,17,1
21,e_21,v_1,v_9,3,2
22,e_22,v_2,v_18,9,1
23,e_23,v_2,v_5,13,2
24,e_24,v_6,v_2,25,2
25,e_25,v_2,v_13,4,2
26,e_26,v_13,v_5,15,3
27,e_27,v_7,v_6,14,2
28,e_28,v_17,v_18,16,3
29,e_29,v_4,v_2,24,3
30,e_30,v_3,v_1,8,2
31,e_31,v_2,v_15,2,2
32,e_32,v_8,v_13,22,1
33,e_33,v_1,v_18,17,1
34,e_34,v_8,v_7,8,1
35,e_35,v_7,v_11,11,3
36,e_36,v_3,v_12,18,2
37,e_37,v_11,v_1,22,3
38,e_38,v_6,v_20,1,3
39,e_39,v_16,v_10,12,1
40,e_40,v_8,v_16,10,2
41,e_41,v_17,v_5,10,2
42,e_42,v_11,v_10,23,2
43,e_43,v_12,v_14,20,2
44,e_44,v_4,v_20,11,1
