,id,demand,origin,destination
0,k_0,1,"6,3","2,21"
1,k_1,1,"6,3","12,8"
2,k_2,1,"2,19","14,4"
3,k_3,1,"17,0","2,21"
4,k_4,1,"18,9","16,2"
5,k_5,1,"12,8","14,16"
6,k_6,1,"22,16","11,5"
7,k_7,1,"13,18","4,14"
8,k_8,1,"9,12","11,5"
9,k_9,1,"17,11","17,0"
10,k_10,1,"17,22","14,4"
11,k_11,1,"17,0","14,16"
12,k_12,1,"17,9","2,21"
13,k_13,1,"12,8","13,18"
14,k_14,1,"9,12","11,5"
15,k_15,1,"16,2","9,12"
16,k_16,1,"17,0","14,16"
17,k_17,1,"12,8","14,16"
18,k_18,1,"14,16","14,4"
19,k_19,1,"18,9","16,2"
20,k_20,1,"10,10","2,21"
21,k_21,1,"6,3","2,21"
22,k_22,1,"17,11","9,12"
23,k_23,1,"22,16","12,8"
24,k_24,1,"17,22","16,2"
25,k_25,1,"17,22","9,12"
26,k_26,1,"17,11","14,4"
27,k_27,1,"14,4","10,10"
28,k_28,1,"12,8","14,16"
29,k_29,1,"20,0","4,14"
30,k_30,1,"18,9","2,21"
31,k_31,1,"22,16","14,4"
32,k_32,1,"17,11","14,4"
33,k_33,1,"9,12","4,14"
34,k_34,1,"6,21","12,8"
35,k_35,1,"14,16","2,21"
36,k_36,1,"14,4","4,14"
37,k_37,1,"17,22","2,19"
38,k_38,1,"16,2","9,12"
39,k_39,1,"17,11","12,8"
40,k_40,1,"9,12","6,21"
41,k_41,1,"20,0","9,12"
42,k_42,1,"18,9","6,21"
43,k_43,1,"18,9","4,14"
44,k_44,1,"9,12","20,0"
45,k_45,1,"10,10","16,2"
46,k_46,1,"17,22","20,0"
47,k_47,1,"22,16","9,12"
48,k_48,1,"22,16","2,21"
49,k_49,1,"14,4","6,21"
50,k_50,1,"16,2","4,14"
51,k_51,1,"17,11","16,2"
52,k_52,1,"9,12","14,16"
53,k_53,1,"17,11","22,16"
54,k_54,1,"17,11","6,21"
55,k_55,1,"17,9","13,18"
56,k_56,1,"14,16","17,0"
57,k_57,1,"18,9","13,18"
58,k_58,1,"17,11","14,16"
59,k_59,1,"14,16","16,2"
60,k_60,1,"2,19","16,2"
61,k_61,1,"17,0","2,21"
62,k_62,1,"4,14","11,5"
63,k_63,1,"12,8","16,2"
64,k_64,1,"16,2","2,19"
65,k_65,1,"12,8","13,18"
66,k_66,1,"13,18","16,2"
67,k_67,1,"18,9","4,14"
68,k_68,1,"11,5","9,12"
69,k_69,1,"18,9","17,0"
70,k_70,1,"20,0","4,14"
71,k_71,1,"2,19","17,0"
72,k_72,1,"22,16","9,12"
73,k_73,1,"17,0","22,16"
74,k_74,1,"22,16","2,19"
75,k_75,1,"9,12","14,4"
76,k_76,1,"20,0","14,4"
77,k_77,1,"14,4","2,19"
78,k_78,1,"6,21","11,5"
79,k_79,1,"4,14","6,3"
80,k_80,1,"13,18","20,0"
81,k_81,1,"17,11","20,0"
82,k_82,1,"13,18","16,2"
83,k_83,1,"17,11","2,19"
84,k_84,1,"10,10","6,21"
85,k_85,1,"13,18","2,21"
86,k_86,1,"17,11","2,19"
87,k_87,1,"22,16","2,21"
88,k_88,1,"22,16","14,4"
89,k_89,1,"20,0","10,10"
90,k_90,1,"6,3","6,21"
91,k_91,1,"2,21","16,2"
92,k_92,1,"6,3","11,5"
93,k_93,1,"12,8","6,21"
94,k_94,1,"17,0","22,16"
95,k_95,1,"6,3","22,16"
96,k_96,1,"6,3","22,16"
97,k_97,1,"18,9","17,0"
98,k_98,1,"2,21","20,0"
99,k_99,1,"10,10","14,16"
100,k_100,1,"2,21","16,2"
101,k_101,1,"17,0","4,14"
102,k_102,1,"2,19","16,2"
103,k_103,1,"14,4","4,14"
104,k_104,1,"4,14","6,21"
105,k_105,1,"18,9","17,0"
106,k_106,1,"17,11","13,18"
107,k_107,1,"17,9","22,16"
108,k_108,1,"17,11","14,16"
109,k_109,1,"17,22","12,8"
110,k_110,1,"9,12","13,18"
111,k_111,1,"2,19","9,12"
112,k_112,1,"17,9","16,2"
113,k_113,1,"16,2","9,12"
114,k_114,1,"2,19","14,4"
115,k_115,1,"17,11","2,19"
116,k_116,1,"13,18","4,14"
117,k_117,1,"6,3","14,16"
118,k_118,1,"6,21","11,5"
119,k_119,1,"14,4","22,16"
120,k_120,1,"17,9","6,21"
121,k_121,1,"22,16","14,4"
122,k_122,1,"17,9","2,21"
123,k_123,1,"20,0","4,14"
124,k_124,1,"22,16","11,5"
125,k_125,1,"14,16","17,0"
126,k_126,1,"17,22","17,0"
127,k_127,1,"6,3","14,16"
128,k_128,1,"11,5","13,18"
129,k_129,1,"4,14","16,2"
130,k_130,1,"6,3","16,2"
131,k_131,1,"14,16","11,5"
132,k_132,1,"6,21","10,10"
133,k_133,1,"17,22","17,0"
134,k_134,1,"22,16","16,2"
135,k_135,1,"12,8","16,2"
136,k_136,1,"9,12","14,4"
137,k_137,1,"17,9","4,14"
138,k_138,1,"2,19","20,0"
139,k_139,1,"13,18","4,14"
140,k_140,1,"17,0","2,21"
141,k_141,1,"9,12","16,2"
142,k_142,1,"22,16","4,14"
143,k_143,1,"2,19","14,4"
144,k_144,1,"22,16","17,0"
145,k_145,1,"6,3","12,8"
146,k_146,1,"9,12","16,2"
147,k_147,1,"16,2","9,12"
148,k_148,1,"18,9","16,2"
149,k_149,1,"18,9","17,0"
150,k_150,1,"17,9","2,19"
151,k_151,1,"17,11","2,19"
152,k_152,1,"17,0","9,12"
153,k_153,1,"9,12","13,18"
154,k_154,1,"17,11","22,16"
155,k_155,1,"17,0","9,12"
156,k_156,1,"22,16","4,14"
157,k_157,1,"10,10","13,18"
158,k_158,1,"16,2","22,16"
159,k_159,1,"14,4","2,19"
160,k_160,1,"16,2","13,18"
161,k_161,1,"11,5","6,21"
162,k_162,1,"14,16","2,19"
163,k_163,1,"2,19","14,4"
164,k_164,1,"10,10","20,0"
165,k_165,1,"18,9","17,0"
166,k_166,1,"11,5","2,21"
167,k_167,1,"6,21","16,2"
168,k_168,1,"4,14","14,4"
169,k_169,1,"2,19","16,2"
170,k_170,1,"6,21","10,10"
171,k_171,1,"20,0","14,4"
172,k_172,1,"14,4","20,0"
173,k_173,1,"22,16","14,4"
174,k_174,1,"4,14","6,3"
175,k_175,1,"17,11","20,0"
176,k_176,1,"17,22","2,19"
177,k_177,1,"9,12","4,14"
178,k_178,1,"4,14","6,21"
179,k_179,1,"4,14","6,3"
180,k_180,1,"17,0","2,21"
181,k_181,1,"13,18","4,14"
182,k_182,1,"10,10","14,4"
183,k_183,1,"10,10","2,21"
184,k_184,1,"14,16","2,19"
185,k_185,1,"4,14","10,10"
186,k_186,1,"18,9","2,21"
187,k_187,1,"16,2","10,10"
188,k_188,1,"2,21","11,5"
189,k_189,1,"6,21","14,4"
190,k_190,1,"2,19","17,0"
191,k_191,1,"22,16","2,21"
