,id,origin,destination,distance,hard_cap
0,"e_11,5,12,8","11,5","12,8",4,3
1,"e_11,5,14,4","11,5","14,4",4,3
2,"e_2,19,2,21","2,19","2,21",2,4
3,"e_6,21,2,21","6,21","2,21",4,1
4,"e_13,18,14,16","13,18","14,16",3,3
5,"e_17,9,18,9","17,9","18,9",1,2
6,"e_17,9,17,11","17,9","17,11",2,4
7,"e_9,12,10,10","9,12","10,10",3,4
8,"e_20,0,17,0","20,0","17,0",3,3
9,"e_17,0,20,0","17,0","20,0",3,3
10,"e_17,0,16,2","17,0","16,2",3,1
11,"e_18,9,17,9","18,9","17,9",1,2
12,"e_18,9,17,11","18,9","17,11",3,2
13,"e_17,11,17,9","17,11","17,9",2,4
14,"e_17,11,18,9","17,11","18,9",3,4
15,"e_16,2,17,0","16,2","17,0",3,2
16,"e_16,2,14,4","16,2","14,4",4,2
17,"e_12,8,11,5","12,8","11,5",4,4
18,"e_12,8,10,10","12,8","10,10",4,3
19,"e_2,21,2,19","2,21","2,19",2,2
20,"e_2,21,6,21","2,21","6,21",4,3
21,"e_14,4,11,5","14,4","11,5",4,2
22,"e_14,4,16,2","14,4","16,2",4,4
23,"e_10,10,9,12","10,10","9,12",3,3
24,"e_10,10,12,8","10,10","12,8",4,1
25,"e_14,16,13,18","14,16","13,18",3,2
26,"e_17,22,14,16","17,22","14,16",9,2
27,"e_11,5,17,0","11,5","17,0",11,3
28,"e_2,19,12,8","2,19","12,8",21,2
29,"e_6,21,6,3","6,21","6,3",18,3
30,"e_22,16,13,18","22,16","13,18",11,4
31,"e_13,18,10,10","13,18","10,10",11,1
32,"e_17,9,11,5","17,9","11,5",10,2
33,"e_6,3,9,12","6,3","9,12",12,3
34,"e_9,12,2,19","9,12","2,19",14,1
35,"e_20,0,14,16","20,0","14,16",22,1
36,"e_17,0,11,5","17,0","11,5",11,3
37,"e_18,9,10,10","18,9","10,10",9,1
38,"e_4,14,2,19","4,14","2,19",7,1
39,"e_17,11,6,3","17,11","6,3",19,4
40,"e_16,2,11,5","16,2","11,5",8,2
41,"e_12,8,4,14","12,8","4,14",14,3
42,"e_2,21,4,14","2,21","4,14",9,4
43,"e_14,4,14,16","14,4","14,16",12,3
44,"e_10,10,22,16","10,10","22,16",18,4
45,"e_14,16,10,10","14,16","10,10",10,1
