,id,origin,destination,distance,hard_cap
0,"e_3,16,2,14","3,16","2,14",3,2
1,"e_3,16,5,15","3,16","5,15",3,3
2,"e_7,8,6,8","7,8","6,8",1,5
3,"e_23,13,21,13","23,13","21,13",2,4
4,"e_21,13,23,13","21,13","23,13",2,3
5,"e_21,13,21,16","21,13","21,16",3,3
6,"e_2,14,3,16","2,14","3,16",3,1
7,"e_6,8,7,8","6,8","7,8",1,3
8,"e_8,13,8,12","8,13","8,12",1,5
9,"e_5,15,3,16","5,15","3,16",3,3
10,"e_21,16,21,13","21,16","21,13",3,3
11,"e_8,12,8,13","8,12","8,13",1,4
12,"e_5,24,3,16","5,24","3,16",10,2
13,"e_3,16,14,6","3,16","14,6",21,2
14,"e_7,2,6,8","7,2","6,8",7,3
15,"e_7,8,8,13","7,8","8,13",6,3
16,"e_23,13,3,9","23,13","3,9",24,1
17,"e_24,9,21,13","24,9","21,13",7,4
18,"e_21,13,3,16","21,13","3,16",21,4
19,"e_2,14,21,13","2,14","21,13",20,3
20,"e_0,0,21,13","0,0","21,13",34,1
21,"e_6,8,8,13","6,8","8,13",7,3
22,"e_8,13,3,9","8,13","3,9",9,2
23,"e_3,9,21,20","3,9","21,20",29,1
24,"e_5,15,2,14","5,15","2,14",4,2
25,"e_18,17,14,6","18,17","14,6",15,4
26,"e_14,21,24,9","14,21","24,9",22,3
27,"e_14,6,0,0","14,6","0,0",20,2
28,"e_21,16,5,15","21,16","5,15",17,5
29,"e_8,12,3,9","8,12","3,9",8,5
30,"e_1,6,14,6","1,6","14,6",13,5
31,"e_21,20,8,13","21,20","8,13",20,1
