,id,demand,origin,destination
0,k_0,1,"23,13","8,13"
1,k_1,1,"1,6","23,13"
2,k_2,1,"21,16","0,0"
3,k_3,1,"21,16","21,20"
4,k_4,1,"21,16","8,13"
5,k_5,1,"5,15","21,20"
6,k_6,1,"24,9","8,13"
7,k_7,1,"1,6","21,16"
8,k_8,1,"23,13","2,14"
9,k_9,1,"21,16","8,13"
10,k_10,1,"7,8","21,20"
11,k_11,1,"23,13","8,13"
12,k_12,1,"24,9","0,0"
13,k_13,1,"14,6","21,16"
14,k_14,1,"2,14","21,20"
15,k_15,1,"24,9","21,20"
16,k_16,1,"18,17","21,13"
17,k_17,1,"14,21","21,20"
18,k_18,1,"7,2","3,9"
19,k_19,1,"5,15","23,13"
20,k_20,1,"14,6","2,14"
21,k_21,1,"5,15","21,20"
22,k_22,1,"21,13","21,20"
23,k_23,1,"21,13","8,12"
24,k_24,1,"23,13","8,12"
25,k_25,1,"5,24","0,0"
26,k_26,1,"18,17","3,16"
27,k_27,1,"14,6","21,16"
28,k_28,1,"24,9","8,13"
29,k_29,1,"21,16","3,9"
30,k_30,1,"14,21","14,6"
31,k_31,1,"0,0","2,14"
32,k_32,1,"2,14","0,0"
33,k_33,1,"1,6","3,16"
34,k_34,1,"24,9","5,15"
35,k_35,1,"0,0","5,15"
36,k_36,1,"24,9","2,14"
37,k_37,1,"5,24","23,13"
38,k_38,1,"24,9","0,0"
39,k_39,1,"5,15","23,13"
40,k_40,1,"24,9","3,9"
41,k_41,1,"14,21","3,16"
42,k_42,1,"5,24","0,0"
43,k_43,1,"1,6","21,16"
44,k_44,1,"21,13","8,13"
45,k_45,1,"7,8","21,20"
46,k_46,1,"18,17","5,15"
47,k_47,1,"5,15","0,0"
48,k_48,1,"14,6","2,14"
49,k_49,1,"5,24","21,16"
50,k_50,1,"3,16","21,16"
51,k_51,1,"18,17","2,14"
52,k_52,1,"14,6","3,16"
53,k_53,1,"5,24","0,0"
54,k_54,1,"24,9","0,0"
55,k_55,1,"3,16","21,20"
56,k_56,1,"23,13","8,12"
57,k_57,1,"0,0","5,15"
58,k_58,1,"5,15","23,13"
59,k_59,1,"18,17","21,16"
60,k_60,1,"24,9","0,0"
61,k_61,1,"24,9","0,0"
62,k_62,1,"1,6","3,9"
63,k_63,1,"0,0","21,20"
64,k_64,1,"5,24","3,9"
65,k_65,1,"5,15","3,9"
66,k_66,1,"3,16","21,16"
67,k_67,1,"23,13","14,6"
68,k_68,1,"0,0","5,15"
69,k_69,1,"1,6","5,15"
70,k_70,1,"1,6","21,13"
71,k_71,1,"21,16","8,12"
72,k_72,1,"21,13","8,13"
73,k_73,1,"23,13","5,15"
74,k_74,1,"0,0","21,20"
75,k_75,1,"5,24","3,9"
76,k_76,1,"24,9","3,9"
77,k_77,1,"24,9","8,12"
78,k_78,1,"5,24","21,16"
79,k_79,1,"5,15","0,0"
80,k_80,1,"14,6","21,16"
81,k_81,1,"3,16","23,13"
82,k_82,1,"24,9","3,9"
83,k_83,1,"21,13","8,12"
84,k_84,1,"14,6","2,14"
85,k_85,1,"5,24","21,16"
86,k_86,1,"14,21","0,0"
87,k_87,1,"23,13","8,12"
88,k_88,1,"3,16","8,13"
89,k_89,1,"7,8","21,20"
90,k_90,1,"1,6","3,9"
91,k_91,1,"2,14","0,0"
92,k_92,1,"1,6","2,14"
93,k_93,1,"14,21","21,20"
94,k_94,1,"3,16","21,16"
95,k_95,1,"7,2","21,20"
96,k_96,1,"3,9","8,12"
97,k_97,1,"2,14","8,12"
98,k_98,1,"5,15","23,13"
99,k_99,1,"21,16","8,13"
100,k_100,1,"14,21","23,13"
101,k_101,1,"1,6","3,16"
102,k_102,1,"18,17","21,13"
103,k_103,1,"14,21","3,16"
104,k_104,1,"21,13","2,14"
105,k_105,1,"18,17","3,9"
106,k_106,1,"7,2","8,12"
107,k_107,1,"21,13","21,20"
108,k_108,1,"1,6","3,16"
109,k_109,1,"2,14","8,12"
110,k_110,1,"14,21","23,13"
111,k_111,1,"2,14","0,0"
112,k_112,1,"5,24","0,0"
113,k_113,1,"14,6","3,16"
114,k_114,1,"1,6","21,13"
115,k_115,1,"5,15","21,16"
116,k_116,1,"21,13","8,13"
117,k_117,1,"14,6","2,14"
118,k_118,1,"14,21","3,16"
119,k_119,1,"14,21","21,20"
120,k_120,1,"21,13","8,12"
121,k_121,1,"3,16","23,13"
122,k_122,1,"5,15","21,20"
123,k_123,1,"3,16","23,13"
124,k_124,1,"5,24","3,9"
125,k_125,1,"2,14","0,0"
126,k_126,1,"18,17","21,16"
127,k_127,1,"23,13","5,15"
128,k_128,1,"0,0","21,20"
129,k_129,1,"21,16","8,12"
130,k_130,1,"1,6","23,13"
131,k_131,1,"6,8","21,20"
132,k_132,1,"2,14","8,12"
133,k_133,1,"5,15","21,20"
134,k_134,1,"7,2","21,20"
135,k_135,1,"5,15","0,0"
136,k_136,1,"2,14","8,13"
137,k_137,1,"14,21","2,14"
138,k_138,1,"1,6","21,13"
139,k_139,1,"21,16","21,20"
140,k_140,1,"14,6","5,15"
141,k_141,1,"24,9","8,12"
142,k_142,1,"1,6","23,13"
143,k_143,1,"14,6","3,9"
144,k_144,1,"14,6","2,14"
145,k_145,1,"3,16","8,13"
146,k_146,1,"14,21","3,9"
147,k_147,1,"2,14","8,13"
148,k_148,1,"2,14","8,12"
149,k_149,1,"14,21","3,16"
150,k_150,1,"14,21","21,20"
151,k_151,1,"14,6","3,16"
152,k_152,1,"21,16","8,13"
153,k_153,1,"2,14","0,0"
154,k_154,1,"23,13","0,0"
155,k_155,1,"6,8","21,20"
156,k_156,1,"18,17","3,9"
157,k_157,1,"14,6","5,15"
158,k_158,1,"5,24","0,0"
159,k_159,1,"0,0","14,6"
160,k_160,1,"3,16","21,16"
161,k_161,1,"14,6","3,16"
162,k_162,1,"3,16","3,9"
163,k_163,1,"3,9","8,12"
164,k_164,1,"3,9","8,12"
165,k_165,1,"14,6","2,14"
166,k_166,1,"3,16","23,13"
167,k_167,1,"5,24","21,20"
168,k_168,1,"24,9","14,6"
169,k_169,1,"21,16","21,20"
170,k_170,1,"14,6","5,15"
171,k_171,1,"2,14","8,12"
172,k_172,1,"14,21","2,14"
173,k_173,1,"21,13","0,0"
174,k_174,1,"5,24","3,9"
175,k_175,1,"24,9","3,9"
